"allid","name","mn_pos_jp_fin","mn0_pos_jp_fin"
259020003,"小林 鷹之","科学技術政策担当大臣","総務大臣"
259020004,"小林 鷹之","科学技術政策担当大臣","法務大臣"
259020005,"小林 鷹之","科学技術政策担当大臣","外務大臣"
259020007,"小林 鷹之","科学技術政策担当大臣","文部科学大臣"
259020008,"小林 鷹之","科学技術政策担当大臣","厚生労働大臣"
259020011,"小林 鷹之","科学技術政策担当大臣","国土交通大臣"
259020012,"小林 鷹之","科学技術政策担当大臣","環境大臣"
259020013,"小林 鷹之","科学技術政策担当大臣","防衛大臣（防衛庁長官）"
259020014,"小林 鷹之","科学技術政策担当大臣","国家公安委員会委員長"
259020015,"小林 鷹之","科学技術政策担当大臣","防災担当大臣"
259020016,"小林 鷹之","科学技術政策担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
259020017,"小林 鷹之","科学技術政策担当大臣","沖縄及び北方対策担当大臣"
259020019,"小林 鷹之","科学技術政策担当大臣","経済財政政策担当大臣"
259020021,"小林 鷹之","科学技術政策担当大臣","規制改革担当大臣"
259020022,"小林 鷹之","科学技術政策担当大臣","男女共同参画担当大臣"
259020024,"小林 鷹之","科学技術政策担当大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
259020028,"小林 鷹之","科学技術政策担当大臣","少子化対策担当大臣"
259020029,"小林 鷹之","科学技術政策担当大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
259020039,"小林 鷹之","科学技術政策担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
259020040,"小林 鷹之","科学技術政策担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
259020043,"小林 鷹之","科学技術政策担当大臣","海洋政策担当大臣"
259020044,"小林 鷹之","科学技術政策担当大臣","拉致問題担当大臣"
259020045,"小林 鷹之","科学技術政策担当大臣","再チャレンジ担当大臣"
259020061,"小林 鷹之","科学技術政策担当大臣","原子力防災担当大臣"
259020062,"小林 鷹之","科学技術政策担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
259020066,"小林 鷹之","科学技術政策担当大臣","東京オリンピック・パラリンピック担当大臣"
