"allid","name","mn_pos_jp_fin","mn0_pos_jp_fin"
124022003,"福島 みずほ","男女共同参画担当大臣","総務大臣"
124022004,"福島 みずほ","男女共同参画担当大臣","法務大臣"
124022005,"福島 みずほ","男女共同参画担当大臣","外務大臣"
124022007,"福島 みずほ","男女共同参画担当大臣","文部科学大臣"
124022008,"福島 みずほ","男女共同参画担当大臣","厚生労働大臣"
124022011,"福島 みずほ","男女共同参画担当大臣","国土交通大臣"
124022012,"福島 みずほ","男女共同参画担当大臣","環境大臣"
124022013,"福島 みずほ","男女共同参画担当大臣","防衛大臣（防衛庁長官）"
124022014,"福島 みずほ","男女共同参画担当大臣","国家公安委員会委員長"
124022015,"福島 みずほ","男女共同参画担当大臣","防災担当大臣"
124022016,"福島 みずほ","男女共同参画担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
124022017,"福島 みずほ","男女共同参画担当大臣","沖縄及び北方対策担当大臣"
124022019,"福島 みずほ","男女共同参画担当大臣","経済財政政策担当大臣"
124022020,"福島 みずほ","男女共同参画担当大臣","科学技術政策担当大臣"
124022021,"福島 みずほ","男女共同参画担当大臣","規制改革担当大臣"
124022029,"福島 みずほ","男女共同参画担当大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
124022039,"福島 みずほ","男女共同参画担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
124022040,"福島 みずほ","男女共同参画担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
124022043,"福島 みずほ","男女共同参画担当大臣","海洋政策担当大臣"
124022044,"福島 みずほ","男女共同参画担当大臣","拉致問題担当大臣"
124022045,"福島 みずほ","男女共同参画担当大臣","再チャレンジ担当大臣"
124022048,"福島 みずほ","男女共同参画担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
124022061,"福島 みずほ","男女共同参画担当大臣","原子力防災担当大臣"
124022062,"福島 みずほ","男女共同参画担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
124022066,"福島 みずほ","男女共同参画担当大臣","東京オリンピック・パラリンピック担当大臣"
124022071,"福島 みずほ","男女共同参画担当大臣","国土強靱化担当大臣"
