"allid","name","mn_pos_jp_fin","mn0_pos_jp_fin"
92007003,"渡海 紀三朗","文部科学大臣","総務大臣"
92007004,"渡海 紀三朗","文部科学大臣","法務大臣"
92007005,"渡海 紀三朗","文部科学大臣","外務大臣"
92007008,"渡海 紀三朗","文部科学大臣","厚生労働大臣"
92007011,"渡海 紀三朗","文部科学大臣","国土交通大臣"
92007012,"渡海 紀三朗","文部科学大臣","環境大臣"
92007013,"渡海 紀三朗","文部科学大臣","防衛大臣（防衛庁長官）"
92007014,"渡海 紀三朗","文部科学大臣","国家公安委員会委員長"
92007015,"渡海 紀三朗","文部科学大臣","防災担当大臣"
92007016,"渡海 紀三朗","文部科学大臣","行政改革担当大臣
（行政刷新担当大臣）"
92007017,"渡海 紀三朗","文部科学大臣","沖縄及び北方対策担当大臣"
92007019,"渡海 紀三朗","文部科学大臣","経済財政政策担当大臣"
92007020,"渡海 紀三朗","文部科学大臣","科学技術政策担当大臣"
92007021,"渡海 紀三朗","文部科学大臣","規制改革担当大臣"
92007022,"渡海 紀三朗","文部科学大臣","男女共同参画担当大臣"
92007024,"渡海 紀三朗","文部科学大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
92007028,"渡海 紀三朗","文部科学大臣","少子化対策担当大臣"
92007029,"渡海 紀三朗","文部科学大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
92007039,"渡海 紀三朗","文部科学大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
92007040,"渡海 紀三朗","文部科学大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
92007043,"渡海 紀三朗","文部科学大臣","海洋政策担当大臣"
92007044,"渡海 紀三朗","文部科学大臣","拉致問題担当大臣"
92007045,"渡海 紀三朗","文部科学大臣","再チャレンジ担当大臣"
92007048,"渡海 紀三朗","文部科学大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
92007061,"渡海 紀三朗","文部科学大臣","原子力防災担当大臣"
92007062,"渡海 紀三朗","文部科学大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
92007066,"渡海 紀三朗","文部科学大臣","東京オリンピック・パラリンピック担当大臣"
92007071,"渡海 紀三朗","文部科学大臣","国土強靱化担当大臣"
92007072,"渡海 紀三朗","文部科学大臣","クールジャパン戦略担当大臣"
92007076,"渡海 紀三朗","文部科学大臣","知的財産戦略担当大臣"
92007079,"渡海 紀三朗","文部科学大臣","マイナンバー制度担当大臣"
92007082,"渡海 紀三朗","文部科学大臣","こども政策担当大臣"
92007083,"渡海 紀三朗","文部科学大臣","孤独・孤立対策担当大臣"
92007086,"渡海 紀三朗","文部科学大臣","経済安全保障担当大臣"
