"allid","name","mn_pos_jp_fin","mn0_pos_jp_fin"
174003004,"新藤 義孝","総務大臣","法務大臣"
174003005,"新藤 義孝","総務大臣","外務大臣"
174003007,"新藤 義孝","総務大臣","文部科学大臣"
174003008,"新藤 義孝","総務大臣","厚生労働大臣"
174003011,"新藤 義孝","総務大臣","国土交通大臣"
174003012,"新藤 義孝","総務大臣","環境大臣"
174003013,"新藤 義孝","総務大臣","防衛大臣（防衛庁長官）"
174003014,"新藤 義孝","総務大臣","国家公安委員会委員長"
174003015,"新藤 義孝","総務大臣","防災担当大臣"
174003016,"新藤 義孝","総務大臣","行政改革担当大臣
（行政刷新担当大臣）"
174003017,"新藤 義孝","総務大臣","沖縄及び北方対策担当大臣"
174003019,"新藤 義孝","総務大臣","経済財政政策担当大臣"
174003020,"新藤 義孝","総務大臣","科学技術政策担当大臣"
174003021,"新藤 義孝","総務大臣","規制改革担当大臣"
174003022,"新藤 義孝","総務大臣","男女共同参画担当大臣"
174003024,"新藤 義孝","総務大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
174003028,"新藤 義孝","総務大臣","少子化対策担当大臣"
174003029,"新藤 義孝","総務大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
174003039,"新藤 義孝","総務大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
174003043,"新藤 義孝","総務大臣","海洋政策担当大臣"
174003044,"新藤 義孝","総務大臣","拉致問題担当大臣"
174003045,"新藤 義孝","総務大臣","再チャレンジ担当大臣"
174003048,"新藤 義孝","総務大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
174003061,"新藤 義孝","総務大臣","原子力防災担当大臣"
174003062,"新藤 義孝","総務大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
174003066,"新藤 義孝","総務大臣","東京オリンピック・パラリンピック担当大臣"
174003071,"新藤 義孝","総務大臣","国土強靱化担当大臣"
174003072,"新藤 義孝","総務大臣","クールジャパン戦略担当大臣"
174003076,"新藤 義孝","総務大臣","知的財産戦略担当大臣"
