"allid","name","mn_pos_jp_fin","mn0_pos_jp_fin"
214014003,"小此木 八郎","国家公安委員会委員長","総務大臣"
214014004,"小此木 八郎","国家公安委員会委員長","法務大臣"
214014005,"小此木 八郎","国家公安委員会委員長","外務大臣"
214014007,"小此木 八郎","国家公安委員会委員長","文部科学大臣"
214014008,"小此木 八郎","国家公安委員会委員長","厚生労働大臣"
214014011,"小此木 八郎","国家公安委員会委員長","国土交通大臣"
214014012,"小此木 八郎","国家公安委員会委員長","環境大臣"
214014013,"小此木 八郎","国家公安委員会委員長","防衛大臣（防衛庁長官）"
214014016,"小此木 八郎","国家公安委員会委員長","行政改革担当大臣
（行政刷新担当大臣）"
214014017,"小此木 八郎","国家公安委員会委員長","沖縄及び北方対策担当大臣"
214014019,"小此木 八郎","国家公安委員会委員長","経済財政政策担当大臣"
214014020,"小此木 八郎","国家公安委員会委員長","科学技術政策担当大臣"
214014021,"小此木 八郎","国家公安委員会委員長","規制改革担当大臣"
214014022,"小此木 八郎","国家公安委員会委員長","男女共同参画担当大臣"
214014024,"小此木 八郎","国家公安委員会委員長","消費者及び食品安全担当大臣
（食品安全担当大臣）"
214014028,"小此木 八郎","国家公安委員会委員長","少子化対策担当大臣"
214014029,"小此木 八郎","国家公安委員会委員長","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
214014039,"小此木 八郎","国家公安委員会委員長","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
214014040,"小此木 八郎","国家公安委員会委員長","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
214014044,"小此木 八郎","国家公安委員会委員長","拉致問題担当大臣"
214014045,"小此木 八郎","国家公安委員会委員長","再チャレンジ担当大臣"
214014048,"小此木 八郎","国家公安委員会委員長","宇宙政策担当大臣
（宇宙開発担当大臣）"
214014061,"小此木 八郎","国家公安委員会委員長","原子力防災担当大臣"
214014062,"小此木 八郎","国家公安委員会委員長","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
214014066,"小此木 八郎","国家公安委員会委員長","東京オリンピック・パラリンピック担当大臣"
214014072,"小此木 八郎","国家公安委員会委員長","クールジャパン戦略担当大臣"
214014076,"小此木 八郎","国家公安委員会委員長","知的財産戦略担当大臣"
214014079,"小此木 八郎","国家公安委員会委員長","マイナンバー制度担当大臣"
214014082,"小此木 八郎","国家公安委員会委員長","こども政策担当大臣"
214014083,"小此木 八郎","国家公安委員会委員長","孤独・孤立対策担当大臣"
214014086,"小此木 八郎","国家公安委員会委員長","経済安全保障担当大臣"
214015003,"小此木 八郎","防災担当大臣","総務大臣"
214015004,"小此木 八郎","防災担当大臣","法務大臣"
214015005,"小此木 八郎","防災担当大臣","外務大臣"
214015007,"小此木 八郎","防災担当大臣","文部科学大臣"
214015008,"小此木 八郎","防災担当大臣","厚生労働大臣"
214015011,"小此木 八郎","防災担当大臣","国土交通大臣"
214015012,"小此木 八郎","防災担当大臣","環境大臣"
214015013,"小此木 八郎","防災担当大臣","防衛大臣（防衛庁長官）"
214015016,"小此木 八郎","防災担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
214015017,"小此木 八郎","防災担当大臣","沖縄及び北方対策担当大臣"
214015019,"小此木 八郎","防災担当大臣","経済財政政策担当大臣"
214015020,"小此木 八郎","防災担当大臣","科学技術政策担当大臣"
214015021,"小此木 八郎","防災担当大臣","規制改革担当大臣"
214015022,"小此木 八郎","防災担当大臣","男女共同参画担当大臣"
214015024,"小此木 八郎","防災担当大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
214015028,"小此木 八郎","防災担当大臣","少子化対策担当大臣"
214015029,"小此木 八郎","防災担当大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
214015039,"小此木 八郎","防災担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
214015040,"小此木 八郎","防災担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
214015044,"小此木 八郎","防災担当大臣","拉致問題担当大臣"
214015045,"小此木 八郎","防災担当大臣","再チャレンジ担当大臣"
214015048,"小此木 八郎","防災担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
214015061,"小此木 八郎","防災担当大臣","原子力防災担当大臣"
214015062,"小此木 八郎","防災担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
214015066,"小此木 八郎","防災担当大臣","東京オリンピック・パラリンピック担当大臣"
214015072,"小此木 八郎","防災担当大臣","クールジャパン戦略担当大臣"
214015076,"小此木 八郎","防災担当大臣","知的財産戦略担当大臣"
214015079,"小此木 八郎","防災担当大臣","マイナンバー制度担当大臣"
214015082,"小此木 八郎","防災担当大臣","こども政策担当大臣"
214015083,"小此木 八郎","防災担当大臣","孤独・孤立対策担当大臣"
214015086,"小此木 八郎","防災担当大臣","経済安全保障担当大臣"
214043003,"小此木 八郎","海洋政策担当大臣","総務大臣"
214043004,"小此木 八郎","海洋政策担当大臣","法務大臣"
214043005,"小此木 八郎","海洋政策担当大臣","外務大臣"
214043007,"小此木 八郎","海洋政策担当大臣","文部科学大臣"
214043008,"小此木 八郎","海洋政策担当大臣","厚生労働大臣"
214043011,"小此木 八郎","海洋政策担当大臣","国土交通大臣"
214043012,"小此木 八郎","海洋政策担当大臣","環境大臣"
214043013,"小此木 八郎","海洋政策担当大臣","防衛大臣（防衛庁長官）"
214043016,"小此木 八郎","海洋政策担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
214043017,"小此木 八郎","海洋政策担当大臣","沖縄及び北方対策担当大臣"
214043019,"小此木 八郎","海洋政策担当大臣","経済財政政策担当大臣"
214043020,"小此木 八郎","海洋政策担当大臣","科学技術政策担当大臣"
214043021,"小此木 八郎","海洋政策担当大臣","規制改革担当大臣"
214043022,"小此木 八郎","海洋政策担当大臣","男女共同参画担当大臣"
214043024,"小此木 八郎","海洋政策担当大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
214043028,"小此木 八郎","海洋政策担当大臣","少子化対策担当大臣"
214043029,"小此木 八郎","海洋政策担当大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
214043039,"小此木 八郎","海洋政策担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
214043040,"小此木 八郎","海洋政策担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
214043044,"小此木 八郎","海洋政策担当大臣","拉致問題担当大臣"
214043045,"小此木 八郎","海洋政策担当大臣","再チャレンジ担当大臣"
214043048,"小此木 八郎","海洋政策担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
214043061,"小此木 八郎","海洋政策担当大臣","原子力防災担当大臣"
214043062,"小此木 八郎","海洋政策担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
214043066,"小此木 八郎","海洋政策担当大臣","東京オリンピック・パラリンピック担当大臣"
214043072,"小此木 八郎","海洋政策担当大臣","クールジャパン戦略担当大臣"
214043076,"小此木 八郎","海洋政策担当大臣","知的財産戦略担当大臣"
214043079,"小此木 八郎","海洋政策担当大臣","マイナンバー制度担当大臣"
214043082,"小此木 八郎","海洋政策担当大臣","こども政策担当大臣"
214043083,"小此木 八郎","海洋政策担当大臣","孤独・孤立対策担当大臣"
214043086,"小此木 八郎","海洋政策担当大臣","経済安全保障担当大臣"
214071003,"小此木 八郎","国土強靱化担当大臣","総務大臣"
214071004,"小此木 八郎","国土強靱化担当大臣","法務大臣"
214071005,"小此木 八郎","国土強靱化担当大臣","外務大臣"
214071007,"小此木 八郎","国土強靱化担当大臣","文部科学大臣"
214071008,"小此木 八郎","国土強靱化担当大臣","厚生労働大臣"
214071011,"小此木 八郎","国土強靱化担当大臣","国土交通大臣"
214071012,"小此木 八郎","国土強靱化担当大臣","環境大臣"
214071013,"小此木 八郎","国土強靱化担当大臣","防衛大臣（防衛庁長官）"
214071016,"小此木 八郎","国土強靱化担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
214071017,"小此木 八郎","国土強靱化担当大臣","沖縄及び北方対策担当大臣"
214071019,"小此木 八郎","国土強靱化担当大臣","経済財政政策担当大臣"
214071020,"小此木 八郎","国土強靱化担当大臣","科学技術政策担当大臣"
214071021,"小此木 八郎","国土強靱化担当大臣","規制改革担当大臣"
214071022,"小此木 八郎","国土強靱化担当大臣","男女共同参画担当大臣"
214071024,"小此木 八郎","国土強靱化担当大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
214071028,"小此木 八郎","国土強靱化担当大臣","少子化対策担当大臣"
214071029,"小此木 八郎","国土強靱化担当大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
214071039,"小此木 八郎","国土強靱化担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
214071040,"小此木 八郎","国土強靱化担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
214071044,"小此木 八郎","国土強靱化担当大臣","拉致問題担当大臣"
214071045,"小此木 八郎","国土強靱化担当大臣","再チャレンジ担当大臣"
214071048,"小此木 八郎","国土強靱化担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
214071061,"小此木 八郎","国土強靱化担当大臣","原子力防災担当大臣"
214071062,"小此木 八郎","国土強靱化担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
214071066,"小此木 八郎","国土強靱化担当大臣","東京オリンピック・パラリンピック担当大臣"
214071072,"小此木 八郎","国土強靱化担当大臣","クールジャパン戦略担当大臣"
214071076,"小此木 八郎","国土強靱化担当大臣","知的財産戦略担当大臣"
214071079,"小此木 八郎","国土強靱化担当大臣","マイナンバー制度担当大臣"
214071082,"小此木 八郎","国土強靱化担当大臣","こども政策担当大臣"
214071083,"小此木 八郎","国土強靱化担当大臣","孤独・孤立対策担当大臣"
214071086,"小此木 八郎","国土強靱化担当大臣","経済安全保障担当大臣"
