"allid","name","mn_pos_jp_fin","mn0_pos_jp_fin"
208016003,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","総務大臣"
208016004,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","法務大臣"
208016005,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","外務大臣"
208016007,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","文部科学大臣"
208016008,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","厚生労働大臣"
208016011,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","国土交通大臣"
208016012,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","環境大臣"
208016013,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","防衛大臣（防衛庁長官）"
208016014,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","国家公安委員会委員長"
208016015,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","防災担当大臣"
208016017,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","沖縄及び北方対策担当大臣"
208016019,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","経済財政政策担当大臣"
208016020,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","科学技術政策担当大臣"
208016022,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","男女共同参画担当大臣"
208016024,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","消費者及び食品安全担当大臣
（食品安全担当大臣）"
208016028,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","少子化対策担当大臣"
208016029,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
208016043,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","海洋政策担当大臣"
208016044,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","拉致問題担当大臣"
208016045,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","再チャレンジ担当大臣"
208016048,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","宇宙政策担当大臣
（宇宙開発担当大臣）"
208016061,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","原子力防災担当大臣"
208016062,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
208016066,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","東京オリンピック・パラリンピック担当大臣"
208016071,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","国土強靱化担当大臣"
208016072,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","クールジャパン戦略担当大臣"
208016076,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","知的財産戦略担当大臣"
208016079,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","マイナンバー制度担当大臣"
208016082,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","こども政策担当大臣"
208016083,"山本 幸三","行政改革担当大臣
（行政刷新担当大臣）","孤独・孤立対策担当大臣"
