"allid","name","mn_pos_jp_fin","mn0_pos_jp_fin"
193066003,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","総務大臣"
193066004,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","法務大臣"
193066005,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","外務大臣"
193066007,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","文部科学大臣"
193066008,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","厚生労働大臣"
193066011,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","国土交通大臣"
193066012,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","環境大臣"
193066013,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","防衛大臣（防衛庁長官）"
193066014,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","国家公安委員会委員長"
193066015,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","防災担当大臣"
193066016,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
193066017,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","沖縄及び北方対策担当大臣"
193066019,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","経済財政政策担当大臣"
193066020,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","科学技術政策担当大臣"
193066021,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","規制改革担当大臣"
193066022,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","男女共同参画担当大臣"
193066024,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
193066028,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","少子化対策担当大臣"
193066029,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
193066039,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
193066040,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
193066043,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","海洋政策担当大臣"
193066044,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","拉致問題担当大臣"
193066045,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","再チャレンジ担当大臣"
193066048,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
193066061,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","原子力防災担当大臣"
193066062,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
193066071,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","国土強靱化担当大臣"
193066072,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","クールジャパン戦略担当大臣"
193066076,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","知的財産戦略担当大臣"
193066079,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","マイナンバー制度担当大臣"
193066082,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","こども政策担当大臣"
193066083,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","孤独・孤立対策担当大臣"
193066086,"遠藤 利明","東京オリンピック・パラリンピック担当大臣","経済安全保障担当大臣"
