"allid","name","mn_pos_jp_fin","mn0_pos_jp_fin"
47004003,"南野 知惠子","法務大臣","総務大臣"
47004005,"南野 知惠子","法務大臣","外務大臣"
47004007,"南野 知惠子","法務大臣","文部科学大臣"
47004008,"南野 知惠子","法務大臣","厚生労働大臣"
47004011,"南野 知惠子","法務大臣","国土交通大臣"
47004012,"南野 知惠子","法務大臣","環境大臣"
47004013,"南野 知惠子","法務大臣","防衛大臣（防衛庁長官）"
47004014,"南野 知惠子","法務大臣","国家公安委員会委員長"
47004015,"南野 知惠子","法務大臣","防災担当大臣"
47004016,"南野 知惠子","法務大臣","行政改革担当大臣
（行政刷新担当大臣）"
47004017,"南野 知惠子","法務大臣","沖縄及び北方対策担当大臣"
47004019,"南野 知惠子","法務大臣","経済財政政策担当大臣"
47004020,"南野 知惠子","法務大臣","科学技術政策担当大臣"
47004021,"南野 知惠子","法務大臣","規制改革担当大臣"
47004022,"南野 知惠子","法務大臣","男女共同参画担当大臣"
47004024,"南野 知惠子","法務大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
47004029,"南野 知惠子","法務大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
47004039,"南野 知惠子","法務大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
47004040,"南野 知惠子","法務大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
47004043,"南野 知惠子","法務大臣","海洋政策担当大臣"
47004044,"南野 知惠子","法務大臣","拉致問題担当大臣"
47004045,"南野 知惠子","法務大臣","再チャレンジ担当大臣"
47004048,"南野 知惠子","法務大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
47004061,"南野 知惠子","法務大臣","原子力防災担当大臣"
47004062,"南野 知惠子","法務大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
47004066,"南野 知惠子","法務大臣","東京オリンピック・パラリンピック担当大臣"
47004071,"南野 知惠子","法務大臣","国土強靱化担当大臣"
47004072,"南野 知惠子","法務大臣","クールジャパン戦略担当大臣"
47004076,"南野 知惠子","法務大臣","知的財産戦略担当大臣"
47004079,"南野 知惠子","法務大臣","マイナンバー制度担当大臣"
47004082,"南野 知惠子","法務大臣","こども政策担当大臣"
47004083,"南野 知惠子","法務大臣","孤独・孤立対策担当大臣"
47004086,"南野 知惠子","法務大臣","経済安全保障担当大臣"
47028003,"南野 知惠子","少子化対策担当大臣","総務大臣"
47028005,"南野 知惠子","少子化対策担当大臣","外務大臣"
47028007,"南野 知惠子","少子化対策担当大臣","文部科学大臣"
47028008,"南野 知惠子","少子化対策担当大臣","厚生労働大臣"
47028011,"南野 知惠子","少子化対策担当大臣","国土交通大臣"
47028012,"南野 知惠子","少子化対策担当大臣","環境大臣"
47028013,"南野 知惠子","少子化対策担当大臣","防衛大臣（防衛庁長官）"
47028014,"南野 知惠子","少子化対策担当大臣","国家公安委員会委員長"
47028015,"南野 知惠子","少子化対策担当大臣","防災担当大臣"
47028016,"南野 知惠子","少子化対策担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
47028017,"南野 知惠子","少子化対策担当大臣","沖縄及び北方対策担当大臣"
47028019,"南野 知惠子","少子化対策担当大臣","経済財政政策担当大臣"
47028020,"南野 知惠子","少子化対策担当大臣","科学技術政策担当大臣"
47028021,"南野 知惠子","少子化対策担当大臣","規制改革担当大臣"
47028022,"南野 知惠子","少子化対策担当大臣","男女共同参画担当大臣"
47028024,"南野 知惠子","少子化対策担当大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
47028029,"南野 知惠子","少子化対策担当大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
47028039,"南野 知惠子","少子化対策担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
47028040,"南野 知惠子","少子化対策担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
47028043,"南野 知惠子","少子化対策担当大臣","海洋政策担当大臣"
47028044,"南野 知惠子","少子化対策担当大臣","拉致問題担当大臣"
47028045,"南野 知惠子","少子化対策担当大臣","再チャレンジ担当大臣"
47028048,"南野 知惠子","少子化対策担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
47028061,"南野 知惠子","少子化対策担当大臣","原子力防災担当大臣"
47028062,"南野 知惠子","少子化対策担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
47028066,"南野 知惠子","少子化対策担当大臣","東京オリンピック・パラリンピック担当大臣"
47028071,"南野 知惠子","少子化対策担当大臣","国土強靱化担当大臣"
47028072,"南野 知惠子","少子化対策担当大臣","クールジャパン戦略担当大臣"
47028076,"南野 知惠子","少子化対策担当大臣","知的財産戦略担当大臣"
47028079,"南野 知惠子","少子化対策担当大臣","マイナンバー制度担当大臣"
47028082,"南野 知惠子","少子化対策担当大臣","こども政策担当大臣"
47028083,"南野 知惠子","少子化対策担当大臣","孤独・孤立対策担当大臣"
47028086,"南野 知惠子","少子化対策担当大臣","経済安全保障担当大臣"
