"allid","fem","name","mn_pos_jp_fin","mn0_pos_jp_fin"
101004076,0,"森 英介","法務大臣","知的財産戦略担当大臣"
101004079,0,"森 英介","法務大臣","マイナンバー制度担当大臣"
101004082,0,"森 英介","法務大臣","こども政策担当大臣"
101004083,0,"森 英介","法務大臣","孤独・孤立対策担当大臣"
101004086,0,"森 英介","法務大臣","経済安全保障担当大臣"
103007003,0,"塩谷 立","文部科学大臣","総務大臣"
103007004,0,"塩谷 立","文部科学大臣","法務大臣"
103007005,0,"塩谷 立","文部科学大臣","外務大臣"
103007008,0,"塩谷 立","文部科学大臣","厚生労働大臣"
103007011,0,"塩谷 立","文部科学大臣","国土交通大臣"
103007012,0,"塩谷 立","文部科学大臣","環境大臣"
103007013,0,"塩谷 立","文部科学大臣","防衛大臣（防衛庁長官）"
103007014,0,"塩谷 立","文部科学大臣","国家公安委員会委員長"
103007015,0,"塩谷 立","文部科学大臣","防災担当大臣"
103007016,0,"塩谷 立","文部科学大臣","行政改革担当大臣
（行政刷新担当大臣）"
103007017,0,"塩谷 立","文部科学大臣","沖縄及び北方対策担当大臣"
103007019,0,"塩谷 立","文部科学大臣","経済財政政策担当大臣"
103007020,0,"塩谷 立","文部科学大臣","科学技術政策担当大臣"
103007021,0,"塩谷 立","文部科学大臣","規制改革担当大臣"
103007022,0,"塩谷 立","文部科学大臣","男女共同参画担当大臣"
103007024,0,"塩谷 立","文部科学大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
103007028,0,"塩谷 立","文部科学大臣","少子化対策担当大臣"
103007029,0,"塩谷 立","文部科学大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
103007039,0,"塩谷 立","文部科学大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
103007040,0,"塩谷 立","文部科学大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
103007043,0,"塩谷 立","文部科学大臣","海洋政策担当大臣"
103007044,0,"塩谷 立","文部科学大臣","拉致問題担当大臣"
103007045,0,"塩谷 立","文部科学大臣","再チャレンジ担当大臣"
103007048,0,"塩谷 立","文部科学大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
103007061,0,"塩谷 立","文部科学大臣","原子力防災担当大臣"
103007062,0,"塩谷 立","文部科学大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
103007066,0,"塩谷 立","文部科学大臣","東京オリンピック・パラリンピック担当大臣"
103007071,0,"塩谷 立","文部科学大臣","国土強靱化担当大臣"
103007072,0,"塩谷 立","文部科学大臣","クールジャパン戦略担当大臣"
103007076,0,"塩谷 立","文部科学大臣","知的財産戦略担当大臣"
103007079,0,"塩谷 立","文部科学大臣","マイナンバー制度担当大臣"
103007082,0,"塩谷 立","文部科学大臣","こども政策担当大臣"
103007083,0,"塩谷 立","文部科学大臣","孤独・孤立対策担当大臣"
103007086,0,"塩谷 立","文部科学大臣","経済安全保障担当大臣"
104013003,0,"浜田 靖一","防衛大臣（防衛庁長官）","総務大臣"
104013004,0,"浜田 靖一","防衛大臣（防衛庁長官）","法務大臣"
104013005,0,"浜田 靖一","防衛大臣（防衛庁長官）","外務大臣"
104013007,0,"浜田 靖一","防衛大臣（防衛庁長官）","文部科学大臣"
104013008,0,"浜田 靖一","防衛大臣（防衛庁長官）","厚生労働大臣"
104013011,0,"浜田 靖一","防衛大臣（防衛庁長官）","国土交通大臣"
104013012,0,"浜田 靖一","防衛大臣（防衛庁長官）","環境大臣"
104013014,0,"浜田 靖一","防衛大臣（防衛庁長官）","国家公安委員会委員長"
104013015,0,"浜田 靖一","防衛大臣（防衛庁長官）","防災担当大臣"
104013016,0,"浜田 靖一","防衛大臣（防衛庁長官）","行政改革担当大臣
（行政刷新担当大臣）"
104013017,0,"浜田 靖一","防衛大臣（防衛庁長官）","沖縄及び北方対策担当大臣"
104013019,0,"浜田 靖一","防衛大臣（防衛庁長官）","経済財政政策担当大臣"
104013020,0,"浜田 靖一","防衛大臣（防衛庁長官）","科学技術政策担当大臣"
104013021,0,"浜田 靖一","防衛大臣（防衛庁長官）","規制改革担当大臣"
104013022,0,"浜田 靖一","防衛大臣（防衛庁長官）","男女共同参画担当大臣"
104013024,0,"浜田 靖一","防衛大臣（防衛庁長官）","消費者及び食品安全担当大臣
（食品安全担当大臣）"
104013028,0,"浜田 靖一","防衛大臣（防衛庁長官）","少子化対策担当大臣"
104013029,0,"浜田 靖一","防衛大臣（防衛庁長官）","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
104013039,0,"浜田 靖一","防衛大臣（防衛庁長官）","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
104013040,0,"浜田 靖一","防衛大臣（防衛庁長官）","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
104013043,0,"浜田 靖一","防衛大臣（防衛庁長官）","海洋政策担当大臣"
104013044,0,"浜田 靖一","防衛大臣（防衛庁長官）","拉致問題担当大臣"
104013045,0,"浜田 靖一","防衛大臣（防衛庁長官）","再チャレンジ担当大臣"
104013048,0,"浜田 靖一","防衛大臣（防衛庁長官）","宇宙政策担当大臣
（宇宙開発担当大臣）"
104013061,0,"浜田 靖一","防衛大臣（防衛庁長官）","原子力防災担当大臣"
104013062,0,"浜田 靖一","防衛大臣（防衛庁長官）","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
104013066,0,"浜田 靖一","防衛大臣（防衛庁長官）","東京オリンピック・パラリンピック担当大臣"
104013071,0,"浜田 靖一","防衛大臣（防衛庁長官）","国土強靱化担当大臣"
104013072,0,"浜田 靖一","防衛大臣（防衛庁長官）","クールジャパン戦略担当大臣"
104013076,0,"浜田 靖一","防衛大臣（防衛庁長官）","知的財産戦略担当大臣"
104013079,0,"浜田 靖一","防衛大臣（防衛庁長官）","マイナンバー制度担当大臣"
104013082,0,"浜田 靖一","防衛大臣（防衛庁長官）","こども政策担当大臣"
104013083,0,"浜田 靖一","防衛大臣（防衛庁長官）","孤独・孤立対策担当大臣"
104013086,0,"浜田 靖一","防衛大臣（防衛庁長官）","経済安全保障担当大臣"
105003004,0,"佐藤 勉","総務大臣","法務大臣"
105003005,0,"佐藤 勉","総務大臣","外務大臣"
105003007,0,"佐藤 勉","総務大臣","文部科学大臣"
105003008,0,"佐藤 勉","総務大臣","厚生労働大臣"
105003011,0,"佐藤 勉","総務大臣","国土交通大臣"
105003012,0,"佐藤 勉","総務大臣","環境大臣"
105003013,0,"佐藤 勉","総務大臣","防衛大臣（防衛庁長官）"
105003016,0,"佐藤 勉","総務大臣","行政改革担当大臣
（行政刷新担当大臣）"
105003019,0,"佐藤 勉","総務大臣","経済財政政策担当大臣"
105003020,0,"佐藤 勉","総務大臣","科学技術政策担当大臣"
105003021,0,"佐藤 勉","総務大臣","規制改革担当大臣"
105003022,0,"佐藤 勉","総務大臣","男女共同参画担当大臣"
105003024,0,"佐藤 勉","総務大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
105003028,0,"佐藤 勉","総務大臣","少子化対策担当大臣"
105003029,0,"佐藤 勉","総務大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
105003039,0,"佐藤 勉","総務大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
105003043,0,"佐藤 勉","総務大臣","海洋政策担当大臣"
105003044,0,"佐藤 勉","総務大臣","拉致問題担当大臣"
105003045,0,"佐藤 勉","総務大臣","再チャレンジ担当大臣"
105003048,0,"佐藤 勉","総務大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
105003061,0,"佐藤 勉","総務大臣","原子力防災担当大臣"
105003062,0,"佐藤 勉","総務大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
105003066,0,"佐藤 勉","総務大臣","東京オリンピック・パラリンピック担当大臣"
105003071,0,"佐藤 勉","総務大臣","国土強靱化担当大臣"
105003072,0,"佐藤 勉","総務大臣","クールジャパン戦略担当大臣"
105003076,0,"佐藤 勉","総務大臣","知的財産戦略担当大臣"
105003079,0,"佐藤 勉","総務大臣","マイナンバー制度担当大臣"
105003082,0,"佐藤 勉","総務大臣","こども政策担当大臣"
105003083,0,"佐藤 勉","総務大臣","孤独・孤立対策担当大臣"
105003086,0,"佐藤 勉","総務大臣","経済安全保障担当大臣"
105014004,0,"佐藤 勉","国家公安委員会委員長","法務大臣"
105014005,0,"佐藤 勉","国家公安委員会委員長","外務大臣"
105014007,0,"佐藤 勉","国家公安委員会委員長","文部科学大臣"
105014008,0,"佐藤 勉","国家公安委員会委員長","厚生労働大臣"
105014011,0,"佐藤 勉","国家公安委員会委員長","国土交通大臣"
105014012,0,"佐藤 勉","国家公安委員会委員長","環境大臣"
105014013,0,"佐藤 勉","国家公安委員会委員長","防衛大臣（防衛庁長官）"
105014016,0,"佐藤 勉","国家公安委員会委員長","行政改革担当大臣
（行政刷新担当大臣）"
105014019,0,"佐藤 勉","国家公安委員会委員長","経済財政政策担当大臣"
105014020,0,"佐藤 勉","国家公安委員会委員長","科学技術政策担当大臣"
105014021,0,"佐藤 勉","国家公安委員会委員長","規制改革担当大臣"
105014022,0,"佐藤 勉","国家公安委員会委員長","男女共同参画担当大臣"
105014024,0,"佐藤 勉","国家公安委員会委員長","消費者及び食品安全担当大臣
（食品安全担当大臣）"
105014028,0,"佐藤 勉","国家公安委員会委員長","少子化対策担当大臣"
105014029,0,"佐藤 勉","国家公安委員会委員長","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
105014039,0,"佐藤 勉","国家公安委員会委員長","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
105014043,0,"佐藤 勉","国家公安委員会委員長","海洋政策担当大臣"
105014044,0,"佐藤 勉","国家公安委員会委員長","拉致問題担当大臣"
105014045,0,"佐藤 勉","国家公安委員会委員長","再チャレンジ担当大臣"
105014048,0,"佐藤 勉","国家公安委員会委員長","宇宙政策担当大臣
（宇宙開発担当大臣）"
105014061,0,"佐藤 勉","国家公安委員会委員長","原子力防災担当大臣"
105014062,0,"佐藤 勉","国家公安委員会委員長","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
105014066,0,"佐藤 勉","国家公安委員会委員長","東京オリンピック・パラリンピック担当大臣"
105014071,0,"佐藤 勉","国家公安委員会委員長","国土強靱化担当大臣"
105014072,0,"佐藤 勉","国家公安委員会委員長","クールジャパン戦略担当大臣"
105014076,0,"佐藤 勉","国家公安委員会委員長","知的財産戦略担当大臣"
105014079,0,"佐藤 勉","国家公安委員会委員長","マイナンバー制度担当大臣"
105014082,0,"佐藤 勉","国家公安委員会委員長","こども政策担当大臣"
105014083,0,"佐藤 勉","国家公安委員会委員長","孤独・孤立対策担当大臣"
105014086,0,"佐藤 勉","国家公安委員会委員長","経済安全保障担当大臣"
105015004,0,"佐藤 勉","防災担当大臣","法務大臣"
105015005,0,"佐藤 勉","防災担当大臣","外務大臣"
105015007,0,"佐藤 勉","防災担当大臣","文部科学大臣"
105015008,0,"佐藤 勉","防災担当大臣","厚生労働大臣"
105015011,0,"佐藤 勉","防災担当大臣","国土交通大臣"
105015012,0,"佐藤 勉","防災担当大臣","環境大臣"
105015013,0,"佐藤 勉","防災担当大臣","防衛大臣（防衛庁長官）"
105015016,0,"佐藤 勉","防災担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
105015019,0,"佐藤 勉","防災担当大臣","経済財政政策担当大臣"
105015020,0,"佐藤 勉","防災担当大臣","科学技術政策担当大臣"
105015021,0,"佐藤 勉","防災担当大臣","規制改革担当大臣"
105015022,0,"佐藤 勉","防災担当大臣","男女共同参画担当大臣"
105015024,0,"佐藤 勉","防災担当大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
105015028,0,"佐藤 勉","防災担当大臣","少子化対策担当大臣"
105015029,0,"佐藤 勉","防災担当大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
105015039,0,"佐藤 勉","防災担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
105015043,0,"佐藤 勉","防災担当大臣","海洋政策担当大臣"
105015044,0,"佐藤 勉","防災担当大臣","拉致問題担当大臣"
105015045,0,"佐藤 勉","防災担当大臣","再チャレンジ担当大臣"
105015048,0,"佐藤 勉","防災担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
105015061,0,"佐藤 勉","防災担当大臣","原子力防災担当大臣"
105015062,0,"佐藤 勉","防災担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
105015066,0,"佐藤 勉","防災担当大臣","東京オリンピック・パラリンピック担当大臣"
105015071,0,"佐藤 勉","防災担当大臣","国土強靱化担当大臣"
105015072,0,"佐藤 勉","防災担当大臣","クールジャパン戦略担当大臣"
105015076,0,"佐藤 勉","防災担当大臣","知的財産戦略担当大臣"
105015079,0,"佐藤 勉","防災担当大臣","マイナンバー制度担当大臣"
105015082,0,"佐藤 勉","防災担当大臣","こども政策担当大臣"
105015083,0,"佐藤 勉","防災担当大臣","孤独・孤立対策担当大臣"
105015086,0,"佐藤 勉","防災担当大臣","経済安全保障担当大臣"
105017004,0,"佐藤 勉","沖縄及び北方対策担当大臣","法務大臣"
105017005,0,"佐藤 勉","沖縄及び北方対策担当大臣","外務大臣"
105017007,0,"佐藤 勉","沖縄及び北方対策担当大臣","文部科学大臣"
105017008,0,"佐藤 勉","沖縄及び北方対策担当大臣","厚生労働大臣"
105017011,0,"佐藤 勉","沖縄及び北方対策担当大臣","国土交通大臣"
105017012,0,"佐藤 勉","沖縄及び北方対策担当大臣","環境大臣"
105017013,0,"佐藤 勉","沖縄及び北方対策担当大臣","防衛大臣（防衛庁長官）"
105017016,0,"佐藤 勉","沖縄及び北方対策担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
105017019,0,"佐藤 勉","沖縄及び北方対策担当大臣","経済財政政策担当大臣"
105017020,0,"佐藤 勉","沖縄及び北方対策担当大臣","科学技術政策担当大臣"
105017021,0,"佐藤 勉","沖縄及び北方対策担当大臣","規制改革担当大臣"
105017022,0,"佐藤 勉","沖縄及び北方対策担当大臣","男女共同参画担当大臣"
105017024,0,"佐藤 勉","沖縄及び北方対策担当大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
105017028,0,"佐藤 勉","沖縄及び北方対策担当大臣","少子化対策担当大臣"
105017029,0,"佐藤 勉","沖縄及び北方対策担当大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
105017039,0,"佐藤 勉","沖縄及び北方対策担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
105017043,0,"佐藤 勉","沖縄及び北方対策担当大臣","海洋政策担当大臣"
105017044,0,"佐藤 勉","沖縄及び北方対策担当大臣","拉致問題担当大臣"
105017045,0,"佐藤 勉","沖縄及び北方対策担当大臣","再チャレンジ担当大臣"
105017048,0,"佐藤 勉","沖縄及び北方対策担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
105017061,0,"佐藤 勉","沖縄及び北方対策担当大臣","原子力防災担当大臣"
105017062,0,"佐藤 勉","沖縄及び北方対策担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
105017066,0,"佐藤 勉","沖縄及び北方対策担当大臣","東京オリンピック・パラリンピック担当大臣"
105017071,0,"佐藤 勉","沖縄及び北方対策担当大臣","国土強靱化担当大臣"
105017072,0,"佐藤 勉","沖縄及び北方対策担当大臣","クールジャパン戦略担当大臣"
105017076,0,"佐藤 勉","沖縄及び北方対策担当大臣","知的財産戦略担当大臣"
105017079,0,"佐藤 勉","沖縄及び北方対策担当大臣","マイナンバー制度担当大臣"
105017082,0,"佐藤 勉","沖縄及び北方対策担当大臣","こども政策担当大臣"
105017083,0,"佐藤 勉","沖縄及び北方対策担当大臣","孤独・孤立対策担当大臣"
105017086,0,"佐藤 勉","沖縄及び北方対策担当大臣","経済安全保障担当大臣"
105040004,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","法務大臣"
105040005,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","外務大臣"
105040007,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","文部科学大臣"
105040008,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","厚生労働大臣"
105040011,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","国土交通大臣"
105040012,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","環境大臣"
105040013,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","防衛大臣（防衛庁長官）"
105040016,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","行政改革担当大臣
（行政刷新担当大臣）"
105040019,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","経済財政政策担当大臣"
105040020,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","科学技術政策担当大臣"
105040021,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","規制改革担当大臣"
105040022,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","男女共同参画担当大臣"
105040024,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","消費者及び食品安全担当大臣
（食品安全担当大臣）"
105040028,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","少子化対策担当大臣"
105040029,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
105040039,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
105040043,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","海洋政策担当大臣"
105040044,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","拉致問題担当大臣"
105040045,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","再チャレンジ担当大臣"
105040048,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","宇宙政策担当大臣
（宇宙開発担当大臣）"
105040061,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","原子力防災担当大臣"
105040062,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
105040066,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","東京オリンピック・パラリンピック担当大臣"
105040071,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","国土強靱化担当大臣"
105040072,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","クールジャパン戦略担当大臣"
105040076,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","知的財産戦略担当大臣"
105040079,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","マイナンバー制度担当大臣"
105040082,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","こども政策担当大臣"
105040083,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","孤独・孤立対策担当大臣"
105040086,0,"佐藤 勉","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","経済安全保障担当大臣"
108007003,0,"平野 博文","文部科学大臣","総務大臣"
108007004,0,"平野 博文","文部科学大臣","法務大臣"
108007005,0,"平野 博文","文部科学大臣","外務大臣"
108007008,0,"平野 博文","文部科学大臣","厚生労働大臣"
108007011,0,"平野 博文","文部科学大臣","国土交通大臣"
108007012,0,"平野 博文","文部科学大臣","環境大臣"
108007013,0,"平野 博文","文部科学大臣","防衛大臣（防衛庁長官）"
108007014,0,"平野 博文","文部科学大臣","国家公安委員会委員長"
108007015,0,"平野 博文","文部科学大臣","防災担当大臣"
108007016,0,"平野 博文","文部科学大臣","行政改革担当大臣
（行政刷新担当大臣）"
108007017,0,"平野 博文","文部科学大臣","沖縄及び北方対策担当大臣"
108007019,0,"平野 博文","文部科学大臣","経済財政政策担当大臣"
108007020,0,"平野 博文","文部科学大臣","科学技術政策担当大臣"
108007021,0,"平野 博文","文部科学大臣","規制改革担当大臣"
108007029,0,"平野 博文","文部科学大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
108007039,0,"平野 博文","文部科学大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
108007040,0,"平野 博文","文部科学大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
108007043,0,"平野 博文","文部科学大臣","海洋政策担当大臣"
108007044,0,"平野 博文","文部科学大臣","拉致問題担当大臣"
108007045,0,"平野 博文","文部科学大臣","再チャレンジ担当大臣"
108007048,0,"平野 博文","文部科学大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
108007061,0,"平野 博文","文部科学大臣","原子力防災担当大臣"
108007062,0,"平野 博文","文部科学大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
108007066,0,"平野 博文","文部科学大臣","東京オリンピック・パラリンピック担当大臣"
108007071,0,"平野 博文","文部科学大臣","国土強靱化担当大臣"
108007072,0,"平野 博文","文部科学大臣","クールジャパン戦略担当大臣"
108007076,0,"平野 博文","文部科学大臣","知的財産戦略担当大臣"
108007079,0,"平野 博文","文部科学大臣","マイナンバー制度担当大臣"
108007082,0,"平野 博文","文部科学大臣","こども政策担当大臣"
108007083,0,"平野 博文","文部科学大臣","孤独・孤立対策担当大臣"
108007086,0,"平野 博文","文部科学大臣","経済安全保障担当大臣"
108022003,0,"平野 博文","男女共同参画担当大臣","総務大臣"
108022004,0,"平野 博文","男女共同参画担当大臣","法務大臣"
108022005,0,"平野 博文","男女共同参画担当大臣","外務大臣"
108022008,0,"平野 博文","男女共同参画担当大臣","厚生労働大臣"
108022011,0,"平野 博文","男女共同参画担当大臣","国土交通大臣"
108022012,0,"平野 博文","男女共同参画担当大臣","環境大臣"
108022013,0,"平野 博文","男女共同参画担当大臣","防衛大臣（防衛庁長官）"
108022014,0,"平野 博文","男女共同参画担当大臣","国家公安委員会委員長"
108022015,0,"平野 博文","男女共同参画担当大臣","防災担当大臣"
108022016,0,"平野 博文","男女共同参画担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
108022017,0,"平野 博文","男女共同参画担当大臣","沖縄及び北方対策担当大臣"
108022019,0,"平野 博文","男女共同参画担当大臣","経済財政政策担当大臣"
108022020,0,"平野 博文","男女共同参画担当大臣","科学技術政策担当大臣"
108022021,0,"平野 博文","男女共同参画担当大臣","規制改革担当大臣"
108022029,0,"平野 博文","男女共同参画担当大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
108022039,0,"平野 博文","男女共同参画担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
108022040,0,"平野 博文","男女共同参画担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
108022043,0,"平野 博文","男女共同参画担当大臣","海洋政策担当大臣"
108022044,0,"平野 博文","男女共同参画担当大臣","拉致問題担当大臣"
108022045,0,"平野 博文","男女共同参画担当大臣","再チャレンジ担当大臣"
108022048,0,"平野 博文","男女共同参画担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
108022061,0,"平野 博文","男女共同参画担当大臣","原子力防災担当大臣"
108022062,0,"平野 博文","男女共同参画担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
108022066,0,"平野 博文","男女共同参画担当大臣","東京オリンピック・パラリンピック担当大臣"
108022071,0,"平野 博文","男女共同参画担当大臣","国土強靱化担当大臣"
108022072,0,"平野 博文","男女共同参画担当大臣","クールジャパン戦略担当大臣"
108022076,0,"平野 博文","男女共同参画担当大臣","知的財産戦略担当大臣"
108022079,0,"平野 博文","男女共同参画担当大臣","マイナンバー制度担当大臣"
108022082,0,"平野 博文","男女共同参画担当大臣","こども政策担当大臣"
108022083,0,"平野 博文","男女共同参画担当大臣","孤独・孤立対策担当大臣"
108022086,0,"平野 博文","男女共同参画担当大臣","経済安全保障担当大臣"
108024003,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","総務大臣"
108024004,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","法務大臣"
108024005,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","外務大臣"
108024008,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","厚生労働大臣"
108024011,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","国土交通大臣"
108024012,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","環境大臣"
108024013,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","防衛大臣（防衛庁長官）"
108024014,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","国家公安委員会委員長"
108024015,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","防災担当大臣"
108024016,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","行政改革担当大臣
（行政刷新担当大臣）"
108024017,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","沖縄及び北方対策担当大臣"
108024019,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","経済財政政策担当大臣"
108024020,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","科学技術政策担当大臣"
108024021,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","規制改革担当大臣"
108024029,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
108024039,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
108024040,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
108024043,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","海洋政策担当大臣"
108024044,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","拉致問題担当大臣"
108024045,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","再チャレンジ担当大臣"
108024048,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","宇宙政策担当大臣
（宇宙開発担当大臣）"
108024061,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","原子力防災担当大臣"
108024062,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
108024066,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","東京オリンピック・パラリンピック担当大臣"
108024071,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","国土強靱化担当大臣"
108024072,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","クールジャパン戦略担当大臣"
108024076,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","知的財産戦略担当大臣"
108024079,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","マイナンバー制度担当大臣"
108024082,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","こども政策担当大臣"
108024083,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","孤独・孤立対策担当大臣"
108024086,0,"平野 博文","消費者及び食品安全担当大臣
（食品安全担当大臣）","経済安全保障担当大臣"
108028003,0,"平野 博文","少子化対策担当大臣","総務大臣"
108028004,0,"平野 博文","少子化対策担当大臣","法務大臣"
108028005,0,"平野 博文","少子化対策担当大臣","外務大臣"
