"allid","fem","name","mn_pos_jp_fin","mn0_pos_jp_fin"
11011003,1,"扇 千景","国土交通大臣","総務大臣"
11011004,1,"扇 千景","国土交通大臣","法務大臣"
11011005,1,"扇 千景","国土交通大臣","外務大臣"
11011007,1,"扇 千景","国土交通大臣","文部科学大臣"
11011008,1,"扇 千景","国土交通大臣","厚生労働大臣"
11011012,1,"扇 千景","国土交通大臣","環境大臣"
11011013,1,"扇 千景","国土交通大臣","防衛大臣（防衛庁長官）"
11011014,1,"扇 千景","国土交通大臣","国家公安委員会委員長"
11011015,1,"扇 千景","国土交通大臣","防災担当大臣"
11011016,1,"扇 千景","国土交通大臣","行政改革担当大臣
（行政刷新担当大臣）"
11011017,1,"扇 千景","国土交通大臣","沖縄及び北方対策担当大臣"
11011019,1,"扇 千景","国土交通大臣","経済財政政策担当大臣"
11011020,1,"扇 千景","国土交通大臣","科学技術政策担当大臣"
11011021,1,"扇 千景","国土交通大臣","規制改革担当大臣"
11011022,1,"扇 千景","国土交通大臣","男女共同参画担当大臣"
11011024,1,"扇 千景","国土交通大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
11011028,1,"扇 千景","国土交通大臣","少子化対策担当大臣"
11011029,1,"扇 千景","国土交通大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
11011039,1,"扇 千景","国土交通大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
11011040,1,"扇 千景","国土交通大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
11011043,1,"扇 千景","国土交通大臣","海洋政策担当大臣"
11011044,1,"扇 千景","国土交通大臣","拉致問題担当大臣"
11011045,1,"扇 千景","国土交通大臣","再チャレンジ担当大臣"
11011048,1,"扇 千景","国土交通大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
11011061,1,"扇 千景","国土交通大臣","原子力防災担当大臣"
11011062,1,"扇 千景","国土交通大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
11011066,1,"扇 千景","国土交通大臣","東京オリンピック・パラリンピック担当大臣"
11011071,1,"扇 千景","国土交通大臣","国土強靱化担当大臣"
11011072,1,"扇 千景","国土交通大臣","クールジャパン戦略担当大臣"
11011076,1,"扇 千景","国土交通大臣","知的財産戦略担当大臣"
11011079,1,"扇 千景","国土交通大臣","マイナンバー制度担当大臣"
11011082,1,"扇 千景","国土交通大臣","こども政策担当大臣"
11011083,1,"扇 千景","国土交通大臣","孤独・孤立対策担当大臣"
11011086,1,"扇 千景","国土交通大臣","経済安全保障担当大臣"
12005003,1,"川口 順子","外務大臣","総務大臣"
12005004,1,"川口 順子","外務大臣","法務大臣"
12005007,1,"川口 順子","外務大臣","文部科学大臣"
12005008,1,"川口 順子","外務大臣","厚生労働大臣"
12005011,1,"川口 順子","外務大臣","国土交通大臣"
12005013,1,"川口 順子","外務大臣","防衛大臣（防衛庁長官）"
12005014,1,"川口 順子","外務大臣","国家公安委員会委員長"
12005015,1,"川口 順子","外務大臣","防災担当大臣"
12005016,1,"川口 順子","外務大臣","行政改革担当大臣
（行政刷新担当大臣）"
12005017,1,"川口 順子","外務大臣","沖縄及び北方対策担当大臣"
12005019,1,"川口 順子","外務大臣","経済財政政策担当大臣"
12005020,1,"川口 順子","外務大臣","科学技術政策担当大臣"
12005021,1,"川口 順子","外務大臣","規制改革担当大臣"
12005022,1,"川口 順子","外務大臣","男女共同参画担当大臣"
12005024,1,"川口 順子","外務大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
12005028,1,"川口 順子","外務大臣","少子化対策担当大臣"
12005029,1,"川口 順子","外務大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
12005039,1,"川口 順子","外務大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
12005040,1,"川口 順子","外務大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
12005043,1,"川口 順子","外務大臣","海洋政策担当大臣"
12005044,1,"川口 順子","外務大臣","拉致問題担当大臣"
12005045,1,"川口 順子","外務大臣","再チャレンジ担当大臣"
12005048,1,"川口 順子","外務大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
12005061,1,"川口 順子","外務大臣","原子力防災担当大臣"
12005062,1,"川口 順子","外務大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
12005066,1,"川口 順子","外務大臣","東京オリンピック・パラリンピック担当大臣"
12005071,1,"川口 順子","外務大臣","国土強靱化担当大臣"
12005072,1,"川口 順子","外務大臣","クールジャパン戦略担当大臣"
12005076,1,"川口 順子","外務大臣","知的財産戦略担当大臣"
12005079,1,"川口 順子","外務大臣","マイナンバー制度担当大臣"
12005082,1,"川口 順子","外務大臣","こども政策担当大臣"
12005083,1,"川口 順子","外務大臣","孤独・孤立対策担当大臣"
12005086,1,"川口 順子","外務大臣","経済安全保障担当大臣"
12012003,1,"川口 順子","環境大臣","総務大臣"
12012004,1,"川口 順子","環境大臣","法務大臣"
12012007,1,"川口 順子","環境大臣","文部科学大臣"
12012008,1,"川口 順子","環境大臣","厚生労働大臣"
12012011,1,"川口 順子","環境大臣","国土交通大臣"
12012013,1,"川口 順子","環境大臣","防衛大臣（防衛庁長官）"
12012014,1,"川口 順子","環境大臣","国家公安委員会委員長"
12012015,1,"川口 順子","環境大臣","防災担当大臣"
12012016,1,"川口 順子","環境大臣","行政改革担当大臣
（行政刷新担当大臣）"
12012017,1,"川口 順子","環境大臣","沖縄及び北方対策担当大臣"
12012019,1,"川口 順子","環境大臣","経済財政政策担当大臣"
12012020,1,"川口 順子","環境大臣","科学技術政策担当大臣"
12012021,1,"川口 順子","環境大臣","規制改革担当大臣"
12012022,1,"川口 順子","環境大臣","男女共同参画担当大臣"
12012024,1,"川口 順子","環境大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
12012028,1,"川口 順子","環境大臣","少子化対策担当大臣"
12012029,1,"川口 順子","環境大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
12012039,1,"川口 順子","環境大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
12012040,1,"川口 順子","環境大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
12012043,1,"川口 順子","環境大臣","海洋政策担当大臣"
12012044,1,"川口 順子","環境大臣","拉致問題担当大臣"
12012045,1,"川口 順子","環境大臣","再チャレンジ担当大臣"
12012048,1,"川口 順子","環境大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
12012061,1,"川口 順子","環境大臣","原子力防災担当大臣"
12012062,1,"川口 順子","環境大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
12012066,1,"川口 順子","環境大臣","東京オリンピック・パラリンピック担当大臣"
12012071,1,"川口 順子","環境大臣","国土強靱化担当大臣"
12012072,1,"川口 順子","環境大臣","クールジャパン戦略担当大臣"
12012076,1,"川口 順子","環境大臣","知的財産戦略担当大臣"
12012079,1,"川口 順子","環境大臣","マイナンバー制度担当大臣"
12012082,1,"川口 順子","環境大臣","こども政策担当大臣"
12012083,1,"川口 順子","環境大臣","孤独・孤立対策担当大臣"
12012086,1,"川口 順子","環境大臣","経済安全保障担当大臣"
22005003,1,"田中 眞紀子","外務大臣","総務大臣"
22005004,1,"田中 眞紀子","外務大臣","法務大臣"
22005008,1,"田中 眞紀子","外務大臣","厚生労働大臣"
22005011,1,"田中 眞紀子","外務大臣","国土交通大臣"
22005012,1,"田中 眞紀子","外務大臣","環境大臣"
22005013,1,"田中 眞紀子","外務大臣","防衛大臣（防衛庁長官）"
22005014,1,"田中 眞紀子","外務大臣","国家公安委員会委員長"
22005015,1,"田中 眞紀子","外務大臣","防災担当大臣"
22005016,1,"田中 眞紀子","外務大臣","行政改革担当大臣
（行政刷新担当大臣）"
22005017,1,"田中 眞紀子","外務大臣","沖縄及び北方対策担当大臣"
22005019,1,"田中 眞紀子","外務大臣","経済財政政策担当大臣"
22005020,1,"田中 眞紀子","外務大臣","科学技術政策担当大臣"
22005021,1,"田中 眞紀子","外務大臣","規制改革担当大臣"
22005022,1,"田中 眞紀子","外務大臣","男女共同参画担当大臣"
22005024,1,"田中 眞紀子","外務大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
22005028,1,"田中 眞紀子","外務大臣","少子化対策担当大臣"
22005029,1,"田中 眞紀子","外務大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
22005039,1,"田中 眞紀子","外務大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
22005040,1,"田中 眞紀子","外務大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
22005043,1,"田中 眞紀子","外務大臣","海洋政策担当大臣"
22005044,1,"田中 眞紀子","外務大臣","拉致問題担当大臣"
22005045,1,"田中 眞紀子","外務大臣","再チャレンジ担当大臣"
22005048,1,"田中 眞紀子","外務大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
22005061,1,"田中 眞紀子","外務大臣","原子力防災担当大臣"
22005062,1,"田中 眞紀子","外務大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
22005066,1,"田中 眞紀子","外務大臣","東京オリンピック・パラリンピック担当大臣"
22005071,1,"田中 眞紀子","外務大臣","国土強靱化担当大臣"
22005072,1,"田中 眞紀子","外務大臣","クールジャパン戦略担当大臣"
22005076,1,"田中 眞紀子","外務大臣","知的財産戦略担当大臣"
22005079,1,"田中 眞紀子","外務大臣","マイナンバー制度担当大臣"
22005082,1,"田中 眞紀子","外務大臣","こども政策担当大臣"
22005083,1,"田中 眞紀子","外務大臣","孤独・孤立対策担当大臣"
22005086,1,"田中 眞紀子","外務大臣","経済安全保障担当大臣"
22007003,1,"田中 眞紀子","文部科学大臣","総務大臣"
22007004,1,"田中 眞紀子","文部科学大臣","法務大臣"
22007008,1,"田中 眞紀子","文部科学大臣","厚生労働大臣"
22007011,1,"田中 眞紀子","文部科学大臣","国土交通大臣"
22007012,1,"田中 眞紀子","文部科学大臣","環境大臣"
22007013,1,"田中 眞紀子","文部科学大臣","防衛大臣（防衛庁長官）"
22007014,1,"田中 眞紀子","文部科学大臣","国家公安委員会委員長"
22007015,1,"田中 眞紀子","文部科学大臣","防災担当大臣"
22007016,1,"田中 眞紀子","文部科学大臣","行政改革担当大臣
（行政刷新担当大臣）"
22007017,1,"田中 眞紀子","文部科学大臣","沖縄及び北方対策担当大臣"
22007019,1,"田中 眞紀子","文部科学大臣","経済財政政策担当大臣"
22007020,1,"田中 眞紀子","文部科学大臣","科学技術政策担当大臣"
22007021,1,"田中 眞紀子","文部科学大臣","規制改革担当大臣"
22007022,1,"田中 眞紀子","文部科学大臣","男女共同参画担当大臣"
22007024,1,"田中 眞紀子","文部科学大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
22007028,1,"田中 眞紀子","文部科学大臣","少子化対策担当大臣"
22007029,1,"田中 眞紀子","文部科学大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
22007039,1,"田中 眞紀子","文部科学大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
22007040,1,"田中 眞紀子","文部科学大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
22007043,1,"田中 眞紀子","文部科学大臣","海洋政策担当大臣"
22007044,1,"田中 眞紀子","文部科学大臣","拉致問題担当大臣"
22007045,1,"田中 眞紀子","文部科学大臣","再チャレンジ担当大臣"
22007048,1,"田中 眞紀子","文部科学大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
22007061,1,"田中 眞紀子","文部科学大臣","原子力防災担当大臣"
22007062,1,"田中 眞紀子","文部科学大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
22007066,1,"田中 眞紀子","文部科学大臣","東京オリンピック・パラリンピック担当大臣"
22007071,1,"田中 眞紀子","文部科学大臣","国土強靱化担当大臣"
22007072,1,"田中 眞紀子","文部科学大臣","クールジャパン戦略担当大臣"
22007076,1,"田中 眞紀子","文部科学大臣","知的財産戦略担当大臣"
22007079,1,"田中 眞紀子","文部科学大臣","マイナンバー制度担当大臣"
22007082,1,"田中 眞紀子","文部科学大臣","こども政策担当大臣"
22007083,1,"田中 眞紀子","文部科学大臣","孤独・孤立対策担当大臣"
22007086,1,"田中 眞紀子","文部科学大臣","経済安全保障担当大臣"
24007003,1,"遠山 敦子","文部科学大臣","総務大臣"
24007004,1,"遠山 敦子","文部科学大臣","法務大臣"
24007005,1,"遠山 敦子","文部科学大臣","外務大臣"
24007008,1,"遠山 敦子","文部科学大臣","厚生労働大臣"
24007011,1,"遠山 敦子","文部科学大臣","国土交通大臣"
24007012,1,"遠山 敦子","文部科学大臣","環境大臣"
24007013,1,"遠山 敦子","文部科学大臣","防衛大臣（防衛庁長官）"
24007014,1,"遠山 敦子","文部科学大臣","国家公安委員会委員長"
24007015,1,"遠山 敦子","文部科学大臣","防災担当大臣"
24007016,1,"遠山 敦子","文部科学大臣","行政改革担当大臣
（行政刷新担当大臣）"
24007017,1,"遠山 敦子","文部科学大臣","沖縄及び北方対策担当大臣"
24007019,1,"遠山 敦子","文部科学大臣","経済財政政策担当大臣"
24007020,1,"遠山 敦子","文部科学大臣","科学技術政策担当大臣"
24007021,1,"遠山 敦子","文部科学大臣","規制改革担当大臣"
24007022,1,"遠山 敦子","文部科学大臣","男女共同参画担当大臣"
24007024,1,"遠山 敦子","文部科学大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
24007028,1,"遠山 敦子","文部科学大臣","少子化対策担当大臣"
24007029,1,"遠山 敦子","文部科学大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
24007039,1,"遠山 敦子","文部科学大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
24007040,1,"遠山 敦子","文部科学大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
24007043,1,"遠山 敦子","文部科学大臣","海洋政策担当大臣"
24007044,1,"遠山 敦子","文部科学大臣","拉致問題担当大臣"
24007045,1,"遠山 敦子","文部科学大臣","再チャレンジ担当大臣"
24007048,1,"遠山 敦子","文部科学大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
24007061,1,"遠山 敦子","文部科学大臣","原子力防災担当大臣"
24007062,1,"遠山 敦子","文部科学大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
24007066,1,"遠山 敦子","文部科学大臣","東京オリンピック・パラリンピック担当大臣"
24007071,1,"遠山 敦子","文部科学大臣","国土強靱化担当大臣"
24007072,1,"遠山 敦子","文部科学大臣","クールジャパン戦略担当大臣"
24007076,1,"遠山 敦子","文部科学大臣","知的財産戦略担当大臣"
24007079,1,"遠山 敦子","文部科学大臣","マイナンバー制度担当大臣"
24007082,1,"遠山 敦子","文部科学大臣","こども政策担当大臣"
24007083,1,"遠山 敦子","文部科学大臣","孤独・孤立対策担当大臣"
24007086,1,"遠山 敦子","文部科学大臣","経済安全保障担当大臣"
42012003,1,"小池 百合子","環境大臣","総務大臣"
42012004,1,"小池 百合子","環境大臣","法務大臣"
42012005,1,"小池 百合子","環境大臣","外務大臣"
42012007,1,"小池 百合子","環境大臣","文部科学大臣"
42012008,1,"小池 百合子","環境大臣","厚生労働大臣"
42012011,1,"小池 百合子","環境大臣","国土交通大臣"
42012014,1,"小池 百合子","環境大臣","国家公安委員会委員長"
42012015,1,"小池 百合子","環境大臣","防災担当大臣"
42012016,1,"小池 百合子","環境大臣","行政改革担当大臣
（行政刷新担当大臣）"
42012019,1,"小池 百合子","環境大臣","経済財政政策担当大臣"
42012020,1,"小池 百合子","環境大臣","科学技術政策担当大臣"
42012021,1,"小池 百合子","環境大臣","規制改革担当大臣"
42012022,1,"小池 百合子","環境大臣","男女共同参画担当大臣"
42012024,1,"小池 百合子","環境大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
42012028,1,"小池 百合子","環境大臣","少子化対策担当大臣"
42012029,1,"小池 百合子","環境大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
42012039,1,"小池 百合子","環境大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
42012040,1,"小池 百合子","環境大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
42012043,1,"小池 百合子","環境大臣","海洋政策担当大臣"
42012044,1,"小池 百合子","環境大臣","拉致問題担当大臣"
42012045,1,"小池 百合子","環境大臣","再チャレンジ担当大臣"
42012048,1,"小池 百合子","環境大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
42012061,1,"小池 百合子","環境大臣","原子力防災担当大臣"
42012062,1,"小池 百合子","環境大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
42012066,1,"小池 百合子","環境大臣","東京オリンピック・パラリンピック担当大臣"
42012071,1,"小池 百合子","環境大臣","国土強靱化担当大臣"
42012072,1,"小池 百合子","環境大臣","クールジャパン戦略担当大臣"
42012076,1,"小池 百合子","環境大臣","知的財産戦略担当大臣"
42012079,1,"小池 百合子","環境大臣","マイナンバー制度担当大臣"
42012082,1,"小池 百合子","環境大臣","こども政策担当大臣"
42012083,1,"小池 百合子","環境大臣","孤独・孤立対策担当大臣"
42012086,1,"小池 百合子","環境大臣","経済安全保障担当大臣"
42013003,1,"小池 百合子","防衛大臣（防衛庁長官）","総務大臣"
42013004,1,"小池 百合子","防衛大臣（防衛庁長官）","法務大臣"
42013005,1,"小池 百合子","防衛大臣（防衛庁長官）","外務大臣"
42013007,1,"小池 百合子","防衛大臣（防衛庁長官）","文部科学大臣"
42013008,1,"小池 百合子","防衛大臣（防衛庁長官）","厚生労働大臣"
42013011,1,"小池 百合子","防衛大臣（防衛庁長官）","国土交通大臣"
42013014,1,"小池 百合子","防衛大臣（防衛庁長官）","国家公安委員会委員長"
42013015,1,"小池 百合子","防衛大臣（防衛庁長官）","防災担当大臣"
42013016,1,"小池 百合子","防衛大臣（防衛庁長官）","行政改革担当大臣
（行政刷新担当大臣）"
42013019,1,"小池 百合子","防衛大臣（防衛庁長官）","経済財政政策担当大臣"
42013020,1,"小池 百合子","防衛大臣（防衛庁長官）","科学技術政策担当大臣"
42013021,1,"小池 百合子","防衛大臣（防衛庁長官）","規制改革担当大臣"
42013022,1,"小池 百合子","防衛大臣（防衛庁長官）","男女共同参画担当大臣"
42013024,1,"小池 百合子","防衛大臣（防衛庁長官）","消費者及び食品安全担当大臣
（食品安全担当大臣）"
42013028,1,"小池 百合子","防衛大臣（防衛庁長官）","少子化対策担当大臣"
42013029,1,"小池 百合子","防衛大臣（防衛庁長官）","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
42013039,1,"小池 百合子","防衛大臣（防衛庁長官）","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
42013040,1,"小池 百合子","防衛大臣（防衛庁長官）","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
42013043,1,"小池 百合子","防衛大臣（防衛庁長官）","海洋政策担当大臣"
42013044,1,"小池 百合子","防衛大臣（防衛庁長官）","拉致問題担当大臣"
42013045,1,"小池 百合子","防衛大臣（防衛庁長官）","再チャレンジ担当大臣"
42013048,1,"小池 百合子","防衛大臣（防衛庁長官）","宇宙政策担当大臣
（宇宙開発担当大臣）"
42013061,1,"小池 百合子","防衛大臣（防衛庁長官）","原子力防災担当大臣"
42013062,1,"小池 百合子","防衛大臣（防衛庁長官）","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
42013066,1,"小池 百合子","防衛大臣（防衛庁長官）","東京オリンピック・パラリンピック担当大臣"
42013071,1,"小池 百合子","防衛大臣（防衛庁長官）","国土強靱化担当大臣"
42013072,1,"小池 百合子","防衛大臣（防衛庁長官）","クールジャパン戦略担当大臣"
42013076,1,"小池 百合子","防衛大臣（防衛庁長官）","知的財産戦略担当大臣"
42013079,1,"小池 百合子","防衛大臣（防衛庁長官）","マイナンバー制度担当大臣"
42013082,1,"小池 百合子","防衛大臣（防衛庁長官）","こども政策担当大臣"
42013083,1,"小池 百合子","防衛大臣（防衛庁長官）","孤独・孤立対策担当大臣"
42013086,1,"小池 百合子","防衛大臣（防衛庁長官）","経済安全保障担当大臣"
42017003,1,"小池 百合子","沖縄及び北方対策担当大臣","総務大臣"
42017004,1,"小池 百合子","沖縄及び北方対策担当大臣","法務大臣"
42017005,1,"小池 百合子","沖縄及び北方対策担当大臣","外務大臣"
42017007,1,"小池 百合子","沖縄及び北方対策担当大臣","文部科学大臣"
42017008,1,"小池 百合子","沖縄及び北方対策担当大臣","厚生労働大臣"
42017011,1,"小池 百合子","沖縄及び北方対策担当大臣","国土交通大臣"
42017014,1,"小池 百合子","沖縄及び北方対策担当大臣","国家公安委員会委員長"
42017015,1,"小池 百合子","沖縄及び北方対策担当大臣","防災担当大臣"
42017016,1,"小池 百合子","沖縄及び北方対策担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
42017019,1,"小池 百合子","沖縄及び北方対策担当大臣","経済財政政策担当大臣"
42017020,1,"小池 百合子","沖縄及び北方対策担当大臣","科学技術政策担当大臣"
42017021,1,"小池 百合子","沖縄及び北方対策担当大臣","規制改革担当大臣"
42017022,1,"小池 百合子","沖縄及び北方対策担当大臣","男女共同参画担当大臣"
42017024,1,"小池 百合子","沖縄及び北方対策担当大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
42017028,1,"小池 百合子","沖縄及び北方対策担当大臣","少子化対策担当大臣"
42017029,1,"小池 百合子","沖縄及び北方対策担当大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
42017039,1,"小池 百合子","沖縄及び北方対策担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
42017040,1,"小池 百合子","沖縄及び北方対策担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
42017043,1,"小池 百合子","沖縄及び北方対策担当大臣","海洋政策担当大臣"
42017044,1,"小池 百合子","沖縄及び北方対策担当大臣","拉致問題担当大臣"
42017045,1,"小池 百合子","沖縄及び北方対策担当大臣","再チャレンジ担当大臣"
42017048,1,"小池 百合子","沖縄及び北方対策担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
42017061,1,"小池 百合子","沖縄及び北方対策担当大臣","原子力防災担当大臣"
42017062,1,"小池 百合子","沖縄及び北方対策担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
42017066,1,"小池 百合子","沖縄及び北方対策担当大臣","東京オリンピック・パラリンピック担当大臣"
42017071,1,"小池 百合子","沖縄及び北方対策担当大臣","国土強靱化担当大臣"
42017072,1,"小池 百合子","沖縄及び北方対策担当大臣","クールジャパン戦略担当大臣"
42017076,1,"小池 百合子","沖縄及び北方対策担当大臣","知的財産戦略担当大臣"
42017079,1,"小池 百合子","沖縄及び北方対策担当大臣","マイナンバー制度担当大臣"
42017082,1,"小池 百合子","沖縄及び北方対策担当大臣","こども政策担当大臣"
42017083,1,"小池 百合子","沖縄及び北方対策担当大臣","孤独・孤立対策担当大臣"
42017086,1,"小池 百合子","沖縄及び北方対策担当大臣","経済安全保障担当大臣"
43014003,1,"小野 清子","国家公安委員会委員長","総務大臣"
43014004,1,"小野 清子","国家公安委員会委員長","法務大臣"
43014005,1,"小野 清子","国家公安委員会委員長","外務大臣"
43014007,1,"小野 清子","国家公安委員会委員長","文部科学大臣"
43014008,1,"小野 清子","国家公安委員会委員長","厚生労働大臣"
43014011,1,"小野 清子","国家公安委員会委員長","国土交通大臣"
43014012,1,"小野 清子","国家公安委員会委員長","環境大臣"
43014013,1,"小野 清子","国家公安委員会委員長","防衛大臣（防衛庁長官）"
43014015,1,"小野 清子","国家公安委員会委員長","防災担当大臣"
43014016,1,"小野 清子","国家公安委員会委員長","行政改革担当大臣
（行政刷新担当大臣）"
43014017,1,"小野 清子","国家公安委員会委員長","沖縄及び北方対策担当大臣"
43014019,1,"小野 清子","国家公安委員会委員長","経済財政政策担当大臣"
43014020,1,"小野 清子","国家公安委員会委員長","科学技術政策担当大臣"
43014021,1,"小野 清子","国家公安委員会委員長","規制改革担当大臣"
43014022,1,"小野 清子","国家公安委員会委員長","男女共同参画担当大臣"
43014029,1,"小野 清子","国家公安委員会委員長","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
43014039,1,"小野 清子","国家公安委員会委員長","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
43014040,1,"小野 清子","国家公安委員会委員長","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
43014043,1,"小野 清子","国家公安委員会委員長","海洋政策担当大臣"
43014044,1,"小野 清子","国家公安委員会委員長","拉致問題担当大臣"
43014045,1,"小野 清子","国家公安委員会委員長","再チャレンジ担当大臣"
43014048,1,"小野 清子","国家公安委員会委員長","宇宙政策担当大臣
（宇宙開発担当大臣）"
43014061,1,"小野 清子","国家公安委員会委員長","原子力防災担当大臣"
43014062,1,"小野 清子","国家公安委員会委員長","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
43014066,1,"小野 清子","国家公安委員会委員長","東京オリンピック・パラリンピック担当大臣"
43014071,1,"小野 清子","国家公安委員会委員長","国土強靱化担当大臣"
43014072,1,"小野 清子","国家公安委員会委員長","クールジャパン戦略担当大臣"
43014076,1,"小野 清子","国家公安委員会委員長","知的財産戦略担当大臣"
43014079,1,"小野 清子","国家公安委員会委員長","マイナンバー制度担当大臣"
43014082,1,"小野 清子","国家公安委員会委員長","こども政策担当大臣"
43014083,1,"小野 清子","国家公安委員会委員長","孤独・孤立対策担当大臣"
43014086,1,"小野 清子","国家公安委員会委員長","経済安全保障担当大臣"
43024003,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","総務大臣"
43024004,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","法務大臣"
43024005,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","外務大臣"
43024007,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","文部科学大臣"
43024008,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","厚生労働大臣"
43024011,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","国土交通大臣"
43024012,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","環境大臣"
43024013,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","防衛大臣（防衛庁長官）"
43024015,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","防災担当大臣"
43024016,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","行政改革担当大臣
（行政刷新担当大臣）"
43024017,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","沖縄及び北方対策担当大臣"
43024019,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","経済財政政策担当大臣"
43024020,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","科学技術政策担当大臣"
43024021,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","規制改革担当大臣"
43024022,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","男女共同参画担当大臣"
43024029,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
43024039,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
43024040,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
43024043,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","海洋政策担当大臣"
43024044,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","拉致問題担当大臣"
43024045,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","再チャレンジ担当大臣"
43024048,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","宇宙政策担当大臣
（宇宙開発担当大臣）"
