"allid","name","mn_pos_jp_fin","mn0_pos_jp_fin"
130005003,"玄葉 光一郎","外務大臣","総務大臣"
130005004,"玄葉 光一郎","外務大臣","法務大臣"
130005007,"玄葉 光一郎","外務大臣","文部科学大臣"
130005008,"玄葉 光一郎","外務大臣","厚生労働大臣"
130005011,"玄葉 光一郎","外務大臣","国土交通大臣"
130005012,"玄葉 光一郎","外務大臣","環境大臣"
130005013,"玄葉 光一郎","外務大臣","防衛大臣（防衛庁長官）"
130005014,"玄葉 光一郎","外務大臣","国家公安委員会委員長"
130005015,"玄葉 光一郎","外務大臣","防災担当大臣"
130005016,"玄葉 光一郎","外務大臣","行政改革担当大臣
（行政刷新担当大臣）"
130005017,"玄葉 光一郎","外務大臣","沖縄及び北方対策担当大臣"
130005019,"玄葉 光一郎","外務大臣","経済財政政策担当大臣"
130005021,"玄葉 光一郎","外務大臣","規制改革担当大臣"
130005024,"玄葉 光一郎","外務大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
130005029,"玄葉 光一郎","外務大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
130005040,"玄葉 光一郎","外務大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
130005043,"玄葉 光一郎","外務大臣","海洋政策担当大臣"
130005044,"玄葉 光一郎","外務大臣","拉致問題担当大臣"
130005045,"玄葉 光一郎","外務大臣","再チャレンジ担当大臣"
130005061,"玄葉 光一郎","外務大臣","原子力防災担当大臣"
130005062,"玄葉 光一郎","外務大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
130005066,"玄葉 光一郎","外務大臣","東京オリンピック・パラリンピック担当大臣"
130005071,"玄葉 光一郎","外務大臣","国土強靱化担当大臣"
130005072,"玄葉 光一郎","外務大臣","クールジャパン戦略担当大臣"
130005076,"玄葉 光一郎","外務大臣","知的財産戦略担当大臣"
130005079,"玄葉 光一郎","外務大臣","マイナンバー制度担当大臣"
130005082,"玄葉 光一郎","外務大臣","こども政策担当大臣"
130005083,"玄葉 光一郎","外務大臣","孤独・孤立対策担当大臣"
130005086,"玄葉 光一郎","外務大臣","経済安全保障担当大臣"
130020003,"玄葉 光一郎","科学技術政策担当大臣","総務大臣"
130020004,"玄葉 光一郎","科学技術政策担当大臣","法務大臣"
130020007,"玄葉 光一郎","科学技術政策担当大臣","文部科学大臣"
130020008,"玄葉 光一郎","科学技術政策担当大臣","厚生労働大臣"
130020011,"玄葉 光一郎","科学技術政策担当大臣","国土交通大臣"
130020012,"玄葉 光一郎","科学技術政策担当大臣","環境大臣"
130020013,"玄葉 光一郎","科学技術政策担当大臣","防衛大臣（防衛庁長官）"
