"allid","name","mn_pos_jp_fin","mn0_pos_jp_fin"
270022003,"小倉 將信","男女共同参画担当大臣","総務大臣"
270022004,"小倉 將信","男女共同参画担当大臣","法務大臣"
270022005,"小倉 將信","男女共同参画担当大臣","外務大臣"
270022007,"小倉 將信","男女共同参画担当大臣","文部科学大臣"
270022008,"小倉 將信","男女共同参画担当大臣","厚生労働大臣"
270022011,"小倉 將信","男女共同参画担当大臣","国土交通大臣"
270022012,"小倉 將信","男女共同参画担当大臣","環境大臣"
270022013,"小倉 將信","男女共同参画担当大臣","防衛大臣（防衛庁長官）"
270022014,"小倉 將信","男女共同参画担当大臣","国家公安委員会委員長"
270022015,"小倉 將信","男女共同参画担当大臣","防災担当大臣"
270022016,"小倉 將信","男女共同参画担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
270022017,"小倉 將信","男女共同参画担当大臣","沖縄及び北方対策担当大臣"
270022019,"小倉 將信","男女共同参画担当大臣","経済財政政策担当大臣"
270022020,"小倉 將信","男女共同参画担当大臣","科学技術政策担当大臣"
270022021,"小倉 將信","男女共同参画担当大臣","規制改革担当大臣"
270022024,"小倉 將信","男女共同参画担当大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
270022029,"小倉 將信","男女共同参画担当大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
270022039,"小倉 將信","男女共同参画担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
270022040,"小倉 將信","男女共同参画担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
270022043,"小倉 將信","男女共同参画担当大臣","海洋政策担当大臣"
270022044,"小倉 將信","男女共同参画担当大臣","拉致問題担当大臣"
270022045,"小倉 將信","男女共同参画担当大臣","再チャレンジ担当大臣"
270022048,"小倉 將信","男女共同参画担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
270022061,"小倉 將信","男女共同参画担当大臣","原子力防災担当大臣"
270022066,"小倉 將信","男女共同参画担当大臣","東京オリンピック・パラリンピック担当大臣"
270022071,"小倉 將信","男女共同参画担当大臣","国土強靱化担当大臣"
270022072,"小倉 將信","男女共同参画担当大臣","クールジャパン戦略担当大臣"
270022076,"小倉 將信","男女共同参画担当大臣","知的財産戦略担当大臣"
270022079,"小倉 將信","男女共同参画担当大臣","マイナンバー制度担当大臣"
270022086,"小倉 將信","男女共同参画担当大臣","経済安全保障担当大臣"
270028003,"小倉 將信","少子化対策担当大臣","総務大臣"
270028004,"小倉 將信","少子化対策担当大臣","法務大臣"
270028005,"小倉 將信","少子化対策担当大臣","外務大臣"
270028007,"小倉 將信","少子化対策担当大臣","文部科学大臣"
270028008,"小倉 將信","少子化対策担当大臣","厚生労働大臣"
270028011,"小倉 將信","少子化対策担当大臣","国土交通大臣"
270028012,"小倉 將信","少子化対策担当大臣","環境大臣"
270028013,"小倉 將信","少子化対策担当大臣","防衛大臣（防衛庁長官）"
270028014,"小倉 將信","少子化対策担当大臣","国家公安委員会委員長"
270028015,"小倉 將信","少子化対策担当大臣","防災担当大臣"
270028016,"小倉 將信","少子化対策担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
270028017,"小倉 將信","少子化対策担当大臣","沖縄及び北方対策担当大臣"
270028019,"小倉 將信","少子化対策担当大臣","経済財政政策担当大臣"
270028020,"小倉 將信","少子化対策担当大臣","科学技術政策担当大臣"
270028021,"小倉 將信","少子化対策担当大臣","規制改革担当大臣"
270028024,"小倉 將信","少子化対策担当大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
270028029,"小倉 將信","少子化対策担当大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
270028039,"小倉 將信","少子化対策担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
270028040,"小倉 將信","少子化対策担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
270028043,"小倉 將信","少子化対策担当大臣","海洋政策担当大臣"
270028044,"小倉 將信","少子化対策担当大臣","拉致問題担当大臣"
270028045,"小倉 將信","少子化対策担当大臣","再チャレンジ担当大臣"
270028048,"小倉 將信","少子化対策担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
270028061,"小倉 將信","少子化対策担当大臣","原子力防災担当大臣"
270028066,"小倉 將信","少子化対策担当大臣","東京オリンピック・パラリンピック担当大臣"
270028071,"小倉 將信","少子化対策担当大臣","国土強靱化担当大臣"
270028072,"小倉 將信","少子化対策担当大臣","クールジャパン戦略担当大臣"
270028076,"小倉 將信","少子化対策担当大臣","知的財産戦略担当大臣"
270028079,"小倉 將信","少子化対策担当大臣","マイナンバー制度担当大臣"
270028086,"小倉 將信","少子化対策担当大臣","経済安全保障担当大臣"
270062003,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","総務大臣"
270062004,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","法務大臣"
270062005,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","外務大臣"
270062007,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","文部科学大臣"
270062008,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","厚生労働大臣"
270062011,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","国土交通大臣"
270062012,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","環境大臣"
270062013,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","防衛大臣（防衛庁長官）"
270062014,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","国家公安委員会委員長"
270062015,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","防災担当大臣"
270062016,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","行政改革担当大臣
（行政刷新担当大臣）"
270062017,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","沖縄及び北方対策担当大臣"
270062019,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","経済財政政策担当大臣"
270062020,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","科学技術政策担当大臣"
270062021,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","規制改革担当大臣"
270062024,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","消費者及び食品安全担当大臣
（食品安全担当大臣）"
270062029,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
270062039,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
270062040,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
270062043,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","海洋政策担当大臣"
270062044,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","拉致問題担当大臣"
270062045,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","再チャレンジ担当大臣"
270062048,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","宇宙政策担当大臣
（宇宙開発担当大臣）"
270062061,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","原子力防災担当大臣"
270062066,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","東京オリンピック・パラリンピック担当大臣"
270062071,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","国土強靱化担当大臣"
270062072,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","クールジャパン戦略担当大臣"
270062076,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","知的財産戦略担当大臣"
270062079,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","マイナンバー制度担当大臣"
270062086,"小倉 將信","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","経済安全保障担当大臣"
270082003,"小倉 將信","こども政策担当大臣","総務大臣"
270082004,"小倉 將信","こども政策担当大臣","法務大臣"
270082005,"小倉 將信","こども政策担当大臣","外務大臣"
270082007,"小倉 將信","こども政策担当大臣","文部科学大臣"
270082008,"小倉 將信","こども政策担当大臣","厚生労働大臣"
270082011,"小倉 將信","こども政策担当大臣","国土交通大臣"
270082012,"小倉 將信","こども政策担当大臣","環境大臣"
270082013,"小倉 將信","こども政策担当大臣","防衛大臣（防衛庁長官）"
