"allid","nameyomi","mn_pos_jp_fin","mn0_pos_jp_fin"
136011003,"大畠 章宏（おおはた あきひろ）","国土交通大臣","総務大臣"
136011004,"大畠 章宏（おおはた あきひろ）","国土交通大臣","法務大臣"
136011005,"大畠 章宏（おおはた あきひろ）","国土交通大臣","外務大臣"
136011007,"大畠 章宏（おおはた あきひろ）","国土交通大臣","文部科学大臣"
136011008,"大畠 章宏（おおはた あきひろ）","国土交通大臣","厚生労働大臣"
136011012,"大畠 章宏（おおはた あきひろ）","国土交通大臣","環境大臣"
136011013,"大畠 章宏（おおはた あきひろ）","国土交通大臣","防衛大臣（防衛庁長官）"
136011014,"大畠 章宏（おおはた あきひろ）","国土交通大臣","国家公安委員会委員長"
136011015,"大畠 章宏（おおはた あきひろ）","国土交通大臣","防災担当大臣"
136011016,"大畠 章宏（おおはた あきひろ）","国土交通大臣","行政改革担当大臣（行政刷新担当大臣）"
136011017,"大畠 章宏（おおはた あきひろ）","国土交通大臣","沖縄及び北方対策担当大臣"
136011019,"大畠 章宏（おおはた あきひろ）","国土交通大臣","経済財政政策担当大臣"
136011020,"大畠 章宏（おおはた あきひろ）","国土交通大臣","科学技術政策担当大臣"
136011021,"大畠 章宏（おおはた あきひろ）","国土交通大臣","規制改革担当大臣"
136011022,"大畠 章宏（おおはた あきひろ）","国土交通大臣","男女共同参画担当大臣"
136011024,"大畠 章宏（おおはた あきひろ）","国土交通大臣","消費者及び食品安全担当大臣（食品安全担当大臣）"
136011028,"大畠 章宏（おおはた あきひろ）","国土交通大臣","少子化対策担当大臣"
136011029,"大畠 章宏（おおはた あきひろ）","国土交通大臣","デジタル大臣（情報通信技術（IT）政策担当大臣）"
136011039,"大畠 章宏（おおはた あきひろ）","国土交通大臣","国家公務員制度担当大臣（公務員制度改革担当大臣）"
136011040,"大畠 章宏（おおはた あきひろ）","国土交通大臣","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）"
136011044,"大畠 章宏（おおはた あきひろ）","国土交通大臣","拉致問題担当大臣"
136011045,"大畠 章宏（おおはた あきひろ）","国土交通大臣","再チャレンジ担当大臣"
136011048,"大畠 章宏（おおはた あきひろ）","国土交通大臣","宇宙政策担当大臣（宇宙開発担当大臣）"
136011061,"大畠 章宏（おおはた あきひろ）","国土交通大臣","原子力防災担当大臣"
136011062,"大畠 章宏（おおはた あきひろ）","国土交通大臣","女性活躍担当大臣（女性活力・子育て支援担当大臣）"
136011066,"大畠 章宏（おおはた あきひろ）","国土交通大臣","東京オリンピック・パラリンピック担当大臣"
136011071,"大畠 章宏（おおはた あきひろ）","国土交通大臣","国土強靱化担当大臣"
136011072,"大畠 章宏（おおはた あきひろ）","国土交通大臣","クールジャパン戦略担当大臣"
136011076,"大畠 章宏（おおはた あきひろ）","国土交通大臣","知的財産戦略担当大臣"
136011079,"大畠 章宏（おおはた あきひろ）","国土交通大臣","マイナンバー制度担当大臣"
136011082,"大畠 章宏（おおはた あきひろ）","国土交通大臣","こども政策担当大臣"
136011083,"大畠 章宏（おおはた あきひろ）","国土交通大臣","孤独・孤立対策担当大臣"
136011086,"大畠 章宏（おおはた あきひろ）","国土交通大臣","経済安全保障担当大臣"
136043003,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","総務大臣"
136043004,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","法務大臣"
136043005,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","外務大臣"
136043007,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","文部科学大臣"
136043008,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","厚生労働大臣"
136043012,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","環境大臣"
136043013,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","防衛大臣（防衛庁長官）"
136043014,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","国家公安委員会委員長"
136043015,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","防災担当大臣"
136043016,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","行政改革担当大臣（行政刷新担当大臣）"
136043017,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","沖縄及び北方対策担当大臣"
136043019,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","経済財政政策担当大臣"
136043020,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","科学技術政策担当大臣"
136043021,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","規制改革担当大臣"
136043022,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","男女共同参画担当大臣"
136043024,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","消費者及び食品安全担当大臣（食品安全担当大臣）"
136043028,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","少子化対策担当大臣"
136043029,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","デジタル大臣（情報通信技術（IT）政策担当大臣）"
136043039,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","国家公務員制度担当大臣（公務員制度改革担当大臣）"
136043040,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）"
136043044,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","拉致問題担当大臣"
136043045,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","再チャレンジ担当大臣"
136043048,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","宇宙政策担当大臣（宇宙開発担当大臣）"
136043061,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","原子力防災担当大臣"
136043062,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","女性活躍担当大臣（女性活力・子育て支援担当大臣）"
136043066,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","東京オリンピック・パラリンピック担当大臣"
136043071,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","国土強靱化担当大臣"
136043072,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","クールジャパン戦略担当大臣"
136043076,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","知的財産戦略担当大臣"
136043079,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","マイナンバー制度担当大臣"
136043082,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","こども政策担当大臣"
136043083,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","孤独・孤立対策担当大臣"
136043086,"大畠 章宏（おおはた あきひろ）","海洋政策担当大臣","経済安全保障担当大臣"
