"allid","name","mn_pos_jp_fin","mn0_pos_jp_fin"
67020003,"松田 岩夫","科学技術政策担当大臣","総務大臣"
67020004,"松田 岩夫","科学技術政策担当大臣","法務大臣"
67020005,"松田 岩夫","科学技術政策担当大臣","外務大臣"
67020007,"松田 岩夫","科学技術政策担当大臣","文部科学大臣"
67020008,"松田 岩夫","科学技術政策担当大臣","厚生労働大臣"
67020011,"松田 岩夫","科学技術政策担当大臣","国土交通大臣"
67020012,"松田 岩夫","科学技術政策担当大臣","環境大臣"
67020013,"松田 岩夫","科学技術政策担当大臣","防衛大臣（防衛庁長官）"
67020014,"松田 岩夫","科学技術政策担当大臣","国家公安委員会委員長"
67020015,"松田 岩夫","科学技術政策担当大臣","防災担当大臣"
67020016,"松田 岩夫","科学技術政策担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
67020017,"松田 岩夫","科学技術政策担当大臣","沖縄及び北方対策担当大臣"
67020019,"松田 岩夫","科学技術政策担当大臣","経済財政政策担当大臣"
67020021,"松田 岩夫","科学技術政策担当大臣","規制改革担当大臣"
67020022,"松田 岩夫","科学技術政策担当大臣","男女共同参画担当大臣"
67020028,"松田 岩夫","科学技術政策担当大臣","少子化対策担当大臣"
67020039,"松田 岩夫","科学技術政策担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
67020040,"松田 岩夫","科学技術政策担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
67020043,"松田 岩夫","科学技術政策担当大臣","海洋政策担当大臣"
67020044,"松田 岩夫","科学技術政策担当大臣","拉致問題担当大臣"
67020045,"松田 岩夫","科学技術政策担当大臣","再チャレンジ担当大臣"
67020048,"松田 岩夫","科学技術政策担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
67020061,"松田 岩夫","科学技術政策担当大臣","原子力防災担当大臣"
67020062,"松田 岩夫","科学技術政策担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
67020066,"松田 岩夫","科学技術政策担当大臣","東京オリンピック・パラリンピック担当大臣"
67020071,"松田 岩夫","科学技術政策担当大臣","国土強靱化担当大臣"
67020072,"松田 岩夫","科学技術政策担当大臣","クールジャパン戦略担当大臣"
67020076,"松田 岩夫","科学技術政策担当大臣","知的財産戦略担当大臣"
67020079,"松田 岩夫","科学技術政策担当大臣","マイナンバー制度担当大臣"
67020082,"松田 岩夫","科学技術政策担当大臣","こども政策担当大臣"
67020083,"松田 岩夫","科学技術政策担当大臣","孤独・孤立対策担当大臣"
67020086,"松田 岩夫","科学技術政策担当大臣","経済安全保障担当大臣"
67024003,"松田 岩夫","消費者及び食品安全担当大臣
（食品安全担当大臣）","総務大臣"
67024004,"松田 岩夫","消費者及び食品安全担当大臣
（食品安全担当大臣）","法務大臣"
67024005,"松田 岩夫","消費者及び食品安全担当大臣
（食品安全担当大臣）","外務大臣"
67024007,"松田 岩夫","消費者及び食品安全担当大臣
（食品安全担当大臣）","文部科学大臣"
67024008,"松田 岩夫","消費者及び食品安全担当大臣
（食品安全担当大臣）","厚生労働大臣"
67024011,"松田 岩夫","消費者及び食品安全担当大臣
（食品安全担当大臣）","国土交通大臣"
