"allid","name","mn_pos_jp_fin","mn0_pos_jp_fin"
2022003,"福田 康夫","男女共同参画担当大臣","総務大臣"
2022004,"福田 康夫","男女共同参画担当大臣","法務大臣"
2022005,"福田 康夫","男女共同参画担当大臣","外務大臣"
2022007,"福田 康夫","男女共同参画担当大臣","文部科学大臣"
2022008,"福田 康夫","男女共同参画担当大臣","厚生労働大臣"
2022011,"福田 康夫","男女共同参画担当大臣","国土交通大臣"
2022012,"福田 康夫","男女共同参画担当大臣","環境大臣"
2022013,"福田 康夫","男女共同参画担当大臣","防衛大臣（防衛庁長官）"
2022014,"福田 康夫","男女共同参画担当大臣","国家公安委員会委員長"
2022015,"福田 康夫","男女共同参画担当大臣","防災担当大臣"
2022016,"福田 康夫","男女共同参画担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
2022017,"福田 康夫","男女共同参画担当大臣","沖縄及び北方対策担当大臣"
2022019,"福田 康夫","男女共同参画担当大臣","経済財政政策担当大臣"
2022020,"福田 康夫","男女共同参画担当大臣","科学技術政策担当大臣"
2022021,"福田 康夫","男女共同参画担当大臣","規制改革担当大臣"
2022024,"福田 康夫","男女共同参画担当大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
2022028,"福田 康夫","男女共同参画担当大臣","少子化対策担当大臣"
2022029,"福田 康夫","男女共同参画担当大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
2022039,"福田 康夫","男女共同参画担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
2022040,"福田 康夫","男女共同参画担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
2022043,"福田 康夫","男女共同参画担当大臣","海洋政策担当大臣"
2022044,"福田 康夫","男女共同参画担当大臣","拉致問題担当大臣"
2022045,"福田 康夫","男女共同参画担当大臣","再チャレンジ担当大臣"
2022048,"福田 康夫","男女共同参画担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
2022061,"福田 康夫","男女共同参画担当大臣","原子力防災担当大臣"
2022062,"福田 康夫","男女共同参画担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
2022066,"福田 康夫","男女共同参画担当大臣","東京オリンピック・パラリンピック担当大臣"
2022071,"福田 康夫","男女共同参画担当大臣","国土強靱化担当大臣"
2022072,"福田 康夫","男女共同参画担当大臣","クールジャパン戦略担当大臣"
2022076,"福田 康夫","男女共同参画担当大臣","知的財産戦略担当大臣"
2022079,"福田 康夫","男女共同参画担当大臣","マイナンバー制度担当大臣"
2022082,"福田 康夫","男女共同参画担当大臣","こども政策担当大臣"
2022083,"福田 康夫","男女共同参画担当大臣","孤独・孤立対策担当大臣"
2022086,"福田 康夫","男女共同参画担当大臣","経済安全保障担当大臣"
