"allid","name","mn_pos_jp_fin","mn0_pos_jp_fin"
227020003,"平井 卓也","科学技術政策担当大臣","総務大臣"
227020004,"平井 卓也","科学技術政策担当大臣","法務大臣"
227020005,"平井 卓也","科学技術政策担当大臣","外務大臣"
227020007,"平井 卓也","科学技術政策担当大臣","文部科学大臣"
227020008,"平井 卓也","科学技術政策担当大臣","厚生労働大臣"
227020011,"平井 卓也","科学技術政策担当大臣","国土交通大臣"
227020012,"平井 卓也","科学技術政策担当大臣","環境大臣"
227020013,"平井 卓也","科学技術政策担当大臣","防衛大臣（防衛庁長官）"
227020014,"平井 卓也","科学技術政策担当大臣","国家公安委員会委員長"
227020015,"平井 卓也","科学技術政策担当大臣","防災担当大臣"
227020016,"平井 卓也","科学技術政策担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
227020017,"平井 卓也","科学技術政策担当大臣","沖縄及び北方対策担当大臣"
227020019,"平井 卓也","科学技術政策担当大臣","経済財政政策担当大臣"
227020021,"平井 卓也","科学技術政策担当大臣","規制改革担当大臣"
227020022,"平井 卓也","科学技術政策担当大臣","男女共同参画担当大臣"
227020024,"平井 卓也","科学技術政策担当大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
227020028,"平井 卓也","科学技術政策担当大臣","少子化対策担当大臣"
227020039,"平井 卓也","科学技術政策担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
227020040,"平井 卓也","科学技術政策担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
227020043,"平井 卓也","科学技術政策担当大臣","海洋政策担当大臣"
227020044,"平井 卓也","科学技術政策担当大臣","拉致問題担当大臣"
227020045,"平井 卓也","科学技術政策担当大臣","再チャレンジ担当大臣"
227020061,"平井 卓也","科学技術政策担当大臣","原子力防災担当大臣"
227020062,"平井 卓也","科学技術政策担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
227020066,"平井 卓也","科学技術政策担当大臣","東京オリンピック・パラリンピック担当大臣"
227020071,"平井 卓也","科学技術政策担当大臣","国土強靱化担当大臣"
227020079,"平井 卓也","科学技術政策担当大臣","マイナンバー制度担当大臣"
227020082,"平井 卓也","科学技術政策担当大臣","こども政策担当大臣"
227020083,"平井 卓也","科学技術政策担当大臣","孤独・孤立対策担当大臣"
227020086,"平井 卓也","科学技術政策担当大臣","経済安全保障担当大臣"
227029003,"平井 卓也","デジタル大臣
（情報通信技術（IT）政策担当大臣）","総務大臣"
227029004,"平井 卓也","デジタル大臣
（情報通信技術（IT）政策担当大臣）","法務大臣"
227029005,"平井 卓也","デジタル大臣
（情報通信技術（IT）政策担当大臣）","外務大臣"
227029007,"平井 卓也","デジタル大臣
（情報通信技術（IT）政策担当大臣）","文部科学大臣"
227029008,"平井 卓也","デジタル大臣
（情報通信技術（IT）政策担当大臣）","厚生労働大臣"
227029011,"平井 卓也","デジタル大臣
（情報通信技術（IT）政策担当大臣）","国土交通大臣"
227029012,"平井 卓也","デジタル大臣
（情報通信技術（IT）政策担当大臣）","環境大臣"
227029013,"平井 卓也","デジタル大臣
（情報通信技術（IT）政策担当大臣）","防衛大臣（防衛庁長官）"
227029014,"平井 卓也","デジタル大臣
（情報通信技術（IT）政策担当大臣）","国家公安委員会委員長"
227029015,"平井 卓也","デジタル大臣
（情報通信技術（IT）政策担当大臣）","防災担当大臣"
227029016,"平井 卓也","デジタル大臣
（情報通信技術（IT）政策担当大臣）","行政改革担当大臣
（行政刷新担当大臣）"
227029017,"平井 卓也","デジタル大臣
（情報通信技術（IT）政策担当大臣）","沖縄及び北方対策担当大臣"
227029019,"平井 卓也","デジタル大臣
（情報通信技術（IT）政策担当大臣）","経済財政政策担当大臣"
227029021,"平井 卓也","デジタル大臣
（情報通信技術（IT）政策担当大臣）","規制改革担当大臣"
227029022,"平井 卓也","デジタル大臣
（情報通信技術（IT）政策担当大臣）","男女共同参画担当大臣"
227029024,"平井 卓也","デジタル大臣
（情報通信技術（IT）政策担当大臣）","消費者及び食品安全担当大臣
（食品安全担当大臣）"
