"allid","name","mn_pos_jp_fin","mn0_pos_jp_fin"
242022003,"橋本 聖子","男女共同参画担当大臣","総務大臣"
242022004,"橋本 聖子","男女共同参画担当大臣","法務大臣"
242022005,"橋本 聖子","男女共同参画担当大臣","外務大臣"
242022007,"橋本 聖子","男女共同参画担当大臣","文部科学大臣"
242022008,"橋本 聖子","男女共同参画担当大臣","厚生労働大臣"
242022011,"橋本 聖子","男女共同参画担当大臣","国土交通大臣"
242022012,"橋本 聖子","男女共同参画担当大臣","環境大臣"
242022013,"橋本 聖子","男女共同参画担当大臣","防衛大臣（防衛庁長官）"
242022014,"橋本 聖子","男女共同参画担当大臣","国家公安委員会委員長"
242022015,"橋本 聖子","男女共同参画担当大臣","防災担当大臣"
242022016,"橋本 聖子","男女共同参画担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
242022017,"橋本 聖子","男女共同参画担当大臣","沖縄及び北方対策担当大臣"
242022019,"橋本 聖子","男女共同参画担当大臣","経済財政政策担当大臣"
242022020,"橋本 聖子","男女共同参画担当大臣","科学技術政策担当大臣"
242022021,"橋本 聖子","男女共同参画担当大臣","規制改革担当大臣"
242022024,"橋本 聖子","男女共同参画担当大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
242022028,"橋本 聖子","男女共同参画担当大臣","少子化対策担当大臣"
242022029,"橋本 聖子","男女共同参画担当大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
242022039,"橋本 聖子","男女共同参画担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
242022040,"橋本 聖子","男女共同参画担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
242022043,"橋本 聖子","男女共同参画担当大臣","海洋政策担当大臣"
242022044,"橋本 聖子","男女共同参画担当大臣","拉致問題担当大臣"
242022045,"橋本 聖子","男女共同参画担当大臣","再チャレンジ担当大臣"
242022048,"橋本 聖子","男女共同参画担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
242022061,"橋本 聖子","男女共同参画担当大臣","原子力防災担当大臣"
242022071,"橋本 聖子","男女共同参画担当大臣","国土強靱化担当大臣"
242022072,"橋本 聖子","男女共同参画担当大臣","クールジャパン戦略担当大臣"
242022076,"橋本 聖子","男女共同参画担当大臣","知的財産戦略担当大臣"
242022079,"橋本 聖子","男女共同参画担当大臣","マイナンバー制度担当大臣"
242022082,"橋本 聖子","男女共同参画担当大臣","こども政策担当大臣"
242022083,"橋本 聖子","男女共同参画担当大臣","孤独・孤立対策担当大臣"
242022086,"橋本 聖子","男女共同参画担当大臣","経済安全保障担当大臣"
242062003,"橋本 聖子","女性活躍担当大臣
（女性活力・子育て支援担当大臣）","総務大臣"
