"allid","nameyomi","mn_pos_jp_fin","mn0_pos_jp_fin"
266016003,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","総務大臣"
266016004,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","法務大臣"
266016005,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","外務大臣"
266016007,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","文部科学大臣"
266016008,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","厚生労働大臣"
266016011,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","国土交通大臣"
266016012,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","環境大臣"
266016013,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","防衛大臣（防衛庁長官）"
266016014,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","国家公安委員会委員長"
266016015,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","防災担当大臣"
266016019,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","経済財政政策担当大臣"
266016020,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","科学技術政策担当大臣"
266016022,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","男女共同参画担当大臣"
266016024,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","消費者及び食品安全担当大臣（食品安全担当大臣）"
266016028,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","少子化対策担当大臣"
266016029,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","デジタル大臣（情報通信技術（IT）政策担当大臣）"
266016039,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","国家公務員制度担当大臣（公務員制度改革担当大臣）"
266016043,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","海洋政策担当大臣"
266016044,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","拉致問題担当大臣"
266016045,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","再チャレンジ担当大臣"
266016048,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","宇宙政策担当大臣（宇宙開発担当大臣）"
266016061,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","原子力防災担当大臣"
266016062,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","女性活躍担当大臣（女性活力・子育て支援担当大臣）"
266016066,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","東京オリンピック・パラリンピック担当大臣"
266016071,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","国土強靱化担当大臣"
266016072,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","クールジャパン戦略担当大臣"
266016076,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","知的財産戦略担当大臣"
266016079,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","マイナンバー制度担当大臣"
266016082,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","こども政策担当大臣"
266016083,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","孤独・孤立対策担当大臣"
266016086,"岡田 直樹（おかだ なおき）","行政改革担当大臣（行政刷新担当大臣）","経済安全保障担当大臣"
266017003,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","総務大臣"
266017004,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","法務大臣"
266017005,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","外務大臣"
266017007,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","文部科学大臣"
266017008,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","厚生労働大臣"
266017011,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","国土交通大臣"
266017012,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","環境大臣"
266017013,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","防衛大臣（防衛庁長官）"
266017014,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","国家公安委員会委員長"
266017015,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","防災担当大臣"
266017019,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","経済財政政策担当大臣"
266017020,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","科学技術政策担当大臣"
266017022,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","男女共同参画担当大臣"
266017024,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","消費者及び食品安全担当大臣（食品安全担当大臣）"
266017028,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","少子化対策担当大臣"
266017029,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","デジタル大臣（情報通信技術（IT）政策担当大臣）"
266017039,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","国家公務員制度担当大臣（公務員制度改革担当大臣）"
266017043,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","海洋政策担当大臣"
266017044,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","拉致問題担当大臣"
266017045,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","再チャレンジ担当大臣"
266017048,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","宇宙政策担当大臣（宇宙開発担当大臣）"
266017061,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","原子力防災担当大臣"
266017062,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","女性活躍担当大臣（女性活力・子育て支援担当大臣）"
266017066,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","東京オリンピック・パラリンピック担当大臣"
266017071,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","国土強靱化担当大臣"
266017072,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","クールジャパン戦略担当大臣"
266017076,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","知的財産戦略担当大臣"
266017079,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","マイナンバー制度担当大臣"
266017082,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","こども政策担当大臣"
266017083,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","孤独・孤立対策担当大臣"
266017086,"岡田 直樹（おかだ なおき）","沖縄及び北方対策担当大臣","経済安全保障担当大臣"
266021003,"岡田 直樹（おかだ なおき）","規制改革担当大臣","総務大臣"
266021004,"岡田 直樹（おかだ なおき）","規制改革担当大臣","法務大臣"
266021005,"岡田 直樹（おかだ なおき）","規制改革担当大臣","外務大臣"
266021007,"岡田 直樹（おかだ なおき）","規制改革担当大臣","文部科学大臣"
266021008,"岡田 直樹（おかだ なおき）","規制改革担当大臣","厚生労働大臣"
266021011,"岡田 直樹（おかだ なおき）","規制改革担当大臣","国土交通大臣"
266021012,"岡田 直樹（おかだ なおき）","規制改革担当大臣","環境大臣"
266021013,"岡田 直樹（おかだ なおき）","規制改革担当大臣","防衛大臣（防衛庁長官）"
266021014,"岡田 直樹（おかだ なおき）","規制改革担当大臣","国家公安委員会委員長"
266021015,"岡田 直樹（おかだ なおき）","規制改革担当大臣","防災担当大臣"
266021019,"岡田 直樹（おかだ なおき）","規制改革担当大臣","経済財政政策担当大臣"
266021020,"岡田 直樹（おかだ なおき）","規制改革担当大臣","科学技術政策担当大臣"
266021022,"岡田 直樹（おかだ なおき）","規制改革担当大臣","男女共同参画担当大臣"
266021024,"岡田 直樹（おかだ なおき）","規制改革担当大臣","消費者及び食品安全担当大臣（食品安全担当大臣）"
266021028,"岡田 直樹（おかだ なおき）","規制改革担当大臣","少子化対策担当大臣"
266021029,"岡田 直樹（おかだ なおき）","規制改革担当大臣","デジタル大臣（情報通信技術（IT）政策担当大臣）"
266021039,"岡田 直樹（おかだ なおき）","規制改革担当大臣","国家公務員制度担当大臣（公務員制度改革担当大臣）"
266021043,"岡田 直樹（おかだ なおき）","規制改革担当大臣","海洋政策担当大臣"
266021044,"岡田 直樹（おかだ なおき）","規制改革担当大臣","拉致問題担当大臣"
266021045,"岡田 直樹（おかだ なおき）","規制改革担当大臣","再チャレンジ担当大臣"
266021048,"岡田 直樹（おかだ なおき）","規制改革担当大臣","宇宙政策担当大臣（宇宙開発担当大臣）"
266021061,"岡田 直樹（おかだ なおき）","規制改革担当大臣","原子力防災担当大臣"
266021062,"岡田 直樹（おかだ なおき）","規制改革担当大臣","女性活躍担当大臣（女性活力・子育て支援担当大臣）"
266021066,"岡田 直樹（おかだ なおき）","規制改革担当大臣","東京オリンピック・パラリンピック担当大臣"
266021071,"岡田 直樹（おかだ なおき）","規制改革担当大臣","国土強靱化担当大臣"
266021072,"岡田 直樹（おかだ なおき）","規制改革担当大臣","クールジャパン戦略担当大臣"
266021076,"岡田 直樹（おかだ なおき）","規制改革担当大臣","知的財産戦略担当大臣"
266021079,"岡田 直樹（おかだ なおき）","規制改革担当大臣","マイナンバー制度担当大臣"
266021082,"岡田 直樹（おかだ なおき）","規制改革担当大臣","こども政策担当大臣"
266021083,"岡田 直樹（おかだ なおき）","規制改革担当大臣","孤独・孤立対策担当大臣"
266021086,"岡田 直樹（おかだ なおき）","規制改革担当大臣","経済安全保障担当大臣"
266040003,"岡田 直樹（おかだ なおき）","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）","総務大臣"
