"allid","name","mn_pos_jp_fin","mn0_pos_jp_fin"
226016003,"宮腰 光寛","行政改革担当大臣
（行政刷新担当大臣）","総務大臣"
226016004,"宮腰 光寛","行政改革担当大臣
（行政刷新担当大臣）","法務大臣"
226016005,"宮腰 光寛","行政改革担当大臣
（行政刷新担当大臣）","外務大臣"
226016007,"宮腰 光寛","行政改革担当大臣
（行政刷新担当大臣）","文部科学大臣"
226016008,"宮腰 光寛","行政改革担当大臣
（行政刷新担当大臣）","厚生労働大臣"
226016011,"宮腰 光寛","行政改革担当大臣
（行政刷新担当大臣）","国土交通大臣"
226016012,"宮腰 光寛","行政改革担当大臣
（行政刷新担当大臣）","環境大臣"
226016013,"宮腰 光寛","行政改革担当大臣
（行政刷新担当大臣）","防衛大臣（防衛庁長官）"
226016014,"宮腰 光寛","行政改革担当大臣
（行政刷新担当大臣）","国家公安委員会委員長"
226016015,"宮腰 光寛","行政改革担当大臣
（行政刷新担当大臣）","防災担当大臣"
226016019,"宮腰 光寛","行政改革担当大臣
（行政刷新担当大臣）","経済財政政策担当大臣"
226016020,"宮腰 光寛","行政改革担当大臣
（行政刷新担当大臣）","科学技術政策担当大臣"
226016021,"宮腰 光寛","行政改革担当大臣
（行政刷新担当大臣）","規制改革担当大臣"
226016022,"宮腰 光寛","行政改革担当大臣
（行政刷新担当大臣）","男女共同参画担当大臣"
226016029,"宮腰 光寛","行政改革担当大臣
（行政刷新担当大臣）","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
226016040,"宮腰 光寛","行政改革担当大臣
（行政刷新担当大臣）","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
226016044,"宮腰 光寛","行政改革担当大臣
（行政刷新担当大臣）","拉致問題担当大臣"
226016045,"宮腰 光寛","行政改革担当大臣
（行政刷新担当大臣）","再チャレンジ担当大臣"
226016048,"宮腰 光寛","行政改革担当大臣
（行政刷新担当大臣）","宇宙政策担当大臣
（宇宙開発担当大臣）"
226016061,"宮腰 光寛","行政改革担当大臣
（行政刷新担当大臣）","原子力防災担当大臣"
226016062,"宮腰 光寛","行政改革担当大臣
（行政刷新担当大臣）","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
226016066,"宮腰 光寛","行政改革担当大臣
（行政刷新担当大臣）","東京オリンピック・パラリンピック担当大臣"
226016071,"宮腰 光寛","行政改革担当大臣
（行政刷新担当大臣）","国土強靱化担当大臣"
226016072,"宮腰 光寛","行政改革担当大臣
（行政刷新担当大臣）","クールジャパン戦略担当大臣"
226016076,"宮腰 光寛","行政改革担当大臣
（行政刷新担当大臣）","知的財産戦略担当大臣"
226016079,"宮腰 光寛","行政改革担当大臣
（行政刷新担当大臣）","マイナンバー制度担当大臣"
226016082,"宮腰 光寛","行政改革担当大臣
（行政刷新担当大臣）","こども政策担当大臣"
226016083,"宮腰 光寛","行政改革担当大臣
（行政刷新担当大臣）","孤独・孤立対策担当大臣"
226016086,"宮腰 光寛","行政改革担当大臣
（行政刷新担当大臣）","経済安全保障担当大臣"
226017003,"宮腰 光寛","沖縄及び北方対策担当大臣","総務大臣"
226017004,"宮腰 光寛","沖縄及び北方対策担当大臣","法務大臣"
226017005,"宮腰 光寛","沖縄及び北方対策担当大臣","外務大臣"
226017007,"宮腰 光寛","沖縄及び北方対策担当大臣","文部科学大臣"
226017008,"宮腰 光寛","沖縄及び北方対策担当大臣","厚生労働大臣"
226017011,"宮腰 光寛","沖縄及び北方対策担当大臣","国土交通大臣"
226017012,"宮腰 光寛","沖縄及び北方対策担当大臣","環境大臣"
226017013,"宮腰 光寛","沖縄及び北方対策担当大臣","防衛大臣（防衛庁長官）"
226017014,"宮腰 光寛","沖縄及び北方対策担当大臣","国家公安委員会委員長"
226017015,"宮腰 光寛","沖縄及び北方対策担当大臣","防災担当大臣"
226017019,"宮腰 光寛","沖縄及び北方対策担当大臣","経済財政政策担当大臣"
226017020,"宮腰 光寛","沖縄及び北方対策担当大臣","科学技術政策担当大臣"
226017021,"宮腰 光寛","沖縄及び北方対策担当大臣","規制改革担当大臣"
226017022,"宮腰 光寛","沖縄及び北方対策担当大臣","男女共同参画担当大臣"
226017029,"宮腰 光寛","沖縄及び北方対策担当大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
226017040,"宮腰 光寛","沖縄及び北方対策担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
226017044,"宮腰 光寛","沖縄及び北方対策担当大臣","拉致問題担当大臣"
226017045,"宮腰 光寛","沖縄及び北方対策担当大臣","再チャレンジ担当大臣"
226017048,"宮腰 光寛","沖縄及び北方対策担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
226017061,"宮腰 光寛","沖縄及び北方対策担当大臣","原子力防災担当大臣"
226017062,"宮腰 光寛","沖縄及び北方対策担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
226017066,"宮腰 光寛","沖縄及び北方対策担当大臣","東京オリンピック・パラリンピック担当大臣"
226017071,"宮腰 光寛","沖縄及び北方対策担当大臣","国土強靱化担当大臣"
226017072,"宮腰 光寛","沖縄及び北方対策担当大臣","クールジャパン戦略担当大臣"
226017076,"宮腰 光寛","沖縄及び北方対策担当大臣","知的財産戦略担当大臣"
226017079,"宮腰 光寛","沖縄及び北方対策担当大臣","マイナンバー制度担当大臣"
226017082,"宮腰 光寛","沖縄及び北方対策担当大臣","こども政策担当大臣"
226017083,"宮腰 光寛","沖縄及び北方対策担当大臣","孤独・孤立対策担当大臣"
226017086,"宮腰 光寛","沖縄及び北方対策担当大臣","経済安全保障担当大臣"
226024003,"宮腰 光寛","消費者及び食品安全担当大臣
（食品安全担当大臣）","総務大臣"
226024004,"宮腰 光寛","消費者及び食品安全担当大臣
（食品安全担当大臣）","法務大臣"
226024005,"宮腰 光寛","消費者及び食品安全担当大臣
（食品安全担当大臣）","外務大臣"
226024007,"宮腰 光寛","消費者及び食品安全担当大臣
（食品安全担当大臣）","文部科学大臣"
226024008,"宮腰 光寛","消費者及び食品安全担当大臣
（食品安全担当大臣）","厚生労働大臣"
226024011,"宮腰 光寛","消費者及び食品安全担当大臣
（食品安全担当大臣）","国土交通大臣"
226024012,"宮腰 光寛","消費者及び食品安全担当大臣
（食品安全担当大臣）","環境大臣"
226024013,"宮腰 光寛","消費者及び食品安全担当大臣
（食品安全担当大臣）","防衛大臣（防衛庁長官）"
226024014,"宮腰 光寛","消費者及び食品安全担当大臣
（食品安全担当大臣）","国家公安委員会委員長"
226024015,"宮腰 光寛","消費者及び食品安全担当大臣
（食品安全担当大臣）","防災担当大臣"
226024019,"宮腰 光寛","消費者及び食品安全担当大臣
（食品安全担当大臣）","経済財政政策担当大臣"
226024020,"宮腰 光寛","消費者及び食品安全担当大臣
（食品安全担当大臣）","科学技術政策担当大臣"
226024021,"宮腰 光寛","消費者及び食品安全担当大臣
（食品安全担当大臣）","規制改革担当大臣"
226024022,"宮腰 光寛","消費者及び食品安全担当大臣
（食品安全担当大臣）","男女共同参画担当大臣"
226024029,"宮腰 光寛","消費者及び食品安全担当大臣
（食品安全担当大臣）","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
226024040,"宮腰 光寛","消費者及び食品安全担当大臣
（食品安全担当大臣）","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
226024044,"宮腰 光寛","消費者及び食品安全担当大臣
（食品安全担当大臣）","拉致問題担当大臣"
226024045,"宮腰 光寛","消費者及び食品安全担当大臣
（食品安全担当大臣）","再チャレンジ担当大臣"
226024048,"宮腰 光寛","消費者及び食品安全担当大臣
（食品安全担当大臣）","宇宙政策担当大臣
（宇宙開発担当大臣）"
226024061,"宮腰 光寛","消費者及び食品安全担当大臣
（食品安全担当大臣）","原子力防災担当大臣"
226024062,"宮腰 光寛","消費者及び食品安全担当大臣
（食品安全担当大臣）","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
226024066,"宮腰 光寛","消費者及び食品安全担当大臣
（食品安全担当大臣）","東京オリンピック・パラリンピック担当大臣"
226024071,"宮腰 光寛","消費者及び食品安全担当大臣
（食品安全担当大臣）","国土強靱化担当大臣"
226024072,"宮腰 光寛","消費者及び食品安全担当大臣
（食品安全担当大臣）","クールジャパン戦略担当大臣"
226024076,"宮腰 光寛","消費者及び食品安全担当大臣
（食品安全担当大臣）","知的財産戦略担当大臣"
226024079,"宮腰 光寛","消費者及び食品安全担当大臣
（食品安全担当大臣）","マイナンバー制度担当大臣"
226024082,"宮腰 光寛","消費者及び食品安全担当大臣
（食品安全担当大臣）","こども政策担当大臣"
226024083,"宮腰 光寛","消費者及び食品安全担当大臣
（食品安全担当大臣）","孤独・孤立対策担当大臣"
226024086,"宮腰 光寛","消費者及び食品安全担当大臣
（食品安全担当大臣）","経済安全保障担当大臣"
226028003,"宮腰 光寛","少子化対策担当大臣","総務大臣"
226028004,"宮腰 光寛","少子化対策担当大臣","法務大臣"
226028005,"宮腰 光寛","少子化対策担当大臣","外務大臣"
226028007,"宮腰 光寛","少子化対策担当大臣","文部科学大臣"
226028008,"宮腰 光寛","少子化対策担当大臣","厚生労働大臣"
226028011,"宮腰 光寛","少子化対策担当大臣","国土交通大臣"
226028012,"宮腰 光寛","少子化対策担当大臣","環境大臣"
226028013,"宮腰 光寛","少子化対策担当大臣","防衛大臣（防衛庁長官）"
226028014,"宮腰 光寛","少子化対策担当大臣","国家公安委員会委員長"
226028015,"宮腰 光寛","少子化対策担当大臣","防災担当大臣"
226028019,"宮腰 光寛","少子化対策担当大臣","経済財政政策担当大臣"
226028020,"宮腰 光寛","少子化対策担当大臣","科学技術政策担当大臣"
226028021,"宮腰 光寛","少子化対策担当大臣","規制改革担当大臣"
226028022,"宮腰 光寛","少子化対策担当大臣","男女共同参画担当大臣"
226028029,"宮腰 光寛","少子化対策担当大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
226028040,"宮腰 光寛","少子化対策担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
226028044,"宮腰 光寛","少子化対策担当大臣","拉致問題担当大臣"
226028045,"宮腰 光寛","少子化対策担当大臣","再チャレンジ担当大臣"
226028048,"宮腰 光寛","少子化対策担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
226028061,"宮腰 光寛","少子化対策担当大臣","原子力防災担当大臣"
226028062,"宮腰 光寛","少子化対策担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
226028066,"宮腰 光寛","少子化対策担当大臣","東京オリンピック・パラリンピック担当大臣"
226028071,"宮腰 光寛","少子化対策担当大臣","国土強靱化担当大臣"
