"allid","nameyomi","mn_pos_jp_fin","mn0_pos_jp_fin"
234012003,"小泉 進次郎（こいずみ しんじろう）","環境大臣","総務大臣"
234012004,"小泉 進次郎（こいずみ しんじろう）","環境大臣","法務大臣"
234012005,"小泉 進次郎（こいずみ しんじろう）","環境大臣","外務大臣"
234012007,"小泉 進次郎（こいずみ しんじろう）","環境大臣","文部科学大臣"
234012008,"小泉 進次郎（こいずみ しんじろう）","環境大臣","厚生労働大臣"
234012011,"小泉 進次郎（こいずみ しんじろう）","環境大臣","国土交通大臣"
234012013,"小泉 進次郎（こいずみ しんじろう）","環境大臣","防衛大臣（防衛庁長官）"
234012014,"小泉 進次郎（こいずみ しんじろう）","環境大臣","国家公安委員会委員長"
234012015,"小泉 進次郎（こいずみ しんじろう）","環境大臣","防災担当大臣"
234012016,"小泉 進次郎（こいずみ しんじろう）","環境大臣","行政改革担当大臣（行政刷新担当大臣）"
234012017,"小泉 進次郎（こいずみ しんじろう）","環境大臣","沖縄及び北方対策担当大臣"
234012019,"小泉 進次郎（こいずみ しんじろう）","環境大臣","経済財政政策担当大臣"
234012020,"小泉 進次郎（こいずみ しんじろう）","環境大臣","科学技術政策担当大臣"
234012021,"小泉 進次郎（こいずみ しんじろう）","環境大臣","規制改革担当大臣"
234012022,"小泉 進次郎（こいずみ しんじろう）","環境大臣","男女共同参画担当大臣"
234012024,"小泉 進次郎（こいずみ しんじろう）","環境大臣","消費者及び食品安全担当大臣（食品安全担当大臣）"
234012028,"小泉 進次郎（こいずみ しんじろう）","環境大臣","少子化対策担当大臣"
234012029,"小泉 進次郎（こいずみ しんじろう）","環境大臣","デジタル大臣（情報通信技術（IT）政策担当大臣）"
234012039,"小泉 進次郎（こいずみ しんじろう）","環境大臣","国家公務員制度担当大臣（公務員制度改革担当大臣）"
234012040,"小泉 進次郎（こいずみ しんじろう）","環境大臣","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）"
234012043,"小泉 進次郎（こいずみ しんじろう）","環境大臣","海洋政策担当大臣"
234012044,"小泉 進次郎（こいずみ しんじろう）","環境大臣","拉致問題担当大臣"
234012045,"小泉 進次郎（こいずみ しんじろう）","環境大臣","再チャレンジ担当大臣"
234012048,"小泉 進次郎（こいずみ しんじろう）","環境大臣","宇宙政策担当大臣（宇宙開発担当大臣）"
234012062,"小泉 進次郎（こいずみ しんじろう）","環境大臣","女性活躍担当大臣（女性活力・子育て支援担当大臣）"
234012066,"小泉 進次郎（こいずみ しんじろう）","環境大臣","東京オリンピック・パラリンピック担当大臣"
234012071,"小泉 進次郎（こいずみ しんじろう）","環境大臣","国土強靱化担当大臣"
234012072,"小泉 進次郎（こいずみ しんじろう）","環境大臣","クールジャパン戦略担当大臣"
234012076,"小泉 進次郎（こいずみ しんじろう）","環境大臣","知的財産戦略担当大臣"
234012079,"小泉 進次郎（こいずみ しんじろう）","環境大臣","マイナンバー制度担当大臣"
234012082,"小泉 進次郎（こいずみ しんじろう）","環境大臣","こども政策担当大臣"
234012083,"小泉 進次郎（こいずみ しんじろう）","環境大臣","孤独・孤立対策担当大臣"
234012086,"小泉 進次郎（こいずみ しんじろう）","環境大臣","経済安全保障担当大臣"
234061003,"小泉 進次郎（こいずみ しんじろう）","原子力防災担当大臣","総務大臣"
234061004,"小泉 進次郎（こいずみ しんじろう）","原子力防災担当大臣","法務大臣"
234061005,"小泉 進次郎（こいずみ しんじろう）","原子力防災担当大臣","外務大臣"
234061007,"小泉 進次郎（こいずみ しんじろう）","原子力防災担当大臣","文部科学大臣"
