"allid","nameyomi","mn_pos_jp_fin","mn0_pos_jp_fin"
178013003,"稲田 朋美（いなだ ともみ）","防衛大臣（防衛庁長官）","総務大臣"
178013004,"稲田 朋美（いなだ ともみ）","防衛大臣（防衛庁長官）","法務大臣"
178013005,"稲田 朋美（いなだ ともみ）","防衛大臣（防衛庁長官）","外務大臣"
178013007,"稲田 朋美（いなだ ともみ）","防衛大臣（防衛庁長官）","文部科学大臣"
178013008,"稲田 朋美（いなだ ともみ）","防衛大臣（防衛庁長官）","厚生労働大臣"
178013011,"稲田 朋美（いなだ ともみ）","防衛大臣（防衛庁長官）","国土交通大臣"
178013012,"稲田 朋美（いなだ ともみ）","防衛大臣（防衛庁長官）","環境大臣"
178013014,"稲田 朋美（いなだ ともみ）","防衛大臣（防衛庁長官）","国家公安委員会委員長"
178013015,"稲田 朋美（いなだ ともみ）","防衛大臣（防衛庁長官）","防災担当大臣"
178013017,"稲田 朋美（いなだ ともみ）","防衛大臣（防衛庁長官）","沖縄及び北方対策担当大臣"
178013019,"稲田 朋美（いなだ ともみ）","防衛大臣（防衛庁長官）","経済財政政策担当大臣"
178013020,"稲田 朋美（いなだ ともみ）","防衛大臣（防衛庁長官）","科学技術政策担当大臣"
178013022,"稲田 朋美（いなだ ともみ）","防衛大臣（防衛庁長官）","男女共同参画担当大臣"
178013024,"稲田 朋美（いなだ ともみ）","防衛大臣（防衛庁長官）","消費者及び食品安全担当大臣（食品安全担当大臣）"
178013028,"稲田 朋美（いなだ ともみ）","防衛大臣（防衛庁長官）","少子化対策担当大臣"
178013029,"稲田 朋美（いなだ ともみ）","防衛大臣（防衛庁長官）","デジタル大臣（情報通信技術（IT）政策担当大臣）"
178013040,"稲田 朋美（いなだ ともみ）","防衛大臣（防衛庁長官）","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）"
178013043,"稲田 朋美（いなだ ともみ）","防衛大臣（防衛庁長官）","海洋政策担当大臣"
178013044,"稲田 朋美（いなだ ともみ）","防衛大臣（防衛庁長官）","拉致問題担当大臣"
178013048,"稲田 朋美（いなだ ともみ）","防衛大臣（防衛庁長官）","宇宙政策担当大臣（宇宙開発担当大臣）"
178013061,"稲田 朋美（いなだ ともみ）","防衛大臣（防衛庁長官）","原子力防災担当大臣"
178013062,"稲田 朋美（いなだ ともみ）","防衛大臣（防衛庁長官）","女性活躍担当大臣（女性活力・子育て支援担当大臣）"
178013066,"稲田 朋美（いなだ ともみ）","防衛大臣（防衛庁長官）","東京オリンピック・パラリンピック担当大臣"
178013071,"稲田 朋美（いなだ ともみ）","防衛大臣（防衛庁長官）","国土強靱化担当大臣"
178013076,"稲田 朋美（いなだ ともみ）","防衛大臣（防衛庁長官）","知的財産戦略担当大臣"
178013079,"稲田 朋美（いなだ ともみ）","防衛大臣（防衛庁長官）","マイナンバー制度担当大臣"
178013082,"稲田 朋美（いなだ ともみ）","防衛大臣（防衛庁長官）","こども政策担当大臣"
178013083,"稲田 朋美（いなだ ともみ）","防衛大臣（防衛庁長官）","孤独・孤立対策担当大臣"
178013086,"稲田 朋美（いなだ ともみ）","防衛大臣（防衛庁長官）","経済安全保障担当大臣"
178016003,"稲田 朋美（いなだ ともみ）","行政改革担当大臣（行政刷新担当大臣）","総務大臣"
178016004,"稲田 朋美（いなだ ともみ）","行政改革担当大臣（行政刷新担当大臣）","法務大臣"
178016005,"稲田 朋美（いなだ ともみ）","行政改革担当大臣（行政刷新担当大臣）","外務大臣"
178016007,"稲田 朋美（いなだ ともみ）","行政改革担当大臣（行政刷新担当大臣）","文部科学大臣"
178016008,"稲田 朋美（いなだ ともみ）","行政改革担当大臣（行政刷新担当大臣）","厚生労働大臣"
178016011,"稲田 朋美（いなだ ともみ）","行政改革担当大臣（行政刷新担当大臣）","国土交通大臣"
178016012,"稲田 朋美（いなだ ともみ）","行政改革担当大臣（行政刷新担当大臣）","環境大臣"
178016014,"稲田 朋美（いなだ ともみ）","行政改革担当大臣（行政刷新担当大臣）","国家公安委員会委員長"
178016015,"稲田 朋美（いなだ ともみ）","行政改革担当大臣（行政刷新担当大臣）","防災担当大臣"
178016017,"稲田 朋美（いなだ ともみ）","行政改革担当大臣（行政刷新担当大臣）","沖縄及び北方対策担当大臣"
178016019,"稲田 朋美（いなだ ともみ）","行政改革担当大臣（行政刷新担当大臣）","経済財政政策担当大臣"
178016020,"稲田 朋美（いなだ ともみ）","行政改革担当大臣（行政刷新担当大臣）","科学技術政策担当大臣"
178016022,"稲田 朋美（いなだ ともみ）","行政改革担当大臣（行政刷新担当大臣）","男女共同参画担当大臣"
178016024,"稲田 朋美（いなだ ともみ）","行政改革担当大臣（行政刷新担当大臣）","消費者及び食品安全担当大臣（食品安全担当大臣）"
178016028,"稲田 朋美（いなだ ともみ）","行政改革担当大臣（行政刷新担当大臣）","少子化対策担当大臣"
178016029,"稲田 朋美（いなだ ともみ）","行政改革担当大臣（行政刷新担当大臣）","デジタル大臣（情報通信技術（IT）政策担当大臣）"
178016040,"稲田 朋美（いなだ ともみ）","行政改革担当大臣（行政刷新担当大臣）","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）"
178016043,"稲田 朋美（いなだ ともみ）","行政改革担当大臣（行政刷新担当大臣）","海洋政策担当大臣"
178016044,"稲田 朋美（いなだ ともみ）","行政改革担当大臣（行政刷新担当大臣）","拉致問題担当大臣"
178016048,"稲田 朋美（いなだ ともみ）","行政改革担当大臣（行政刷新担当大臣）","宇宙政策担当大臣（宇宙開発担当大臣）"
178016061,"稲田 朋美（いなだ ともみ）","行政改革担当大臣（行政刷新担当大臣）","原子力防災担当大臣"
178016062,"稲田 朋美（いなだ ともみ）","行政改革担当大臣（行政刷新担当大臣）","女性活躍担当大臣（女性活力・子育て支援担当大臣）"
