"allid","name","mn_pos_jp_fin","mn0_pos_jp_fin"
194004003,"岩城 光英","法務大臣","総務大臣"
194004005,"岩城 光英","法務大臣","外務大臣"
194004007,"岩城 光英","法務大臣","文部科学大臣"
194004008,"岩城 光英","法務大臣","厚生労働大臣"
194004011,"岩城 光英","法務大臣","国土交通大臣"
194004012,"岩城 光英","法務大臣","環境大臣"
194004013,"岩城 光英","法務大臣","防衛大臣（防衛庁長官）"
194004014,"岩城 光英","法務大臣","国家公安委員会委員長"
194004015,"岩城 光英","法務大臣","防災担当大臣"
194004016,"岩城 光英","法務大臣","行政改革担当大臣
（行政刷新担当大臣）"
194004017,"岩城 光英","法務大臣","沖縄及び北方対策担当大臣"
194004019,"岩城 光英","法務大臣","経済財政政策担当大臣"
194004020,"岩城 光英","法務大臣","科学技術政策担当大臣"
194004021,"岩城 光英","法務大臣","規制改革担当大臣"
194004022,"岩城 光英","法務大臣","男女共同参画担当大臣"
194004024,"岩城 光英","法務大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
194004028,"岩城 光英","法務大臣","少子化対策担当大臣"
194004029,"岩城 光英","法務大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
194004039,"岩城 光英","法務大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
194004040,"岩城 光英","法務大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
194004043,"岩城 光英","法務大臣","海洋政策担当大臣"
194004044,"岩城 光英","法務大臣","拉致問題担当大臣"
194004045,"岩城 光英","法務大臣","再チャレンジ担当大臣"
194004048,"岩城 光英","法務大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
194004061,"岩城 光英","法務大臣","原子力防災担当大臣"
194004062,"岩城 光英","法務大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
194004066,"岩城 光英","法務大臣","東京オリンピック・パラリンピック担当大臣"
194004071,"岩城 光英","法務大臣","国土強靱化担当大臣"
194004072,"岩城 光英","法務大臣","クールジャパン戦略担当大臣"
194004076,"岩城 光英","法務大臣","知的財産戦略担当大臣"
194004079,"岩城 光英","法務大臣","マイナンバー制度担当大臣"
194004082,"岩城 光英","法務大臣","こども政策担当大臣"
194004083,"岩城 光英","法務大臣","孤独・孤立対策担当大臣"
194004086,"岩城 光英","法務大臣","経済安全保障担当大臣"
