"allid","nameyomi","mn_pos_jp_fin","mn0_pos_jp_fin"
64016003,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","総務大臣"
64016004,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","法務大臣"
64016005,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","外務大臣"
64016007,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","文部科学大臣"
64016008,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","厚生労働大臣"
64016011,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","国土交通大臣"
64016012,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","環境大臣"
64016013,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","防衛大臣（防衛庁長官）"
64016014,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","国家公安委員会委員長"
64016015,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","防災担当大臣"
64016017,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","沖縄及び北方対策担当大臣"
64016019,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","経済財政政策担当大臣"
64016020,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","科学技術政策担当大臣"
64016022,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","男女共同参画担当大臣"
64016024,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","消費者及び食品安全担当大臣（食品安全担当大臣）"
64016028,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","少子化対策担当大臣"
64016029,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","デジタル大臣（情報通信技術（IT）政策担当大臣）"
64016039,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","国家公務員制度担当大臣（公務員制度改革担当大臣）"
64016040,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）"
64016043,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","海洋政策担当大臣"
64016044,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","拉致問題担当大臣"
64016045,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","再チャレンジ担当大臣"
64016048,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","宇宙政策担当大臣（宇宙開発担当大臣）"
64016061,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","原子力防災担当大臣"
64016062,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","女性活躍担当大臣（女性活力・子育て支援担当大臣）"
64016066,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","東京オリンピック・パラリンピック担当大臣"
64016071,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","国土強靱化担当大臣"
64016072,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","クールジャパン戦略担当大臣"
64016076,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","知的財産戦略担当大臣"
64016079,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","マイナンバー制度担当大臣"
64016082,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","こども政策担当大臣"
64016083,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","孤独・孤立対策担当大臣"
64016086,"中馬 弘毅（ちゅうま こうき）","行政改革担当大臣（行政刷新担当大臣）","経済安全保障担当大臣"
64021003,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","総務大臣"
64021004,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","法務大臣"
64021005,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","外務大臣"
64021007,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","文部科学大臣"
64021008,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","厚生労働大臣"
64021011,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","国土交通大臣"
64021012,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","環境大臣"
64021013,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","防衛大臣（防衛庁長官）"
64021014,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","国家公安委員会委員長"
64021015,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","防災担当大臣"
64021017,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","沖縄及び北方対策担当大臣"
64021019,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","経済財政政策担当大臣"
64021020,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","科学技術政策担当大臣"
64021022,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","男女共同参画担当大臣"
64021024,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","消費者及び食品安全担当大臣（食品安全担当大臣）"
64021028,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","少子化対策担当大臣"
64021029,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","デジタル大臣（情報通信技術（IT）政策担当大臣）"
64021039,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","国家公務員制度担当大臣（公務員制度改革担当大臣）"
64021040,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）"
64021043,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","海洋政策担当大臣"
64021044,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","拉致問題担当大臣"
64021045,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","再チャレンジ担当大臣"
64021048,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","宇宙政策担当大臣（宇宙開発担当大臣）"
64021061,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","原子力防災担当大臣"
64021062,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","女性活躍担当大臣（女性活力・子育て支援担当大臣）"
64021066,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","東京オリンピック・パラリンピック担当大臣"
64021071,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","国土強靱化担当大臣"
64021072,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","クールジャパン戦略担当大臣"
64021076,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","知的財産戦略担当大臣"
64021079,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","マイナンバー制度担当大臣"
64021082,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","こども政策担当大臣"
64021083,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","孤独・孤立対策担当大臣"
64021086,"中馬 弘毅（ちゅうま こうき）","規制改革担当大臣","経済安全保障担当大臣"
