"allid","nameyomi","mn_pos_jp_fin","mn0_pos_jp_fin"
240022003,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","総務大臣"
240022004,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","法務大臣"
240022005,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","外務大臣"
240022007,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","文部科学大臣"
240022008,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","厚生労働大臣"
240022011,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","国土交通大臣"
240022012,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","環境大臣"
240022013,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","防衛大臣（防衛庁長官）"
240022014,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","国家公安委員会委員長"
240022015,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","防災担当大臣"
240022016,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","行政改革担当大臣（行政刷新担当大臣）"
240022017,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","沖縄及び北方対策担当大臣"
240022019,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","経済財政政策担当大臣"
240022020,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","科学技術政策担当大臣"
240022021,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","規制改革担当大臣"
240022024,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","消費者及び食品安全担当大臣（食品安全担当大臣）"
240022028,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","少子化対策担当大臣"
240022029,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","デジタル大臣（情報通信技術（IT）政策担当大臣）"
240022039,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","国家公務員制度担当大臣（公務員制度改革担当大臣）"
240022040,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）"
240022043,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","海洋政策担当大臣"
240022044,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","拉致問題担当大臣"
240022045,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","再チャレンジ担当大臣"
240022048,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","宇宙政策担当大臣（宇宙開発担当大臣）"
240022061,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","原子力防災担当大臣"
240022071,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","国土強靱化担当大臣"
240022072,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","クールジャパン戦略担当大臣"
240022076,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","知的財産戦略担当大臣"
240022079,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","マイナンバー制度担当大臣"
240022082,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","こども政策担当大臣"
240022083,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","孤独・孤立対策担当大臣"
240022086,"橋本 聖子（はしもと せいこ）","男女共同参画担当大臣","経済安全保障担当大臣"
240062003,"橋本 聖子（はしもと せいこ）","女性活躍担当大臣（女性活力・子育て支援担当大臣）","総務大臣"
240062004,"橋本 聖子（はしもと せいこ）","女性活躍担当大臣（女性活力・子育て支援担当大臣）","法務大臣"
240062005,"橋本 聖子（はしもと せいこ）","女性活躍担当大臣（女性活力・子育て支援担当大臣）","外務大臣"
240062007,"橋本 聖子（はしもと せいこ）","女性活躍担当大臣（女性活力・子育て支援担当大臣）","文部科学大臣"
240062008,"橋本 聖子（はしもと せいこ）","女性活躍担当大臣（女性活力・子育て支援担当大臣）","厚生労働大臣"
240062011,"橋本 聖子（はしもと せいこ）","女性活躍担当大臣（女性活力・子育て支援担当大臣）","国土交通大臣"
240062012,"橋本 聖子（はしもと せいこ）","女性活躍担当大臣（女性活力・子育て支援担当大臣）","環境大臣"
240062013,"橋本 聖子（はしもと せいこ）","女性活躍担当大臣（女性活力・子育て支援担当大臣）","防衛大臣（防衛庁長官）"
240062014,"橋本 聖子（はしもと せいこ）","女性活躍担当大臣（女性活力・子育て支援担当大臣）","国家公安委員会委員長"
240062015,"橋本 聖子（はしもと せいこ）","女性活躍担当大臣（女性活力・子育て支援担当大臣）","防災担当大臣"
240062016,"橋本 聖子（はしもと せいこ）","女性活躍担当大臣（女性活力・子育て支援担当大臣）","行政改革担当大臣（行政刷新担当大臣）"
240062017,"橋本 聖子（はしもと せいこ）","女性活躍担当大臣（女性活力・子育て支援担当大臣）","沖縄及び北方対策担当大臣"
240062019,"橋本 聖子（はしもと せいこ）","女性活躍担当大臣（女性活力・子育て支援担当大臣）","経済財政政策担当大臣"
240062020,"橋本 聖子（はしもと せいこ）","女性活躍担当大臣（女性活力・子育て支援担当大臣）","科学技術政策担当大臣"
240062021,"橋本 聖子（はしもと せいこ）","女性活躍担当大臣（女性活力・子育て支援担当大臣）","規制改革担当大臣"
