"allid","nameyomi","mn_pos_jp_fin","mn0_pos_jp_fin"
262007003,"永岡 桂子（ながおか けいこ）","文部科学大臣","総務大臣"
262007004,"永岡 桂子（ながおか けいこ）","文部科学大臣","法務大臣"
262007005,"永岡 桂子（ながおか けいこ）","文部科学大臣","外務大臣"
262007008,"永岡 桂子（ながおか けいこ）","文部科学大臣","厚生労働大臣"
262007011,"永岡 桂子（ながおか けいこ）","文部科学大臣","国土交通大臣"
262007012,"永岡 桂子（ながおか けいこ）","文部科学大臣","環境大臣"
262007013,"永岡 桂子（ながおか けいこ）","文部科学大臣","防衛大臣（防衛庁長官）"
262007014,"永岡 桂子（ながおか けいこ）","文部科学大臣","国家公安委員会委員長"
262007015,"永岡 桂子（ながおか けいこ）","文部科学大臣","防災担当大臣"
262007016,"永岡 桂子（ながおか けいこ）","文部科学大臣","行政改革担当大臣（行政刷新担当大臣）"
262007017,"永岡 桂子（ながおか けいこ）","文部科学大臣","沖縄及び北方対策担当大臣"
262007019,"永岡 桂子（ながおか けいこ）","文部科学大臣","経済財政政策担当大臣"
262007020,"永岡 桂子（ながおか けいこ）","文部科学大臣","科学技術政策担当大臣"
262007021,"永岡 桂子（ながおか けいこ）","文部科学大臣","規制改革担当大臣"
262007022,"永岡 桂子（ながおか けいこ）","文部科学大臣","男女共同参画担当大臣"
262007024,"永岡 桂子（ながおか けいこ）","文部科学大臣","消費者及び食品安全担当大臣（食品安全担当大臣）"
262007028,"永岡 桂子（ながおか けいこ）","文部科学大臣","少子化対策担当大臣"
262007029,"永岡 桂子（ながおか けいこ）","文部科学大臣","デジタル大臣（情報通信技術（IT）政策担当大臣）"
262007039,"永岡 桂子（ながおか けいこ）","文部科学大臣","国家公務員制度担当大臣（公務員制度改革担当大臣）"
262007040,"永岡 桂子（ながおか けいこ）","文部科学大臣","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）"
262007043,"永岡 桂子（ながおか けいこ）","文部科学大臣","海洋政策担当大臣"
262007044,"永岡 桂子（ながおか けいこ）","文部科学大臣","拉致問題担当大臣"
262007045,"永岡 桂子（ながおか けいこ）","文部科学大臣","再チャレンジ担当大臣"
262007048,"永岡 桂子（ながおか けいこ）","文部科学大臣","宇宙政策担当大臣（宇宙開発担当大臣）"
262007061,"永岡 桂子（ながおか けいこ）","文部科学大臣","原子力防災担当大臣"
262007062,"永岡 桂子（ながおか けいこ）","文部科学大臣","女性活躍担当大臣（女性活力・子育て支援担当大臣）"
262007066,"永岡 桂子（ながおか けいこ）","文部科学大臣","東京オリンピック・パラリンピック担当大臣"
262007071,"永岡 桂子（ながおか けいこ）","文部科学大臣","国土強靱化担当大臣"
262007072,"永岡 桂子（ながおか けいこ）","文部科学大臣","クールジャパン戦略担当大臣"
262007076,"永岡 桂子（ながおか けいこ）","文部科学大臣","知的財産戦略担当大臣"
262007079,"永岡 桂子（ながおか けいこ）","文部科学大臣","マイナンバー制度担当大臣"
262007082,"永岡 桂子（ながおか けいこ）","文部科学大臣","こども政策担当大臣"
262007083,"永岡 桂子（ながおか けいこ）","文部科学大臣","孤独・孤立対策担当大臣"
262007086,"永岡 桂子（ながおか けいこ）","文部科学大臣","経済安全保障担当大臣"
