"allid","nameyomi","mn_pos_jp_fin","mn0_pos_jp_fin"
91007003,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","総務大臣"
91007004,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","法務大臣"
91007005,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","外務大臣"
91007008,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","厚生労働大臣"
91007011,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","国土交通大臣"
91007012,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","環境大臣"
91007013,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","防衛大臣（防衛庁長官）"
91007014,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","国家公安委員会委員長"
91007015,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","防災担当大臣"
91007016,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","行政改革担当大臣（行政刷新担当大臣）"
91007017,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","沖縄及び北方対策担当大臣"
91007019,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","経済財政政策担当大臣"
91007020,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","科学技術政策担当大臣"
91007021,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","規制改革担当大臣"
91007022,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","男女共同参画担当大臣"
91007024,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","消費者及び食品安全担当大臣（食品安全担当大臣）"
91007028,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","少子化対策担当大臣"
91007029,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","デジタル大臣（情報通信技術（IT）政策担当大臣）"
91007039,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","国家公務員制度担当大臣（公務員制度改革担当大臣）"
91007040,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）"
91007043,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","海洋政策担当大臣"
91007044,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","拉致問題担当大臣"
91007045,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","再チャレンジ担当大臣"
91007048,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","宇宙政策担当大臣（宇宙開発担当大臣）"
91007061,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","原子力防災担当大臣"
91007062,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","女性活躍担当大臣（女性活力・子育て支援担当大臣）"
91007066,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","東京オリンピック・パラリンピック担当大臣"
91007071,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","国土強靱化担当大臣"
91007072,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","クールジャパン戦略担当大臣"
91007076,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","知的財産戦略担当大臣"
91007079,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","マイナンバー制度担当大臣"
91007082,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","こども政策担当大臣"
91007083,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","孤独・孤立対策担当大臣"
91007086,"渡海 紀三朗（とかい きさぶろう）","文部科学大臣","経済安全保障担当大臣"
