"allid","nameyomi","mn_pos_jp_fin","mn0_pos_jp_fin"
102007003,"塩谷 立（しおのや りゅう）","文部科学大臣","総務大臣"
102007004,"塩谷 立（しおのや りゅう）","文部科学大臣","法務大臣"
102007005,"塩谷 立（しおのや りゅう）","文部科学大臣","外務大臣"
102007008,"塩谷 立（しおのや りゅう）","文部科学大臣","厚生労働大臣"
102007011,"塩谷 立（しおのや りゅう）","文部科学大臣","国土交通大臣"
102007012,"塩谷 立（しおのや りゅう）","文部科学大臣","環境大臣"
102007013,"塩谷 立（しおのや りゅう）","文部科学大臣","防衛大臣（防衛庁長官）"
102007014,"塩谷 立（しおのや りゅう）","文部科学大臣","国家公安委員会委員長"
102007015,"塩谷 立（しおのや りゅう）","文部科学大臣","防災担当大臣"
102007016,"塩谷 立（しおのや りゅう）","文部科学大臣","行政改革担当大臣（行政刷新担当大臣）"
102007017,"塩谷 立（しおのや りゅう）","文部科学大臣","沖縄及び北方対策担当大臣"
102007019,"塩谷 立（しおのや りゅう）","文部科学大臣","経済財政政策担当大臣"
102007020,"塩谷 立（しおのや りゅう）","文部科学大臣","科学技術政策担当大臣"
102007021,"塩谷 立（しおのや りゅう）","文部科学大臣","規制改革担当大臣"
102007022,"塩谷 立（しおのや りゅう）","文部科学大臣","男女共同参画担当大臣"
102007024,"塩谷 立（しおのや りゅう）","文部科学大臣","消費者及び食品安全担当大臣（食品安全担当大臣）"
102007028,"塩谷 立（しおのや りゅう）","文部科学大臣","少子化対策担当大臣"
102007029,"塩谷 立（しおのや りゅう）","文部科学大臣","デジタル大臣（情報通信技術（IT）政策担当大臣）"
102007039,"塩谷 立（しおのや りゅう）","文部科学大臣","国家公務員制度担当大臣（公務員制度改革担当大臣）"
102007040,"塩谷 立（しおのや りゅう）","文部科学大臣","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）"
102007043,"塩谷 立（しおのや りゅう）","文部科学大臣","海洋政策担当大臣"
102007044,"塩谷 立（しおのや りゅう）","文部科学大臣","拉致問題担当大臣"
102007045,"塩谷 立（しおのや りゅう）","文部科学大臣","再チャレンジ担当大臣"
102007048,"塩谷 立（しおのや りゅう）","文部科学大臣","宇宙政策担当大臣（宇宙開発担当大臣）"
102007061,"塩谷 立（しおのや りゅう）","文部科学大臣","原子力防災担当大臣"
102007062,"塩谷 立（しおのや りゅう）","文部科学大臣","女性活躍担当大臣（女性活力・子育て支援担当大臣）"
102007066,"塩谷 立（しおのや りゅう）","文部科学大臣","東京オリンピック・パラリンピック担当大臣"
102007071,"塩谷 立（しおのや りゅう）","文部科学大臣","国土強靱化担当大臣"
102007072,"塩谷 立（しおのや りゅう）","文部科学大臣","クールジャパン戦略担当大臣"
102007076,"塩谷 立（しおのや りゅう）","文部科学大臣","知的財産戦略担当大臣"
102007079,"塩谷 立（しおのや りゅう）","文部科学大臣","マイナンバー制度担当大臣"
102007082,"塩谷 立（しおのや りゅう）","文部科学大臣","こども政策担当大臣"
102007083,"塩谷 立（しおのや りゅう）","文部科学大臣","孤独・孤立対策担当大臣"
102007086,"塩谷 立（しおのや りゅう）","文部科学大臣","経済安全保障担当大臣"
