"allid","name","mn_pos_jp_fin","mn0_pos_jp_fin"
56020003,"猪口 邦子","科学技術政策担当大臣","総務大臣"
56020004,"猪口 邦子","科学技術政策担当大臣","法務大臣"
56020005,"猪口 邦子","科学技術政策担当大臣","外務大臣"
56020007,"猪口 邦子","科学技術政策担当大臣","文部科学大臣"
56020008,"猪口 邦子","科学技術政策担当大臣","厚生労働大臣"
56020011,"猪口 邦子","科学技術政策担当大臣","国土交通大臣"
56020012,"猪口 邦子","科学技術政策担当大臣","環境大臣"
56020013,"猪口 邦子","科学技術政策担当大臣","防衛大臣（防衛庁長官）"
56020014,"猪口 邦子","科学技術政策担当大臣","国家公安委員会委員長"
56020015,"猪口 邦子","科学技術政策担当大臣","防災担当大臣"
56020016,"猪口 邦子","科学技術政策担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
56020017,"猪口 邦子","科学技術政策担当大臣","沖縄及び北方対策担当大臣"
56020019,"猪口 邦子","科学技術政策担当大臣","経済財政政策担当大臣"
56020021,"猪口 邦子","科学技術政策担当大臣","規制改革担当大臣"
56020039,"猪口 邦子","科学技術政策担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
56020040,"猪口 邦子","科学技術政策担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
56020043,"猪口 邦子","科学技術政策担当大臣","海洋政策担当大臣"
56020044,"猪口 邦子","科学技術政策担当大臣","拉致問題担当大臣"
56020045,"猪口 邦子","科学技術政策担当大臣","再チャレンジ担当大臣"
56020048,"猪口 邦子","科学技術政策担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
56020061,"猪口 邦子","科学技術政策担当大臣","原子力防災担当大臣"
56020062,"猪口 邦子","科学技術政策担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
56020066,"猪口 邦子","科学技術政策担当大臣","東京オリンピック・パラリンピック担当大臣"
56020071,"猪口 邦子","科学技術政策担当大臣","国土強靱化担当大臣"
56020072,"猪口 邦子","科学技術政策担当大臣","クールジャパン戦略担当大臣"
56020076,"猪口 邦子","科学技術政策担当大臣","知的財産戦略担当大臣"
56020079,"猪口 邦子","科学技術政策担当大臣","マイナンバー制度担当大臣"
56020082,"猪口 邦子","科学技術政策担当大臣","こども政策担当大臣"
56020083,"猪口 邦子","科学技術政策担当大臣","孤独・孤立対策担当大臣"
56020086,"猪口 邦子","科学技術政策担当大臣","経済安全保障担当大臣"
56022003,"猪口 邦子","男女共同参画担当大臣","総務大臣"
56022004,"猪口 邦子","男女共同参画担当大臣","法務大臣"
56022005,"猪口 邦子","男女共同参画担当大臣","外務大臣"
56022007,"猪口 邦子","男女共同参画担当大臣","文部科学大臣"
56022008,"猪口 邦子","男女共同参画担当大臣","厚生労働大臣"
56022011,"猪口 邦子","男女共同参画担当大臣","国土交通大臣"
56022012,"猪口 邦子","男女共同参画担当大臣","環境大臣"
56022013,"猪口 邦子","男女共同参画担当大臣","防衛大臣（防衛庁長官）"
56022014,"猪口 邦子","男女共同参画担当大臣","国家公安委員会委員長"
56022015,"猪口 邦子","男女共同参画担当大臣","防災担当大臣"
56022016,"猪口 邦子","男女共同参画担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
56022017,"猪口 邦子","男女共同参画担当大臣","沖縄及び北方対策担当大臣"
56022019,"猪口 邦子","男女共同参画担当大臣","経済財政政策担当大臣"
56022021,"猪口 邦子","男女共同参画担当大臣","規制改革担当大臣"
56022039,"猪口 邦子","男女共同参画担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
56022040,"猪口 邦子","男女共同参画担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
56022043,"猪口 邦子","男女共同参画担当大臣","海洋政策担当大臣"
56022044,"猪口 邦子","男女共同参画担当大臣","拉致問題担当大臣"
56022045,"猪口 邦子","男女共同参画担当大臣","再チャレンジ担当大臣"
56022048,"猪口 邦子","男女共同参画担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
56022061,"猪口 邦子","男女共同参画担当大臣","原子力防災担当大臣"
56022062,"猪口 邦子","男女共同参画担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
56022066,"猪口 邦子","男女共同参画担当大臣","東京オリンピック・パラリンピック担当大臣"
56022071,"猪口 邦子","男女共同参画担当大臣","国土強靱化担当大臣"
56022072,"猪口 邦子","男女共同参画担当大臣","クールジャパン戦略担当大臣"
56022076,"猪口 邦子","男女共同参画担当大臣","知的財産戦略担当大臣"
56022079,"猪口 邦子","男女共同参画担当大臣","マイナンバー制度担当大臣"
56022082,"猪口 邦子","男女共同参画担当大臣","こども政策担当大臣"
56022083,"猪口 邦子","男女共同参画担当大臣","孤独・孤立対策担当大臣"
56022086,"猪口 邦子","男女共同参画担当大臣","経済安全保障担当大臣"
56024003,"猪口 邦子","消費者及び食品安全担当大臣
（食品安全担当大臣）","総務大臣"
