"allid","name","mn_pos_jp_fin","mn0_pos_jp_fin"
60004003,"杉浦 正健","法務大臣","総務大臣"
60004005,"杉浦 正健","法務大臣","外務大臣"
60004007,"杉浦 正健","法務大臣","文部科学大臣"
60004008,"杉浦 正健","法務大臣","厚生労働大臣"
60004011,"杉浦 正健","法務大臣","国土交通大臣"
60004012,"杉浦 正健","法務大臣","環境大臣"
60004013,"杉浦 正健","法務大臣","防衛大臣（防衛庁長官）"
60004014,"杉浦 正健","法務大臣","国家公安委員会委員長"
60004015,"杉浦 正健","法務大臣","防災担当大臣"
60004016,"杉浦 正健","法務大臣","行政改革担当大臣
（行政刷新担当大臣）"
60004017,"杉浦 正健","法務大臣","沖縄及び北方対策担当大臣"
60004019,"杉浦 正健","法務大臣","経済財政政策担当大臣"
60004020,"杉浦 正健","法務大臣","科学技術政策担当大臣"
60004021,"杉浦 正健","法務大臣","規制改革担当大臣"
60004022,"杉浦 正健","法務大臣","男女共同参画担当大臣"
60004024,"杉浦 正健","法務大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
60004028,"杉浦 正健","法務大臣","少子化対策担当大臣"
60004029,"杉浦 正健","法務大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
60004039,"杉浦 正健","法務大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
60004040,"杉浦 正健","法務大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
60004043,"杉浦 正健","法務大臣","海洋政策担当大臣"
60004044,"杉浦 正健","法務大臣","拉致問題担当大臣"
60004045,"杉浦 正健","法務大臣","再チャレンジ担当大臣"
60004048,"杉浦 正健","法務大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
60004061,"杉浦 正健","法務大臣","原子力防災担当大臣"
60004062,"杉浦 正健","法務大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
60004066,"杉浦 正健","法務大臣","東京オリンピック・パラリンピック担当大臣"
60004071,"杉浦 正健","法務大臣","国土強靱化担当大臣"
60004072,"杉浦 正健","法務大臣","クールジャパン戦略担当大臣"
60004076,"杉浦 正健","法務大臣","知的財産戦略担当大臣"
60004079,"杉浦 正健","法務大臣","マイナンバー制度担当大臣"
60004082,"杉浦 正健","法務大臣","こども政策担当大臣"
60004083,"杉浦 正健","法務大臣","孤独・孤立対策担当大臣"
60004086,"杉浦 正健","法務大臣","経済安全保障担当大臣"
