"allid","nameyomi","mn_pos_jp_fin","mn0_pos_jp_fin"
179017003,"山本 一太（やまもと いちた）","沖縄及び北方対策担当大臣","総務大臣"
179017004,"山本 一太（やまもと いちた）","沖縄及び北方対策担当大臣","法務大臣"
179017005,"山本 一太（やまもと いちた）","沖縄及び北方対策担当大臣","外務大臣"
179017007,"山本 一太（やまもと いちた）","沖縄及び北方対策担当大臣","文部科学大臣"
179017008,"山本 一太（やまもと いちた）","沖縄及び北方対策担当大臣","厚生労働大臣"
179017011,"山本 一太（やまもと いちた）","沖縄及び北方対策担当大臣","国土交通大臣"
179017012,"山本 一太（やまもと いちた）","沖縄及び北方対策担当大臣","環境大臣"
179017013,"山本 一太（やまもと いちた）","沖縄及び北方対策担当大臣","防衛大臣（防衛庁長官）"
179017014,"山本 一太（やまもと いちた）","沖縄及び北方対策担当大臣","国家公安委員会委員長"
179017015,"山本 一太（やまもと いちた）","沖縄及び北方対策担当大臣","防災担当大臣"
179017016,"山本 一太（やまもと いちた）","沖縄及び北方対策担当大臣","行政改革担当大臣（行政刷新担当大臣）"
179017019,"山本 一太（やまもと いちた）","沖縄及び北方対策担当大臣","経済財政政策担当大臣"
179017021,"山本 一太（やまもと いちた）","沖縄及び北方対策担当大臣","規制改革担当大臣"
179017022,"山本 一太（やまもと いちた）","沖縄及び北方対策担当大臣","男女共同参画担当大臣"
179017024,"山本 一太（やまもと いちた）","沖縄及び北方対策担当大臣","消費者及び食品安全担当大臣（食品安全担当大臣）"
179017028,"山本 一太（やまもと いちた）","沖縄及び北方対策担当大臣","少子化対策担当大臣"
179017039,"山本 一太（やまもと いちた）","沖縄及び北方対策担当大臣","国家公務員制度担当大臣（公務員制度改革担当大臣）"
179017040,"山本 一太（やまもと いちた）","沖縄及び北方対策担当大臣","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）"
179017044,"山本 一太（やまもと いちた）","沖縄及び北方対策担当大臣","拉致問題担当大臣"
179017045,"山本 一太（やまもと いちた）","沖縄及び北方対策担当大臣","再チャレンジ担当大臣"
179017061,"山本 一太（やまもと いちた）","沖縄及び北方対策担当大臣","原子力防災担当大臣"
