"allid","name","mn_pos_jp_fin","mn0_pos_jp_fin"
101004003,"森 英介","法務大臣","総務大臣"
101004005,"森 英介","法務大臣","外務大臣"
101004007,"森 英介","法務大臣","文部科学大臣"
101004008,"森 英介","法務大臣","厚生労働大臣"
101004011,"森 英介","法務大臣","国土交通大臣"
101004012,"森 英介","法務大臣","環境大臣"
101004013,"森 英介","法務大臣","防衛大臣（防衛庁長官）"
101004014,"森 英介","法務大臣","国家公安委員会委員長"
101004015,"森 英介","法務大臣","防災担当大臣"
101004016,"森 英介","法務大臣","行政改革担当大臣（行政刷新担当大臣）"
101004017,"森 英介","法務大臣","沖縄及び北方対策担当大臣"
101004019,"森 英介","法務大臣","経済財政政策担当大臣"
101004020,"森 英介","法務大臣","科学技術政策担当大臣"
101004021,"森 英介","法務大臣","規制改革担当大臣"
101004022,"森 英介","法務大臣","男女共同参画担当大臣"
101004024,"森 英介","法務大臣","消費者及び食品安全担当大臣（食品安全担当大臣）"
101004028,"森 英介","法務大臣","少子化対策担当大臣"
101004029,"森 英介","法務大臣","デジタル大臣（情報通信技術（IT）政策担当大臣）"
101004039,"森 英介","法務大臣","国家公務員制度担当大臣（公務員制度改革担当大臣）"
101004040,"森 英介","法務大臣","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）"
101004043,"森 英介","法務大臣","海洋政策担当大臣"
101004044,"森 英介","法務大臣","拉致問題担当大臣"
101004045,"森 英介","法務大臣","再チャレンジ担当大臣"
101004048,"森 英介","法務大臣","宇宙政策担当大臣（宇宙開発担当大臣）"
101004061,"森 英介","法務大臣","原子力防災担当大臣"
101004062,"森 英介","法務大臣","女性活躍担当大臣（女性活力・子育て支援担当大臣）"
101004066,"森 英介","法務大臣","東京オリンピック・パラリンピック担当大臣"
101004071,"森 英介","法務大臣","国土強靱化担当大臣"
101004072,"森 英介","法務大臣","クールジャパン戦略担当大臣"
101004076,"森 英介","法務大臣","知的財産戦略担当大臣"
101004079,"森 英介","法務大臣","マイナンバー制度担当大臣"
101004082,"森 英介","法務大臣","こども政策担当大臣"
101004083,"森 英介","法務大臣","孤独・孤立対策担当大臣"
101004086,"森 英介","法務大臣","経済安全保障担当大臣"
