"allid","name","mn_pos_jp_fin","mn0_pos_jp_fin"
247028003,"坂本 哲志","少子化対策担当大臣","総務大臣"
247028004,"坂本 哲志","少子化対策担当大臣","法務大臣"
247028005,"坂本 哲志","少子化対策担当大臣","外務大臣"
247028007,"坂本 哲志","少子化対策担当大臣","文部科学大臣"
247028008,"坂本 哲志","少子化対策担当大臣","厚生労働大臣"
247028011,"坂本 哲志","少子化対策担当大臣","国土交通大臣"
247028012,"坂本 哲志","少子化対策担当大臣","環境大臣"
247028013,"坂本 哲志","少子化対策担当大臣","防衛大臣（防衛庁長官）"
247028014,"坂本 哲志","少子化対策担当大臣","国家公安委員会委員長"
247028015,"坂本 哲志","少子化対策担当大臣","防災担当大臣"
247028016,"坂本 哲志","少子化対策担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
247028017,"坂本 哲志","少子化対策担当大臣","沖縄及び北方対策担当大臣"
247028019,"坂本 哲志","少子化対策担当大臣","経済財政政策担当大臣"
247028020,"坂本 哲志","少子化対策担当大臣","科学技術政策担当大臣"
247028021,"坂本 哲志","少子化対策担当大臣","規制改革担当大臣"
247028022,"坂本 哲志","少子化対策担当大臣","男女共同参画担当大臣"
247028024,"坂本 哲志","少子化対策担当大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
247028029,"坂本 哲志","少子化対策担当大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
247028039,"坂本 哲志","少子化対策担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
247028043,"坂本 哲志","少子化対策担当大臣","海洋政策担当大臣"
247028044,"坂本 哲志","少子化対策担当大臣","拉致問題担当大臣"
247028045,"坂本 哲志","少子化対策担当大臣","再チャレンジ担当大臣"
247028048,"坂本 哲志","少子化対策担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
247028061,"坂本 哲志","少子化対策担当大臣","原子力防災担当大臣"
247028062,"坂本 哲志","少子化対策担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
247028066,"坂本 哲志","少子化対策担当大臣","東京オリンピック・パラリンピック担当大臣"
247028071,"坂本 哲志","少子化対策担当大臣","国土強靱化担当大臣"
247028072,"坂本 哲志","少子化対策担当大臣","クールジャパン戦略担当大臣"
247028076,"坂本 哲志","少子化対策担当大臣","知的財産戦略担当大臣"
