"allid","name","mn_pos_jp_fin","mn0_pos_jp_fin"
137011003,"大畠 章宏","国土交通大臣","総務大臣"
137011004,"大畠 章宏","国土交通大臣","法務大臣"
137011005,"大畠 章宏","国土交通大臣","外務大臣"
137011007,"大畠 章宏","国土交通大臣","文部科学大臣"
137011008,"大畠 章宏","国土交通大臣","厚生労働大臣"
137011012,"大畠 章宏","国土交通大臣","環境大臣"
137011013,"大畠 章宏","国土交通大臣","防衛大臣（防衛庁長官）"
137011014,"大畠 章宏","国土交通大臣","国家公安委員会委員長"
137011015,"大畠 章宏","国土交通大臣","防災担当大臣"
137011016,"大畠 章宏","国土交通大臣","行政改革担当大臣
（行政刷新担当大臣）"
137011017,"大畠 章宏","国土交通大臣","沖縄及び北方対策担当大臣"
137011019,"大畠 章宏","国土交通大臣","経済財政政策担当大臣"
137011020,"大畠 章宏","国土交通大臣","科学技術政策担当大臣"
137011021,"大畠 章宏","国土交通大臣","規制改革担当大臣"
137011022,"大畠 章宏","国土交通大臣","男女共同参画担当大臣"
137011024,"大畠 章宏","国土交通大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
137011028,"大畠 章宏","国土交通大臣","少子化対策担当大臣"
137011029,"大畠 章宏","国土交通大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
137011039,"大畠 章宏","国土交通大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
137011040,"大畠 章宏","国土交通大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
137011044,"大畠 章宏","国土交通大臣","拉致問題担当大臣"
137011045,"大畠 章宏","国土交通大臣","再チャレンジ担当大臣"
137011048,"大畠 章宏","国土交通大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
137011061,"大畠 章宏","国土交通大臣","原子力防災担当大臣"
137011062,"大畠 章宏","国土交通大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
137011066,"大畠 章宏","国土交通大臣","東京オリンピック・パラリンピック担当大臣"
137011071,"大畠 章宏","国土交通大臣","国土強靱化担当大臣"
137011072,"大畠 章宏","国土交通大臣","クールジャパン戦略担当大臣"
137011076,"大畠 章宏","国土交通大臣","知的財産戦略担当大臣"
137011079,"大畠 章宏","国土交通大臣","マイナンバー制度担当大臣"
137011082,"大畠 章宏","国土交通大臣","こども政策担当大臣"
137011083,"大畠 章宏","国土交通大臣","孤独・孤立対策担当大臣"
137011086,"大畠 章宏","国土交通大臣","経済安全保障担当大臣"
137043003,"大畠 章宏","海洋政策担当大臣","総務大臣"
137043004,"大畠 章宏","海洋政策担当大臣","法務大臣"
137043005,"大畠 章宏","海洋政策担当大臣","外務大臣"
137043007,"大畠 章宏","海洋政策担当大臣","文部科学大臣"
137043008,"大畠 章宏","海洋政策担当大臣","厚生労働大臣"
137043012,"大畠 章宏","海洋政策担当大臣","環境大臣"
137043013,"大畠 章宏","海洋政策担当大臣","防衛大臣（防衛庁長官）"
137043014,"大畠 章宏","海洋政策担当大臣","国家公安委員会委員長"
137043015,"大畠 章宏","海洋政策担当大臣","防災担当大臣"
137043016,"大畠 章宏","海洋政策担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
137043017,"大畠 章宏","海洋政策担当大臣","沖縄及び北方対策担当大臣"
137043019,"大畠 章宏","海洋政策担当大臣","経済財政政策担当大臣"
137043020,"大畠 章宏","海洋政策担当大臣","科学技術政策担当大臣"
137043021,"大畠 章宏","海洋政策担当大臣","規制改革担当大臣"
137043022,"大畠 章宏","海洋政策担当大臣","男女共同参画担当大臣"
137043024,"大畠 章宏","海洋政策担当大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
137043028,"大畠 章宏","海洋政策担当大臣","少子化対策担当大臣"
137043029,"大畠 章宏","海洋政策担当大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
137043039,"大畠 章宏","海洋政策担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
137043040,"大畠 章宏","海洋政策担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
137043044,"大畠 章宏","海洋政策担当大臣","拉致問題担当大臣"
137043045,"大畠 章宏","海洋政策担当大臣","再チャレンジ担当大臣"
137043048,"大畠 章宏","海洋政策担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
137043061,"大畠 章宏","海洋政策担当大臣","原子力防災担当大臣"
137043062,"大畠 章宏","海洋政策担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
137043066,"大畠 章宏","海洋政策担当大臣","東京オリンピック・パラリンピック担当大臣"
137043071,"大畠 章宏","海洋政策担当大臣","国土強靱化担当大臣"
137043072,"大畠 章宏","海洋政策担当大臣","クールジャパン戦略担当大臣"
137043076,"大畠 章宏","海洋政策担当大臣","知的財産戦略担当大臣"
137043079,"大畠 章宏","海洋政策担当大臣","マイナンバー制度担当大臣"
137043082,"大畠 章宏","海洋政策担当大臣","こども政策担当大臣"
137043083,"大畠 章宏","海洋政策担当大臣","孤独・孤立対策担当大臣"
137043086,"大畠 章宏","海洋政策担当大臣","経済安全保障担当大臣"
