"allid","nameyomi","mn_pos_jp_fin","mn0_pos_jp_fin"
42014003,"小野 清子（おの きよこ）","国家公安委員会委員長","総務大臣"
42014004,"小野 清子（おの きよこ）","国家公安委員会委員長","法務大臣"
42014005,"小野 清子（おの きよこ）","国家公安委員会委員長","外務大臣"
42014007,"小野 清子（おの きよこ）","国家公安委員会委員長","文部科学大臣"
42014008,"小野 清子（おの きよこ）","国家公安委員会委員長","厚生労働大臣"
42014011,"小野 清子（おの きよこ）","国家公安委員会委員長","国土交通大臣"
42014012,"小野 清子（おの きよこ）","国家公安委員会委員長","環境大臣"
42014013,"小野 清子（おの きよこ）","国家公安委員会委員長","防衛大臣（防衛庁長官）"
42014015,"小野 清子（おの きよこ）","国家公安委員会委員長","防災担当大臣"
42014016,"小野 清子（おの きよこ）","国家公安委員会委員長","行政改革担当大臣（行政刷新担当大臣）"
42014017,"小野 清子（おの きよこ）","国家公安委員会委員長","沖縄及び北方対策担当大臣"
42014019,"小野 清子（おの きよこ）","国家公安委員会委員長","経済財政政策担当大臣"
42014020,"小野 清子（おの きよこ）","国家公安委員会委員長","科学技術政策担当大臣"
42014021,"小野 清子（おの きよこ）","国家公安委員会委員長","規制改革担当大臣"
42014022,"小野 清子（おの きよこ）","国家公安委員会委員長","男女共同参画担当大臣"
42014029,"小野 清子（おの きよこ）","国家公安委員会委員長","デジタル大臣（情報通信技術（IT）政策担当大臣）"
42014039,"小野 清子（おの きよこ）","国家公安委員会委員長","国家公務員制度担当大臣（公務員制度改革担当大臣）"
42014040,"小野 清子（おの きよこ）","国家公安委員会委員長","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）"
42014043,"小野 清子（おの きよこ）","国家公安委員会委員長","海洋政策担当大臣"
42014044,"小野 清子（おの きよこ）","国家公安委員会委員長","拉致問題担当大臣"
42014045,"小野 清子（おの きよこ）","国家公安委員会委員長","再チャレンジ担当大臣"
42014048,"小野 清子（おの きよこ）","国家公安委員会委員長","宇宙政策担当大臣（宇宙開発担当大臣）"
42014061,"小野 清子（おの きよこ）","国家公安委員会委員長","原子力防災担当大臣"
42014062,"小野 清子（おの きよこ）","国家公安委員会委員長","女性活躍担当大臣（女性活力・子育て支援担当大臣）"
42014066,"小野 清子（おの きよこ）","国家公安委員会委員長","東京オリンピック・パラリンピック担当大臣"
42014071,"小野 清子（おの きよこ）","国家公安委員会委員長","国土強靱化担当大臣"
42014072,"小野 清子（おの きよこ）","国家公安委員会委員長","クールジャパン戦略担当大臣"
42014076,"小野 清子（おの きよこ）","国家公安委員会委員長","知的財産戦略担当大臣"
42014079,"小野 清子（おの きよこ）","国家公安委員会委員長","マイナンバー制度担当大臣"
42014082,"小野 清子（おの きよこ）","国家公安委員会委員長","こども政策担当大臣"
42014083,"小野 清子（おの きよこ）","国家公安委員会委員長","孤独・孤立対策担当大臣"
42014086,"小野 清子（おの きよこ）","国家公安委員会委員長","経済安全保障担当大臣"
42024003,"小野 清子（おの きよこ）","消費者及び食品安全担当大臣（食品安全担当大臣）","総務大臣"
42024004,"小野 清子（おの きよこ）","消費者及び食品安全担当大臣（食品安全担当大臣）","法務大臣"
42024005,"小野 清子（おの きよこ）","消費者及び食品安全担当大臣（食品安全担当大臣）","外務大臣"
42024007,"小野 清子（おの きよこ）","消費者及び食品安全担当大臣（食品安全担当大臣）","文部科学大臣"
42024008,"小野 清子（おの きよこ）","消費者及び食品安全担当大臣（食品安全担当大臣）","厚生労働大臣"
42024011,"小野 清子（おの きよこ）","消費者及び食品安全担当大臣（食品安全担当大臣）","国土交通大臣"
42024012,"小野 清子（おの きよこ）","消費者及び食品安全担当大臣（食品安全担当大臣）","環境大臣"
42024013,"小野 清子（おの きよこ）","消費者及び食品安全担当大臣（食品安全担当大臣）","防衛大臣（防衛庁長官）"
42024015,"小野 清子（おの きよこ）","消費者及び食品安全担当大臣（食品安全担当大臣）","防災担当大臣"
42024016,"小野 清子（おの きよこ）","消費者及び食品安全担当大臣（食品安全担当大臣）","行政改革担当大臣（行政刷新担当大臣）"
42024017,"小野 清子（おの きよこ）","消費者及び食品安全担当大臣（食品安全担当大臣）","沖縄及び北方対策担当大臣"
42024019,"小野 清子（おの きよこ）","消費者及び食品安全担当大臣（食品安全担当大臣）","経済財政政策担当大臣"
