"allid","name","mn_pos_jp_fin","mn0_pos_jp_fin"
49008003,"尾辻 秀久","厚生労働大臣","総務大臣"
49008004,"尾辻 秀久","厚生労働大臣","法務大臣"
49008005,"尾辻 秀久","厚生労働大臣","外務大臣"
49008007,"尾辻 秀久","厚生労働大臣","文部科学大臣"
49008011,"尾辻 秀久","厚生労働大臣","国土交通大臣"
49008012,"尾辻 秀久","厚生労働大臣","環境大臣"
49008013,"尾辻 秀久","厚生労働大臣","防衛大臣（防衛庁長官）"
49008014,"尾辻 秀久","厚生労働大臣","国家公安委員会委員長"
49008015,"尾辻 秀久","厚生労働大臣","防災担当大臣"
49008016,"尾辻 秀久","厚生労働大臣","行政改革担当大臣
（行政刷新担当大臣）"
49008017,"尾辻 秀久","厚生労働大臣","沖縄及び北方対策担当大臣"
49008019,"尾辻 秀久","厚生労働大臣","経済財政政策担当大臣"
49008020,"尾辻 秀久","厚生労働大臣","科学技術政策担当大臣"
49008021,"尾辻 秀久","厚生労働大臣","規制改革担当大臣"
49008022,"尾辻 秀久","厚生労働大臣","男女共同参画担当大臣"
49008024,"尾辻 秀久","厚生労働大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
49008028,"尾辻 秀久","厚生労働大臣","少子化対策担当大臣"
49008029,"尾辻 秀久","厚生労働大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
49008039,"尾辻 秀久","厚生労働大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
49008040,"尾辻 秀久","厚生労働大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
49008043,"尾辻 秀久","厚生労働大臣","海洋政策担当大臣"
49008044,"尾辻 秀久","厚生労働大臣","拉致問題担当大臣"
49008045,"尾辻 秀久","厚生労働大臣","再チャレンジ担当大臣"
49008048,"尾辻 秀久","厚生労働大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
49008061,"尾辻 秀久","厚生労働大臣","原子力防災担当大臣"
49008062,"尾辻 秀久","厚生労働大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
49008066,"尾辻 秀久","厚生労働大臣","東京オリンピック・パラリンピック担当大臣"
49008071,"尾辻 秀久","厚生労働大臣","国土強靱化担当大臣"
49008072,"尾辻 秀久","厚生労働大臣","クールジャパン戦略担当大臣"
49008076,"尾辻 秀久","厚生労働大臣","知的財産戦略担当大臣"
49008079,"尾辻 秀久","厚生労働大臣","マイナンバー制度担当大臣"
49008082,"尾辻 秀久","厚生労働大臣","こども政策担当大臣"
49008083,"尾辻 秀久","厚生労働大臣","孤独・孤立対策担当大臣"
49008086,"尾辻 秀久","厚生労働大臣","経済安全保障担当大臣"
