"allid","nameyomi","mn_pos_jp_fin","mn0_pos_jp_fin"
204012003,"山本 公一（やまもと こういち）","環境大臣","総務大臣"
204012004,"山本 公一（やまもと こういち）","環境大臣","法務大臣"
204012005,"山本 公一（やまもと こういち）","環境大臣","外務大臣"
204012007,"山本 公一（やまもと こういち）","環境大臣","文部科学大臣"
204012008,"山本 公一（やまもと こういち）","環境大臣","厚生労働大臣"
204012011,"山本 公一（やまもと こういち）","環境大臣","国土交通大臣"
204012013,"山本 公一（やまもと こういち）","環境大臣","防衛大臣（防衛庁長官）"
204012014,"山本 公一（やまもと こういち）","環境大臣","国家公安委員会委員長"
204012015,"山本 公一（やまもと こういち）","環境大臣","防災担当大臣"
204012016,"山本 公一（やまもと こういち）","環境大臣","行政改革担当大臣（行政刷新担当大臣）"
204012017,"山本 公一（やまもと こういち）","環境大臣","沖縄及び北方対策担当大臣"
204012019,"山本 公一（やまもと こういち）","環境大臣","経済財政政策担当大臣"
204012020,"山本 公一（やまもと こういち）","環境大臣","科学技術政策担当大臣"
204012021,"山本 公一（やまもと こういち）","環境大臣","規制改革担当大臣"
204012022,"山本 公一（やまもと こういち）","環境大臣","男女共同参画担当大臣"
204012024,"山本 公一（やまもと こういち）","環境大臣","消費者及び食品安全担当大臣（食品安全担当大臣）"
204012028,"山本 公一（やまもと こういち）","環境大臣","少子化対策担当大臣"
204012029,"山本 公一（やまもと こういち）","環境大臣","デジタル大臣（情報通信技術（IT）政策担当大臣）"
204012039,"山本 公一（やまもと こういち）","環境大臣","国家公務員制度担当大臣（公務員制度改革担当大臣）"
204012040,"山本 公一（やまもと こういち）","環境大臣","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）"
204012043,"山本 公一（やまもと こういち）","環境大臣","海洋政策担当大臣"
204012044,"山本 公一（やまもと こういち）","環境大臣","拉致問題担当大臣"
204012045,"山本 公一（やまもと こういち）","環境大臣","再チャレンジ担当大臣"
204012048,"山本 公一（やまもと こういち）","環境大臣","宇宙政策担当大臣（宇宙開発担当大臣）"
204012062,"山本 公一（やまもと こういち）","環境大臣","女性活躍担当大臣（女性活力・子育て支援担当大臣）"
204012066,"山本 公一（やまもと こういち）","環境大臣","東京オリンピック・パラリンピック担当大臣"
204012071,"山本 公一（やまもと こういち）","環境大臣","国土強靱化担当大臣"
204012072,"山本 公一（やまもと こういち）","環境大臣","クールジャパン戦略担当大臣"
204012076,"山本 公一（やまもと こういち）","環境大臣","知的財産戦略担当大臣"
204012079,"山本 公一（やまもと こういち）","環境大臣","マイナンバー制度担当大臣"
204012082,"山本 公一（やまもと こういち）","環境大臣","こども政策担当大臣"
204012083,"山本 公一（やまもと こういち）","環境大臣","孤独・孤立対策担当大臣"
204012086,"山本 公一（やまもと こういち）","環境大臣","経済安全保障担当大臣"
204061003,"山本 公一（やまもと こういち）","原子力防災担当大臣","総務大臣"
204061004,"山本 公一（やまもと こういち）","原子力防災担当大臣","法務大臣"
204061005,"山本 公一（やまもと こういち）","原子力防災担当大臣","外務大臣"
204061007,"山本 公一（やまもと こういち）","原子力防災担当大臣","文部科学大臣"
204061008,"山本 公一（やまもと こういち）","原子力防災担当大臣","厚生労働大臣"
204061011,"山本 公一（やまもと こういち）","原子力防災担当大臣","国土交通大臣"
204061013,"山本 公一（やまもと こういち）","原子力防災担当大臣","防衛大臣（防衛庁長官）"
204061014,"山本 公一（やまもと こういち）","原子力防災担当大臣","国家公安委員会委員長"
204061015,"山本 公一（やまもと こういち）","原子力防災担当大臣","防災担当大臣"
204061016,"山本 公一（やまもと こういち）","原子力防災担当大臣","行政改革担当大臣（行政刷新担当大臣）"
204061017,"山本 公一（やまもと こういち）","原子力防災担当大臣","沖縄及び北方対策担当大臣"
204061019,"山本 公一（やまもと こういち）","原子力防災担当大臣","経済財政政策担当大臣"
