"allid","nameyomi","mn_pos_jp_fin","mn0_pos_jp_fin"
174008003,"田村 憲久（たむら のりひさ）","厚生労働大臣","総務大臣"
174008004,"田村 憲久（たむら のりひさ）","厚生労働大臣","法務大臣"
174008005,"田村 憲久（たむら のりひさ）","厚生労働大臣","外務大臣"
174008007,"田村 憲久（たむら のりひさ）","厚生労働大臣","文部科学大臣"
174008011,"田村 憲久（たむら のりひさ）","厚生労働大臣","国土交通大臣"
174008012,"田村 憲久（たむら のりひさ）","厚生労働大臣","環境大臣"
174008013,"田村 憲久（たむら のりひさ）","厚生労働大臣","防衛大臣（防衛庁長官）"
174008014,"田村 憲久（たむら のりひさ）","厚生労働大臣","国家公安委員会委員長"
174008015,"田村 憲久（たむら のりひさ）","厚生労働大臣","防災担当大臣"
174008016,"田村 憲久（たむら のりひさ）","厚生労働大臣","行政改革担当大臣（行政刷新担当大臣）"
174008017,"田村 憲久（たむら のりひさ）","厚生労働大臣","沖縄及び北方対策担当大臣"
174008019,"田村 憲久（たむら のりひさ）","厚生労働大臣","経済財政政策担当大臣"
174008020,"田村 憲久（たむら のりひさ）","厚生労働大臣","科学技術政策担当大臣"
174008021,"田村 憲久（たむら のりひさ）","厚生労働大臣","規制改革担当大臣"
174008022,"田村 憲久（たむら のりひさ）","厚生労働大臣","男女共同参画担当大臣"
174008024,"田村 憲久（たむら のりひさ）","厚生労働大臣","消費者及び食品安全担当大臣（食品安全担当大臣）"
174008028,"田村 憲久（たむら のりひさ）","厚生労働大臣","少子化対策担当大臣"
174008029,"田村 憲久（たむら のりひさ）","厚生労働大臣","デジタル大臣（情報通信技術（IT）政策担当大臣）"
174008039,"田村 憲久（たむら のりひさ）","厚生労働大臣","国家公務員制度担当大臣（公務員制度改革担当大臣）"
174008040,"田村 憲久（たむら のりひさ）","厚生労働大臣","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）"
174008043,"田村 憲久（たむら のりひさ）","厚生労働大臣","海洋政策担当大臣"
174008044,"田村 憲久（たむら のりひさ）","厚生労働大臣","拉致問題担当大臣"
174008045,"田村 憲久（たむら のりひさ）","厚生労働大臣","再チャレンジ担当大臣"
174008048,"田村 憲久（たむら のりひさ）","厚生労働大臣","宇宙政策担当大臣（宇宙開発担当大臣）"
174008061,"田村 憲久（たむら のりひさ）","厚生労働大臣","原子力防災担当大臣"
174008062,"田村 憲久（たむら のりひさ）","厚生労働大臣","女性活躍担当大臣（女性活力・子育て支援担当大臣）"
174008066,"田村 憲久（たむら のりひさ）","厚生労働大臣","東京オリンピック・パラリンピック担当大臣"
174008071,"田村 憲久（たむら のりひさ）","厚生労働大臣","国土強靱化担当大臣"
174008072,"田村 憲久（たむら のりひさ）","厚生労働大臣","クールジャパン戦略担当大臣"
174008076,"田村 憲久（たむら のりひさ）","厚生労働大臣","知的財産戦略担当大臣"
174008079,"田村 憲久（たむら のりひさ）","厚生労働大臣","マイナンバー制度担当大臣"
174008082,"田村 憲久（たむら のりひさ）","厚生労働大臣","こども政策担当大臣"
174008083,"田村 憲久（たむら のりひさ）","厚生労働大臣","孤独・孤立対策担当大臣"
174008086,"田村 憲久（たむら のりひさ）","厚生労働大臣","経済安全保障担当大臣"
