"allid","name","mn_pos_jp_fin","mn0_pos_jp_fin"
245013003,"岸 信夫","防衛大臣（防衛庁長官）","総務大臣"
245013004,"岸 信夫","防衛大臣（防衛庁長官）","法務大臣"
245013005,"岸 信夫","防衛大臣（防衛庁長官）","外務大臣"
245013007,"岸 信夫","防衛大臣（防衛庁長官）","文部科学大臣"
245013008,"岸 信夫","防衛大臣（防衛庁長官）","厚生労働大臣"
245013011,"岸 信夫","防衛大臣（防衛庁長官）","国土交通大臣"
245013012,"岸 信夫","防衛大臣（防衛庁長官）","環境大臣"
245013014,"岸 信夫","防衛大臣（防衛庁長官）","国家公安委員会委員長"
245013015,"岸 信夫","防衛大臣（防衛庁長官）","防災担当大臣"
245013016,"岸 信夫","防衛大臣（防衛庁長官）","行政改革担当大臣（行政刷新担当大臣）"
245013017,"岸 信夫","防衛大臣（防衛庁長官）","沖縄及び北方対策担当大臣"
245013019,"岸 信夫","防衛大臣（防衛庁長官）","経済財政政策担当大臣"
245013020,"岸 信夫","防衛大臣（防衛庁長官）","科学技術政策担当大臣"
245013021,"岸 信夫","防衛大臣（防衛庁長官）","規制改革担当大臣"
245013022,"岸 信夫","防衛大臣（防衛庁長官）","男女共同参画担当大臣"
245013024,"岸 信夫","防衛大臣（防衛庁長官）","消費者及び食品安全担当大臣（食品安全担当大臣）"
245013028,"岸 信夫","防衛大臣（防衛庁長官）","少子化対策担当大臣"
245013029,"岸 信夫","防衛大臣（防衛庁長官）","デジタル大臣（情報通信技術（IT）政策担当大臣）"
245013039,"岸 信夫","防衛大臣（防衛庁長官）","国家公務員制度担当大臣（公務員制度改革担当大臣）"
245013040,"岸 信夫","防衛大臣（防衛庁長官）","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）"
245013043,"岸 信夫","防衛大臣（防衛庁長官）","海洋政策担当大臣"
245013044,"岸 信夫","防衛大臣（防衛庁長官）","拉致問題担当大臣"
245013045,"岸 信夫","防衛大臣（防衛庁長官）","再チャレンジ担当大臣"
245013048,"岸 信夫","防衛大臣（防衛庁長官）","宇宙政策担当大臣（宇宙開発担当大臣）"
245013061,"岸 信夫","防衛大臣（防衛庁長官）","原子力防災担当大臣"
245013062,"岸 信夫","防衛大臣（防衛庁長官）","女性活躍担当大臣（女性活力・子育て支援担当大臣）"
245013066,"岸 信夫","防衛大臣（防衛庁長官）","東京オリンピック・パラリンピック担当大臣"
245013071,"岸 信夫","防衛大臣（防衛庁長官）","国土強靱化担当大臣"
245013072,"岸 信夫","防衛大臣（防衛庁長官）","クールジャパン戦略担当大臣"
245013076,"岸 信夫","防衛大臣（防衛庁長官）","知的財産戦略担当大臣"
245013079,"岸 信夫","防衛大臣（防衛庁長官）","マイナンバー制度担当大臣"
245013082,"岸 信夫","防衛大臣（防衛庁長官）","こども政策担当大臣"
245013083,"岸 信夫","防衛大臣（防衛庁長官）","孤独・孤立対策担当大臣"
245013086,"岸 信夫","防衛大臣（防衛庁長官）","経済安全保障担当大臣"
