"allid","name","mn_pos_jp_fin","mn0_pos_jp_fin"
74012003,"若林 正俊","環境大臣","総務大臣"
74012004,"若林 正俊","環境大臣","法務大臣"
74012005,"若林 正俊","環境大臣","外務大臣"
74012007,"若林 正俊","環境大臣","文部科学大臣"
74012008,"若林 正俊","環境大臣","厚生労働大臣"
74012011,"若林 正俊","環境大臣","国土交通大臣"
74012013,"若林 正俊","環境大臣","防衛大臣（防衛庁長官）"
74012014,"若林 正俊","環境大臣","国家公安委員会委員長"
74012015,"若林 正俊","環境大臣","防災担当大臣"
74012016,"若林 正俊","環境大臣","行政改革担当大臣
（行政刷新担当大臣）"
74012017,"若林 正俊","環境大臣","沖縄及び北方対策担当大臣"
74012019,"若林 正俊","環境大臣","経済財政政策担当大臣"
74012020,"若林 正俊","環境大臣","科学技術政策担当大臣"
74012021,"若林 正俊","環境大臣","規制改革担当大臣"
74012022,"若林 正俊","環境大臣","男女共同参画担当大臣"
74012024,"若林 正俊","環境大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
74012028,"若林 正俊","環境大臣","少子化対策担当大臣"
74012029,"若林 正俊","環境大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
74012039,"若林 正俊","環境大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
74012040,"若林 正俊","環境大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
74012043,"若林 正俊","環境大臣","海洋政策担当大臣"
74012044,"若林 正俊","環境大臣","拉致問題担当大臣"
74012045,"若林 正俊","環境大臣","再チャレンジ担当大臣"
74012048,"若林 正俊","環境大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
74012061,"若林 正俊","環境大臣","原子力防災担当大臣"
74012062,"若林 正俊","環境大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
74012066,"若林 正俊","環境大臣","東京オリンピック・パラリンピック担当大臣"
74012071,"若林 正俊","環境大臣","国土強靱化担当大臣"
74012072,"若林 正俊","環境大臣","クールジャパン戦略担当大臣"
74012076,"若林 正俊","環境大臣","知的財産戦略担当大臣"
74012079,"若林 正俊","環境大臣","マイナンバー制度担当大臣"
74012082,"若林 正俊","環境大臣","こども政策担当大臣"
74012083,"若林 正俊","環境大臣","孤独・孤立対策担当大臣"
74012086,"若林 正俊","環境大臣","経済安全保障担当大臣"
