"allid","name","mn_pos_jp_fin","mn0_pos_jp_fin"
219003004,"石田 真敏","総務大臣","法務大臣"
219003005,"石田 真敏","総務大臣","外務大臣"
219003007,"石田 真敏","総務大臣","文部科学大臣"
219003008,"石田 真敏","総務大臣","厚生労働大臣"
219003011,"石田 真敏","総務大臣","国土交通大臣"
219003012,"石田 真敏","総務大臣","環境大臣"
219003013,"石田 真敏","総務大臣","防衛大臣（防衛庁長官）"
219003014,"石田 真敏","総務大臣","国家公安委員会委員長"
219003015,"石田 真敏","総務大臣","防災担当大臣"
219003016,"石田 真敏","総務大臣","行政改革担当大臣
（行政刷新担当大臣）"
219003017,"石田 真敏","総務大臣","沖縄及び北方対策担当大臣"
219003019,"石田 真敏","総務大臣","経済財政政策担当大臣"
219003020,"石田 真敏","総務大臣","科学技術政策担当大臣"
219003021,"石田 真敏","総務大臣","規制改革担当大臣"
219003022,"石田 真敏","総務大臣","男女共同参画担当大臣"
219003024,"石田 真敏","総務大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
219003028,"石田 真敏","総務大臣","少子化対策担当大臣"
219003029,"石田 真敏","総務大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
219003039,"石田 真敏","総務大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
219003040,"石田 真敏","総務大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
219003043,"石田 真敏","総務大臣","海洋政策担当大臣"
219003044,"石田 真敏","総務大臣","拉致問題担当大臣"
219003045,"石田 真敏","総務大臣","再チャレンジ担当大臣"
219003048,"石田 真敏","総務大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
219003061,"石田 真敏","総務大臣","原子力防災担当大臣"
219003062,"石田 真敏","総務大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
219003066,"石田 真敏","総務大臣","東京オリンピック・パラリンピック担当大臣"
219003071,"石田 真敏","総務大臣","国土強靱化担当大臣"
219003072,"石田 真敏","総務大臣","クールジャパン戦略担当大臣"
219003076,"石田 真敏","総務大臣","知的財産戦略担当大臣"
219003082,"石田 真敏","総務大臣","こども政策担当大臣"
219003083,"石田 真敏","総務大臣","孤独・孤立対策担当大臣"
219003086,"石田 真敏","総務大臣","経済安全保障担当大臣"
219079004,"石田 真敏","マイナンバー制度担当大臣","法務大臣"
219079005,"石田 真敏","マイナンバー制度担当大臣","外務大臣"
219079007,"石田 真敏","マイナンバー制度担当大臣","文部科学大臣"
219079008,"石田 真敏","マイナンバー制度担当大臣","厚生労働大臣"
219079011,"石田 真敏","マイナンバー制度担当大臣","国土交通大臣"
219079012,"石田 真敏","マイナンバー制度担当大臣","環境大臣"
219079013,"石田 真敏","マイナンバー制度担当大臣","防衛大臣（防衛庁長官）"
219079014,"石田 真敏","マイナンバー制度担当大臣","国家公安委員会委員長"
219079015,"石田 真敏","マイナンバー制度担当大臣","防災担当大臣"
219079016,"石田 真敏","マイナンバー制度担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
219079017,"石田 真敏","マイナンバー制度担当大臣","沖縄及び北方対策担当大臣"
219079019,"石田 真敏","マイナンバー制度担当大臣","経済財政政策担当大臣"
219079020,"石田 真敏","マイナンバー制度担当大臣","科学技術政策担当大臣"
219079021,"石田 真敏","マイナンバー制度担当大臣","規制改革担当大臣"
219079022,"石田 真敏","マイナンバー制度担当大臣","男女共同参画担当大臣"
219079024,"石田 真敏","マイナンバー制度担当大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
219079028,"石田 真敏","マイナンバー制度担当大臣","少子化対策担当大臣"
219079029,"石田 真敏","マイナンバー制度担当大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
219079039,"石田 真敏","マイナンバー制度担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
219079040,"石田 真敏","マイナンバー制度担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
219079043,"石田 真敏","マイナンバー制度担当大臣","海洋政策担当大臣"
219079044,"石田 真敏","マイナンバー制度担当大臣","拉致問題担当大臣"
219079045,"石田 真敏","マイナンバー制度担当大臣","再チャレンジ担当大臣"
219079048,"石田 真敏","マイナンバー制度担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
219079061,"石田 真敏","マイナンバー制度担当大臣","原子力防災担当大臣"
219079062,"石田 真敏","マイナンバー制度担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
219079066,"石田 真敏","マイナンバー制度担当大臣","東京オリンピック・パラリンピック担当大臣"
219079071,"石田 真敏","マイナンバー制度担当大臣","国土強靱化担当大臣"
219079072,"石田 真敏","マイナンバー制度担当大臣","クールジャパン戦略担当大臣"
219079076,"石田 真敏","マイナンバー制度担当大臣","知的財産戦略担当大臣"
219079082,"石田 真敏","マイナンバー制度担当大臣","こども政策担当大臣"
219079083,"石田 真敏","マイナンバー制度担当大臣","孤独・孤立対策担当大臣"
219079086,"石田 真敏","マイナンバー制度担当大臣","経済安全保障担当大臣"
